# colors_mcd20.0_mld2_nc6_cvd100.0_minj40_maxj90_ns10000
# Python 3.6.6 |Anaconda custom (64-bit)| (default, Jun 28 2018, 17:14:51) [GCC 7.2.0]
# NumPy 1.15.1, Numba 0.40.0, Joblib 0.12.3
c3311f 4dd02c 0047fa cec8ef 844d8d de7193
fbb267 27fed1 619fa4 ceb0fe 9c30d6 ca3f4d
ebb378 556209 27ffda 86afdf be04d9 e52671
50b829 297c10 8ef19c 2841fc e495f6 bd4377
a76a1d dcdec0 82e526 8694cc 2848f3 606087
b3ef59 379652 34d8a5 284cf0 dfb8f1 be6cb8
bb4a12 66e977 626e6e 2850eb c37dce e7c9e4
96514d 9eab8e 75de42 409efd 2853e4 f1c1e0
dac827 54f1eb 285aef 97a1ea ff3c84 a21e23
7d9618 87db88 285cb2 dbccfb e76ca7 6e5c5e
f9ce4d 73726c 3d9e2b 5bd8ad 285ea8 d475fb
827122 34fd6e 2860fb 99a2d6 9c176b d98184
a95b0e 4be949 28646c 8a929d d0cde3 8b15de
b8ee23 5b9f3f 3ae9bc 28665a d2b2e9 de00d0
9b6624 ec9e08 45ed9c 286671 bc83f1 830def
e5d823 6f9a39 286838 b0d1c2 ed18fd 824b7c
965e5c d0d7b4 41bf4e a9e6f6 2868b7 978eae
999c53 41f616 286c55 ab14ee fe9ef1 e53f9e
a61c0f 6a6b66 36b959 4cf9a1 286c9f a4a0c0
c6de64 287026 53c7fa 9345e5 982366 f33f6f
904643 a89b97 94e287 287085 efcbf8 e43fef
f6d88a 5e9b57 535e58 a2d6f4 2870f4 ba84a6
a56b43 4dfa5d 75a5a5 2871ab e2d8f0 a00d61
f4b234 a0a696 94e2e9 2874d8 9d3777 da1c33
cd580c e8b22e 51bc9c 287665 cccaea a225e9
d2a585 b75c05 67f318 287760 91a6c8 aa02ee
ddcc27 2fbd7b b9eae1 287a6f 8460bf ab1635
a38a7e eb7024 ceea62 47d8c8 287af2 b60377
a3f70f 288022 28c864 802dad c95dfb e4cad4
58d268 28814c cbe2d5 e1b2fc 9403c8 e34baf
7f511e fec966 c0912b 79d4dc 2886ed f14086
75bc29 288829 33fda4 c810fa ec96d7 ec1a8c
db7e5c 923d17 e7dd5b 288890 96a8e0 ac1ce2
c26043 dcdad2 91e751 288b8b 903bf6 e998e8
e8db39 288c15 a8dcbd 35b4f4 a210cc df4499
b5ad90 575f51 7cef28 288d1e b25ecf fd92fc
9b9783 288e0b 75f575 8650c7 f287d4 ab075c
d7b09f 54ec23 288faa ccccf5 6843c6 ce3d45
6b6767 ccbeb7 f57226 2890ac a5d6fd 9506ce
716f16 8bca71 2891ab 5a40d1 ead5ed a02b66
a89189 e1e522 289212 42f1dd aeabf7 a73b82
ca3c1b e3db1e 28926f 5ad5ea 7817f9 b767ce
ed6129 cced29 2892ab 9317d7 ab0839 f8c1cb
69e258 28942f 771eff db89e6 ae5099 e8d4d7
e5be1f b8e3b0 289562 38e9f1 5c4fa7 9886f6
d52a12 f8930e c3d3ca 28959a 74c6f6 694fc5
6b5a31 96b41d 46dfb9 289682 e48de8 c104b9
f8c43c 786a00 28987a 4ddef3 7f19d7 c75fbd
da8a89 b6d23e 35e8fa 4b6471 2899e9 ed0925
e33f0c d6c324 8b9c8f 5cf3ad 289eca 585a84
b6320b c4ce3b 28a372 58e5df e43af8 884189
cb9a16 bfe68d 2e6a03 28a37d 968cc6 882ee5
bc9d87 5b852d 8bf26b 28a4f4 2f4ae7 af1375
c1da16 28a508 3e6945 29f6ab 9942ae f39ff1
615b21 6be747 28a870 455ad3 b2a6ce ffc7ca
e5d393 96a33a 3c6618 28a890 ba39ef ad0c7e
d8870d a5eee3 28aba4 624e8b a958fa 89474e
697467 28ac2a 2cf8d4 dca0f6 da1fb4 ac0204
dfc04c 428919 aabfbb 28adf5 9e22f8 8b376a
de571b caca09 58fab1 28b095 b344fd 6c6073
d6e734 2e7618 28b344 9de4b7 cc8df3 ac09b9
d9c659 576f17 7cf5d0 28b5b2 dd0ff8 a9076d
ee962d 72f6c3 28b89a 877de0 c2b5f2 834a7b
ecd0a4 28b924 507057 8ff1f5 aa9ee2 b90fa0
ebd2b8 9aad44 507d4b 28bafc 8226dd aa759c
fc392e 78fe68 28bba8 445aaf fc67f9 835d65
cbbc56 c0d2d1 28bbf7 4566d4 9c7686 cf1f20
357b12 28c214 8bfa82 dfb6fc a311ac e88ca5
f86623 d7e167 28c49c 5840d2 8773b6 b31a35
cec335 777b1a 28c797 d1e0ee 2d6fdc a41a5f
ec6e42 9bf90b 28c8b0 587c86 a304c7 ad0b45
d4c8c0 83926f 28cb03 a734ff dd75b4 b40719
a45a03 b8f23b 28cf7d 627c8a 9e5ae3 cea8d3
c69414 f3db1d 7b7857 28d2af 3e606b e516c4
92bd00 466919 28d5d3 8e7beb bc0d86 d27f8d
e9d1b2 686e12 71af0c 28d9ea d355f5 aa006b
e0da02 888b1c 547c6d 28de9d a2a7cd c505e9
dad706 7e9b45 28dfa3 6d0cfe b65ae6 a0247c
ff6e3c dce819 28e7aa 4158aa 9899c6 c30733
6e564c 28ed07 29ac22 7a24fb b684f2 e3319b
b5815a 765a06 28ed81 618099 a12df4 ecc8f1
376a05 28ee49 34a452 d4cdef f33bf8 b9156f
f21e19 28ef45 e0d3f5 7f38e5 e561c3 957379
e9c8ba 978b60 28f005 83a1d4 4953d7 a44d77
f4a19f b42c0d 28f10f 6189e3 cabcdf 705279
7fbf51 28f2cc 77409b f284e9 9f8189 d31619
8b5138 28f322 cbe2cc 6861f5 deaff7 e171a0
8c8575 28f340 8896e0 4755fc 77477a ccb5bf
79513d d6934c bff019 28f3b5 4c61c2 9f92c2
e2706a 785f04 28f40b 6674ab d7a2d7 a40e5b
28f64e cfddd9 3f67df da9cf3 775775 d45b5d
be0f04 58af69 28f675 4e53a5 e68dd5 923f5b
82703a b3de2a 28f7b1 6394e9 7b24dd ec2191
cb4d31 88ca3e 28f7c3 376b7a 9a03ee d18cee
facfc2 447800 28f828 a5b3ce 95309a e84c85
898c18 b3da36 2f7253 28f8be 8980f7 d22898
aa392d e6d200 28fae7 6360f3 ad9dd1 804984
666243 cacba5 30c901 28faff 7c5be5 d86b9b
b12014 71b446 28fc04 6f0ef3 9954ad e5aaf5
35f48c 294fea 7886ee 6b6889 a799a8 d51d4c
e7dc91 8be5ee 2954fe d27be5 9a198a fe2d6e
d3d1bd 5e7327 7db15e 38dafe 2955f1 c22384
f47d06 dedd88 4e6428 4eb18a 2958e8 b975b6
b09030 d8d2b2 81b2f7 7e8391 2958f0 a61f41
cd402d 45ed1a cbe4ca 295cd5 e482f9 8e8084
7e8b5d 3bde59 295edc f1abdf 814570 b775a3
70b71f 54fc85 295fc7 918994 f89df3 b72f4f
f30909 d9be59 6efadc 2960ef a1b3e9 777176
cea48a 7e7225 c3df2d 2ad0e0 29656f c42ae9
b76508 fbd80b 9de0c5 83978f 296655 834b9b
c3ad5e 97f0de 7c9fc2 2968e0 75487a b64c5d
37b544 55f89f 296949 d3b3fb c313ee 9a869b
edc5ad c2ed37 849e56 296a07 54bbca 9b2fb9
e92711 fbd20a 6dd8aa 296a6c a283c3 9f01c3
819b29 b8e251 296b11 52ce9c 8036ee ef63d4
30ae15 49f798 296d78 c6c7ed ea4df3 ad080f
916215 b8f15d 5cbff3 2972fa b90969 f19ea7
895603 b19b76 b2e433 297774 49b7e0 6a46a5
cb8352 586111 70fc48 297ac4 f3bcf2 b2226c
c87219 d8c63d 64cca2 297b79 8d55d5 a71f24
e6cc11 3df5aa 2980b9 bbc1d2 ab8189 f42032
d6c113 51793c 38efb2 2981e3 a1b4dc 7d446f
c22006 d17d6c 55f719 2982eb c7a5cc 6d5253
738836 62da3a 29838a a611d4 fccafe ef6de1
ca9e2e 55cea8 298473 e3cdf9 ad64f0 b10b16
af7213 5fda84 298a7f b5a8ea 785dbd a31d3a
ebb75d 298c7f 74c4c6 a58af4 a40cc0 d1202a
71c762 298c90 7d23db e67ee6 e1c8d5 af3b4f
7dd377 298e3c a1a0a2 c75cee f7b7f7 8b3788
ac9715 e0d93e 298f98 5bd7fb 692bf6 c61853
e4db32 93ab51 29917d 6fc6ba 781ddc e74bed
bf502b c2c504 9fe6b1 299483 762ae2 cf6cf2
c8c2a1 60eb03 4e6043 299523 a32095 ea75db
b7cc35 85deba 2995df 7d2ae7 b55c72 ef0d29
e7af31 9b9b81 5e6d1b 4febce 2996ae 6e38d7
85c20b 299746 3bfba0 7449c5 ed9ffa b16b9a
9f9a21 b3ec69 299776 37edd2 9203ea b00523
65883d 86dc82 299df1 9b01a6 fcb9e3 df4d93
aa554e ffb02b 29a0e5 afd3eb 861bc0 b6999e
306737 29a24a 34fc8d b3bdd6 af4ffa ac4081
b45f1a a5bb37 74ebef 29a4fd 355aae 947691
915f21 dcdeb7 92ea0f 29a580 a64cf7 f595fc
91d978 29a780 4053e9 e0a8d5 95326d e9252a
b92a28 cbec33 90ae1f 29a7fa 414bef a77d93
a31f0b 7c6a65 29a921 32fd2d b442ad e6b7cf
d4862e fcd86c 29ab98 4cf2f8 4e63aa a11643
c4a255 8c6b20 99eccc 29abfd 3c5efb df308e
676335 91f246 29ac29 9a00fc dd1997 e0aebd
d7dd5c 707e1e 9febff 29add8 982990 fd7c8b
29b010 77eea4 3d48fc 8772bb ffade3 a80f13
617d09 94f48b 29b381 ae34f2 ef7fce a01d6d
fcbcba b28977 795837 b0d11c 29b3eb 386dd8
b20e05 ffd38c 29b509 7ae7ec 875dbd f2719d
b3dc50 60fae1 29b8bb b942ef a7114b ee5c7b
ec993e 536c23 a7f1ba 29bfd7 8808d0 ce448b
517312 d5d7d2 29c21a 593be8 f78dea d72884
467a46 29c253 7623f4 aa70fe ed2096 f1b7d3
f0d1c9 29ca51 307387 babce3 8b5ef7 d10817
cb0a05 eab063 d2e2dd 29caec 8866dd af6f7c
ca8735 625f4e cade59 29ceaf 6578e8 9c0979
b8351c 29d004 c3cdd4 9488e9 7e11f0 704a75
377403 29dd66 b890c5 ddd6df cb14f9 f31979
29e22c 6326f7 905f91 dfc9da e0626f b80c19
fed26a 89a10e 29e3e1 703bdf e166fd c80a50
b77874 973a2e 29e54d 57669e 949ee9 e0c6d8
b47776 f7d40e 45660e 29e6cb 9999dc 8900fb
626c13 29e967 2f9c85 7400fb eebffe b94cb8
e34e2e 29eb7c d4e0e4 7137f3 9477a3 953c50
ccc32e 607825 29ecef 3589fc 8c3d63 e6737f
c75638 29ed87 80ac9f 697381 c4a7fd 9718d5
7c925f 29f069 3d5a9d c2bbcc d477f9 695b62
2b6c28 7d9783 29f177 e308d6 735a71 f7c5d9
dfc2ac 37c106 29f6fb 4b5f61 9e0df3 c574ae
a58e03 a6df4b 29f7d2 42acc4 5357ed d03c6c
a66b43 a6b42b 29f9ae 6d1bef fe42e5 be0475
9e660f cbc90c 29f9b2 a8bfcf 7e7d8b fa06ef
c09288 b6e508 29fafc 4a94e4 4a4fcb d70c12
e4604f 29fb31 aebfb9 a675cf 9216a4 b01447
5f6d07 29fba0 4b6bc9 9fa4f5 e4d9ef c58d90
968e89 80be1f 29fbab b905e1 fea8e1 b42433
2fb06d 29fcc0 ad96d7 b529fb 9e077c d40209
a77e58 d6cf14 29fdf9 9b1af7 f24fb9 af0371
b68e08 29fe9a 3ca1a3 cbbefb 9a3fe2 d8386a
ac251b 6fa928 29ff04 4683f8 dab6ef b87494
758712 2ed16e 2a40fe 9289f0 d0c9d3 e9279b
37f554 2a47f4 7b83ba d8dcfa e00762 c9a1ac
d3d5c1 72eb32 3baa61 2a4ee9 7c7997 eb7cff
ca7b3b adf573 2a59cb 9a89fb cdbbe2 83747e
854f33 aa9054 9cec83 515c6d 2a61d9 fb75b9
f66d17 2fe7c5 679998 2a62a6 e29ff9 cd063b
d4e32a 4aa82c 4bf1ad 2a63b1 8a7f8d fa92f6
f04814 90eb88 6ca2b9 2a64b9 dcd6ea 774864
bbbdb4 818968 35c805 2a6570 b30ce5 df8fe1
f7958f a24a26 d1d614 7ecce6 2a67a4 5a5c61
f37b66 f7cf15 2a6a11 5cdfcd 4193d8 a12c67
8d9f01 2a6a2d a1ecb2 40b4a0 c24ee5 f6a6fc
934342 d7e657 84edc3 2a6aee d199d0 f36e6f
f1ad99 735c3b a39134 d0ed15 8ac1d3 2a6bbf
ba2814 dd8716 2fe0a3 2a6be7 f1b0fe 8e4a69
ecdb6c 7ca055 2a6c08 8bcae7 d50ae5 815073
f4753b dfe71c 808e9a 2a6ead c4d8fb c9165b
ab7b57 d3d0ae 43d002 2a71ff c0029d fd8ce7
df823e 53f2b6 2a7462 a99af6 ead5fb b223a0
aa3024 db9575 cfde10 2a7579 76cbf8 9479e1
d20d0d f0d3c4 60da28 2a7970 9d08b0 e35cc2
cde69a 2a7c26 7ba684 45ebf7 8032ad c66ecd
fc6402 80fd41 2a7d7f c72af6 b00148 d3a9b8
ad2a1f de7017 62f78c 2a8197 adb7cb 9c16fe
e7db2e 848f1d 2a846d b8c8cc fe7bff c729c1
32d065 969f9c 2a84a5 c4d8ec 721af6 a7444a
dbc54d 2a8613 6fbcde b239f4 b21286 f5568a
e19d85 dce207 2a8813 9bc1d8 9d6efa be2071
2ddf3b 386b4a 2a8efe d4c8ed df1da4 c38f91
ded7ac 89a612 2a8f7a 58dce7 ec01ee 8a3980
814d44 ece20c 93b456 2a918a 44e5e2 e34dec
6a7432 3edf41 2a91ac c6d1e3 6341dc 922d63
785941 a3bb4e 3ff1dd 2a91f6 6e00fa be0d8d
894b4a cb860f e2db2f 44e6b6 2a9aab 9540f4
7a5c51 dae2a7 2a9b01 91dfeb bf12cf b3939c
e6b00e 6e681f 2a9c8f 89e6dd b27de0 991da4
d92613 6dd952 2a9d80 9c1a92 f858db e2d4d8
dfce11 92a15e 496d0d 8ff3e9 2a9da0 c408ff
b46f08 53fc52 c7d4ca 2a9f8a 5c4ad3 f3a5f7
ace827 2aa10c 2ce6a7 b99ad7 b13be7 b01958
a4d797 2aa158 7e1bf4 e66cf9 e4c2e1 bf1a86
e8c272 4b631b 61f0f9 2aa1cc 791af7 d7557b
7f4e33 99f083 2aa215 c3b6f2 7a66a4 bd8ba0
9b3c0d e4c45a 81958a 8adefb 2aa6e7 4966a1
788a4a 8bec85 2aa99e 7323f3 caa8fd 91478b
9f260e 2aaa15 55fc8a 7d5cdf d6b8e0 94798b
666b46 2aad08 44ec7b 7c60fa c4b1f9 a7027c
f1c4c0 c68551 7a501d 80fd1f 2ab3ea 7749c8
d3b1a6 ce7f02 9cf80e 2ab4f1 681ef4 ae3744
3b6f37 2ab94d 3ff9b1 752bcb f695ec c25598
e9dc0a 72971e 595d58 c4d6d0 2ac4fb ac2ebd
9fc100 728237 2ac599 8402fe e79aef b72b94
b9c45f 367e22 b2ecd7 2ac6df 9b11db ec0389
a5930a cfe493 32795c 2acec2 ab94fc c315a1
e9905d c0f107 2ad3f7 797dbf 7a08e8 da146d
f5caa3 2ad3fe 9fa7ab 8d25f9 a5497f ff2e58
717623 c4ccb8 2ad530 4b39fa d97bd9 cc2182
77851d c4d399 2adff2 6091c9 712cdb ab426b
d8df5b 2ae1f6 8693fb 6056cd da6a7f cd1624
a52d28 e85e20 2ae28e 3d717d c41ffd ac9dab
844802 2ae56f acbac3 6960c3 ca8dfc db2867
f74a43 edce8b 2ae8eb 437ee7 9c167d b0748a
a68e81 e0e34a 5d8100 2ae9cb f359e6 b41492
e04203 dec12f 2aeab2 3b655f 8ea5b2 e236fc
c6ed08 819951 456628 2aeda3 a32db7 e075cb
2aee3a 466bbd d5cef5 844568 e0012c c29da2
52a52f 2aee66 7b56ec fecaf6 b88ba0 8c5166
91a15b 2af031 2b7d6d b541f9 eb84ba b01627
fd2621 fdcac7 2af133 a39be3 8e37b4 d36f88
8f463c ec921f 4ea7a0 2af1e7 9c73f2 7426d5
b1935a b6dc00 2af2de 539d9a a53abf 9d2628
e4d6d0 923901 2af329 604bc0 b97fda e2246d
e00603 ed8e7b 2af3da 3656bd ad87fb a7546b
c23717 c1bd0b 72b6a4 2af4fa 565f61 b124e9
9f250d c87347 2af628 857094 9312b9 d4a8d5
867308 a2bc07 2af6bf 7e85e0 6e1fee d41f7e
f29149 5f6830 2af7f8 47788c 78a7f0 7d05dc
2afb03 9dbab3 d070f2 9839b6 a21151 f42554
fccb84 488c30 2afcfc 8714c9 f44ad7 ac2670
ca9a8c 8e5516 2afd11 6590d8 d3dbfe 6d20ff
b71c19 ccd172 2afde5 89a8a9 5f5c7f c455e4
e8cba5 4d810d 2afdfc 7b20f3 f863ea 9c8a96
f53d30 e4d50c 2afeb2 7211f2 b589de ac5383
ae844a efc94a 2afec3 7897c1 8c35db a41955
cf5926 cecb3c 2afef2 8c2dfa b37eb5 903278
656f17 afdc23 65f2b9 528780 2b40fe cb99d4
d6856b 896b05 bee1e7 4fb7e8 2b4df3 be0671
8c7144 c8bf98 8ffa0a 4db6fd 79879a 2b56c2
43a77d 39f3b0 2b5ac9 ceacfc 72637b fc121b
e38a1b ffda0b 82eed9 2b5ea1 9a8db2 9d4d5b
854542 cc6818 d0c26b afe7e9 2b5ec5 8c8ab6
c09b85 71f04c 7b95b8 2b61c1 ab3468 f50313
da830e 6d734e 85f88d 649ea5 2b639f f7b1fa
ab8330 d9dec7 77e916 6e99b7 2b65a6 9e2342
d6322e e9dac5 9fa09a 56e523 2b669d e980df
6b9a40 50dd21 2b66fd c2bcfa cf93a6 865156
d0da7f 6aa453 2b6746 8bd1fa 8536f4 9e5f97
39d35b 2b684f b52bbe ff66f7 9c7d93 d6bec5
be381a d3cfcd 75be6b 2b686d 9c07c2 ee41fb
ddbf47 2b691a 629d77 32f5bb 8f09fa e95dce
dc3606 aeeb1d 3ac373 2b695d 7747c3 e78ec3
bcb37a 9ef919 2b6b1f 3bcdf5 82979d c01bbd
a22208 d76340 b9e673 2b6b6d 9956df c0a7cd
97726d be3602 b5bf22 7cf0bc 2b6bae fea1e7
f5b20e 838c31 90dfaf 2b6bdc cdabec cf227a
7e7e16 2be716 2b6d56 9118ef d885ff f1299f
f26b66 92372d 59fac1 2b6e77 9c79ec dbaee8
9e381f cd8f24 add999 44eeff 2b70b6 7e757a
9f928e 9fcb54 2b7136 8cedf5 665569 df19cf
d0d036 2b720f 81f4fa 38b2eb 984d8c e35772
857b06 6acd34 2b7357 d451ed a10496 eeacdf
bf8b29 9fe6a0 2b7368 8c7eca f3d2ec a90409
fdc661 3b7d0a 2b74fa 98a0d5 962575 db7289
83c846 2b761d 41fdea b28eff 8113dc d154a1
d42b15 cfd926 8ec195 2b766b 822ac6 ca73ec
c66b11 92ed58 2b7681 9586f8 9010c8 fcc8fb
e1ad94 d2ea37 2b7a1f 7abde1 c104e6 ee238f
e5d8ba a6910f 3ef524 2b7aec f691c7 cc1b60
d6ddba 79e520 2b8113 9f64c5 e894cd 98355f
e0e24e 2b8219 57cd96 a7a1c3 d539f4 a11b61
52ce1b 2b833a a983f0 9702fb e3b6ed e02698
db8c89 71e434 2b8603 966ef8 e1d7e0 79466a
ecbc94 2b881c 2eeaf5 8e929f a627ad 655561
a4a6a0 5dc811 2b8c48 5b5b6b ca51c6 f4c6ea
d1e969 2b8d58 5fdbb8 8032fb cd6ce6 863d88
986323 efe009 7cba67 5ceff5 2b8dbb 7425fc
88461a adac42 ccddc6 2b9076 ce34dc ff8fe4
74e47c 2b9077 e8d7f3 a935c2 fa77fe bd1722
2b9208 a5f194 94a2a9 d410db fcb9fb 7d6165
b79b7e 966715 cde5be 4ce835 2b92bc 7c22fa
f69694 dde358 2b9329 4defe9 875fbc 982368
f7c804 aec79d 2b981c 30bdff 7534df d7689f
dadf22 2b9918 7ccab6 990ab7 f041ea a5034a
e77f32 9db49a 36e9fe 2b99b7 9412b2 b91153
6e842a 58ea79 2b9a9a 720dfa f491f4 e3d9de
da9e6a e9e338 77dff4 2b9ac9 7342d6 bd4d56
ef663a a33901 59fc8c 2b9bb0 c7cacd 4548de
526112 85b165 9de8db 2b9bd0 8d19d3 b02074
d5c204 a7d3ca 2b9e9a 685489 e63df6 ec004a
6ce559 2ba027 9320de dccadf fb71fc aa1153
a5a8a2 2ba118 667068 50fd94 f895fc c53ac2
9f6138 e6d972 72e7e0 2ba1c1 3a53d1 696374
f4722e caeb01 417b66 86e3d0 2ba2f0 9114c3
f60e00 69e24a 2ba46d d36aed c3b5c4 ab1c9a
d43e10 f7a513 2ba681 bad4f5 5752ba 9c88da
aceb2e a1a59a 2ba701 9036eb eb99ff bb0456
5e5853 af6d21 cccf83 2ba8c1 8de6fc 9a1ef8
f2be87 999428 2bacac 9bebfb 6a1fff 904668
5dfc24 2bb21e ac2cd2 847688 e799eb b40714
de9943 d9dbd6 86939a 2bb3ff 4d64a0 c03b45
3e7b0f 76fb30 2bb492 b310de dc8cdd ac0e62
ebc148 447e29 2bb5fc c9ddf2 af10f5 e96ba2
9bd924 2bb875 31fec0 8d74be fdbdf5 aa1941
c95e2e d5c949 2bb896 34f8f9 7c4beb 775c80
2bbf18 45fbb3 cbc6f6 7265ae b58196 aa0c1f
bf2208 9cef2b 2bc397 d6b6e7 bb63c6 695460
bb8e01 616201 a7c193 2bc6f4 4680cc bb2b6d
d42f2a f6c526 2bcb8f b1bbd6 de27f4 7e4576
c10505 bdc874 b9e8e5 2bcbfa c21ec6 7e6d75
c83c36 2bce37 6356e6 e1c5f3 7e4472 d28c9f
f5aa8e 50651f 57a910 2bd1df d31ac0 aa7f85
933e10 2bd260 c6e6d3 656ce5 887e8a e4afec
f89018 b4ddb9 2bd2e8 5a89be 8221c7 b73067
e47b0f f3d636 8e8d81 2bd2f9 5484f4 9a2554
bc9c21 d4e842 2bd5fa 8850e9 e35890 c20b2e
933f39 d7d7bc 2bd818 9fa0d6 9127da ce7f80
bc2c03 2bd827 60976a 8042c2 d76db3 fcbec5
f0e137 9aa51a 536640 2bdbe2 5775c6 e67e92
6c8422 2be612 3d4cee dc7ffd a23a71 f2678b
9a3922 ad8913 b5e83f 32a9b2 2be7fd 7136f1
a9d447 3e910d 2bebba 5e5960 9c43b9 ec7cdd
77953e 2bec36 399dfa 366796 9f1f4b e39bb3
d56261 aad15e 2becd7 923dff ba8fe9 874a87
fd9672 b43d10 2bf1d0 9599f2 7402f6 a06389
886b41 a6a802 bae998 2bf1e7 64a5c9 515db2
c4c265 3a8b25 2bf4d0 9e97f3 7821fa d14d8e
c99491 96c92f 2bf4f7 4aa6ca 8b02de a34457
ae100f fe9d49 2bf8bb 6a75e9 ccbdf2 a34585
69b214 2bf8ce cbbffb 7708e8 b662e9 c00d5b
f3d4c3 2bf90c 509c50 abafe9 6e11f5 974d70
d2321a 2bfa1b 77aa7f 7052b8 d5bdec 9e85b3
ac8967 6e590a dacf9a 2bfbf3 8fa2fc 3c58fb
fb120b f8bb25 2bfbfb 4361ae 8b7c8d 933548
2bfc4e cfe0f3 87a0ef a927f3 cc8096 b7212e
febd31 a3ac7e 2c795a 2bfde0 6fa3bf 7a26d9
ba750b 2bfe44 45a692 5e54d6 f498ed a01b55
c04c40 6ef589 2c40fc 747bdb 756e7c e4ade1
d07f6d 9f4927 bfbf01 a2e1c5 6b88b1 2c4efb
ac945d c3e22c 5e92a1 73cefa 2c51f7 974a5d
82491e b97e2b f3bc61 3fcbc5 2c54ef ce237b
943814 da7b36 e6c3a0 a5edf4 2c5afd 9d84b7
fbd2d1 75684e bb9442 9eee34 58b0ef 2c5ea3
e8251e f09480 caed49 6eedff 69a0b1 2c6388
d62722 64ef11 2c6467 9024c6 e95ac0 dcacae
ba6414 6ce131 2c646c 8e5fda ead3ff ff87b4
eb4f17 5bfe37 2c6756 b093df 8e0bd3 fc94a5
7ef16b 31a143 2c683f b79fee 9b50b6 e8a7b6
f87c00 d1e877 2c687b 90a3af a055f9 d70539
e4d494 a08305 2c6a4a 94f1ed 6d96a4 a002ef
7a635c ded6a6 88b611 33cded 2c6af8 a01c83
859752 8aed4b 2c6c61 5ba1b5 ddd9e0 8e3cba
ac7507 d2eb43 5cc77f 2c6c62 7e4ac0 ee9ae8
d47514 58fc12 9bbc8d 2c6c71 8f6bff eaa6fe
8db40e 2c6f0f 34cea1 ddcbf8 e81ec5 936270
b7927c 2c7105 79ef8a c3b4e6 9c10fe cc369b
2c7108 6bc154 4dfebb 9468f9 d8c7e7 b6358b
f9afa7 acbd05 2c7118 727af5 9e126e d85c86
49d023 2c7247 a68cf3 8c22a2 f8c9ff f2839c
dfdcae 49650e 39c216 2c75bb e89ac8 ce546d
e4c6b3 715620 66af07 8df132 2c7687 e405f0
cf362b ee9484 e9de19 2c7688 58afd0 a848fa
ecbea7 c0f136 2c771f 85c4e2 9d4cd1 e6639a
2c7829 64b484 44fb8e cbd1d5 8b1ccb c05fba
31c816 2c785d bce8eb ab02fb e06ee0 9a0983
dbdebb 89b119 2c7953 59e9f9 6f1af0 f709a2
e3c0bf c0f069 2c7a02 98b4f7 743cc6 945877
c1bd9a 9dfb17 2c7b1b 93a4e3 6621f4 85488f
68b34d 47ff16 2c7b48 df3deb 941e96 dec7d8
d14a0a c4d853 2c7b65 37c19c 782acd f74dfe
a13b0d c7dc33 2c7b6c 71f1ff a84cc5 d99dae
6fb127 59ff3c 2c7f3a 8109db be65c5 fda4b3
e12e07 adef21 2c816d 50bea9 8009d5 d251c3
9a3127 e85e03 dac28d 2c8170 2cf0e9 a95ed0
82b03e 9aeda3 2c845d ab58f2 b11c89 eb7db8
b37233 fab415 30c5b5 2c8483 b48ef6 8f1bb7
d95142 fbbb23 3eccc2 2c86ab 8d03f4 883d61
8a6d3d bbb27e a8e2fc 2c87b4 6e22e3 a02e6b
85e250 2c8a1f 7b2ee4 ce74f8 f2cff0 d32487
ba0900 e3780b 2c8c6e 80e8d3 c885f0 81578f
c7c357 62e8d1 70807f 2c91f6 7514e6 f3102f
ddcebd 999136 2c938f 7fcff7 9521fc a63648
ffd256 2c9512 6ce2bd 5c606d b562ff 7f2fad
c93601 81bc43 7df3e4 2c95a6 6a2ee8 8b5e66
bfa28c 8a6b31 62ed26 2c95d9 7f00ef b60d71
c0a46a 5b6f07 2df8f9 8ba3ad 2c97f4 a1037d
c9380e dad079 2c9a86 88ede0 824ece f77aed
ef9a2f 836d35 d9d1aa 3adef6 2c9ab8 a22768
dcb966 6b8114 2c9b86 84eade af98e3 b30fb3
ba8f27 f7dd17 a5d8c2 2c9db8 7844aa d32365
f16345 d9e62c 2c9f9f 99d7dc be2ffd b01d2d
dae491 2ca05c 556461 a2e0e4 a99de9 bd05df
b02f10 f38a47 dbdeb7 2ca095 a1c8ed a23abd
d8523d f1cd92 a0c9cf 2ca4ee a022a4 927387
9a381d 37fa65 2ca979 c5c3dd 8c32f5 b77ef1
73623f 7c9710 87f35c 2ca98f ab28ae e4bde1
cbdac6 36f32d 2cab5d 3750ee ee80f3 ab4786
c78807 dcdd9f 33806f 2cade2 8a23a0 b70422
8a544f f5b7ab 2cae3f c0e2f6 5f39d7 f34fc9
a7dd25 2f6c17 2cb066 4ef4c6 8a4393 f347f6
97320d e56700 8bf15a 2cb282 c1b9ed aa55ad
58651c abd60f 2cb663 8d1ffb 9c65a7 f097ee
bbf31d 2cb84a 8483af 9b28ee f8b1e3 c00517
bfd900 488337 2cb89e 94eaf6 b672d9 8f2396
b3310e a4e63d 2cba67 66706e e11ee3 f0afcf
b12e25 b2ed1a 2cba90 526182 aa21f8 eb80d3
fece59 2cbc8d 5e5efe c8bbdf 9873a1 fb0b2e
879e4c 9fed1d 386a03 2cbdab f82af5 99406a
de7b27 ded5ac 6e7364 2cbecd 980df7 8a387a
ce6326 b09b8c a7e68a 356862 2cbece 9063df
2cc445 4559bf b3a0ef 744d66 f6c8cf c4242b
