# colors_mcd18.0_mld2_nc8_cvd100.0_minj40_maxj90_ns10000
# Python 3.6.6 |Anaconda custom (64-bit)| (default, Jun 28 2018, 17:14:51) [GCC 7.2.0]
# NumPy 1.15.1, Numba 0.40.0, Joblib 0.12.3
e69f97 af3108 a7ae0d 447c62 a0edfd 004ffa 9593e5 f81ca2
78731d bef20d 5dc96a 21908e 9401e5 fb48f6 dcbbd8 982a4f
ff6a10 fcd526 9cd6b3 219371 745190 b7a6c3 d662eb a60d25
feb03a 219533 ace1bd 9982f8 c5aedb 8c07ef ba6492 a40358
bfeb32 729614 4ed48b 2195fd 6242f6 f4baf7 fe34a4 a74455
b04532 d3a96c 908b82 72ff0a b1c4c4 346669 2196af 813bcf
9f8d2f e3d814 4dea9e 21997e cddde8 525b6d 9019db f765cc
24d910 b8e8c5 219a5b 556470 938e9c 8541c7 c66de6 dab7e4
fdd76f 91c6ac 219a6c ceb3f0 7a27d6 d953aa a3296f dc0c17
a5660e f8d794 a6ba28 6f8d6e b1d6d2 286762 219bd4 793bcc
f4aa6c 74e0f7 219bfc 7d7d98 5848bb b7265c b8acaf f50c1d
665f3e b7db0b 219e1a 3ae3b0 c890e2 b11db2 ffcbf8 ee3f8b
eeda96 aaa509 21a06c 2bebe1 777f8f 784692 e44de7 b51719
b8a851 787f0a d3d4cc 9df828 21a19b 2bd4f5 a342cf bf2063
ba1408 ed6f46 d0e89a 90e0ea 21a1ec 5e5f6d 8527a9 9e8486
ece310 8bb03e 24752a 57f6b7 21a591 d0c8fd ac7dfb 9e099a
f1a400 8d7c09 38714a 21ad7d 36fdd3 aaafc2 d180ff c02db2
cccf09 256b03 21ae4a 6afda7 c0d3de c40ac6 cc7fc2 865176
f9d1a6 937855 a5c30d 21b0a6 25e7fc 5d656a 6e01fa bd34b0
e9d425 959c04 55ffb5 21b2a0 786ec8 c0b5ee 785475 953a3b
dcdbb2 79f321 21b449 9aaca6 a853d8 e899fa b74c77 a9051d
8d9d04 91e15e 2f7408 21b483 863af8 faa1df ce46a2 7e495c
ef360b a0eb75 21b773 50677b 8d92ac d9aefc b319f2 973139
9ba88c 28810a 21b91d b5e9c0 3653ff fd8ee8 b2739a 94336c
b39021 f5db0a 556741 21b98d 3af4c7 6070c3 a6a9ee b02478
8c452f af7e4d c7e9b3 21fe1b 21bb9c 3c6f77 8550e3 faa8f5
addf17 21be67 2cfaaf 828d8c 6a5d7b f216e1 e4b1dd c41c46
a51a0a c67551 79ff60 21befc 3481e3 814880 b198a5 f2cacb
a34b04 d7a848 4dffbd 21bf9e 2b858b c2cce6 b286e5 7e3aa4
b6b7b1 68815f 64fb39 21c21d 226578 9319df e24cd7 fd9bef
665c2a cbd125 82961a b9ead7 21c3dc b35ae9 aa0687 f44085
d9cb9b 72ff0e 21c628 246bce b3c1e9 805279 b9819a d10b44
52870e 8dfe32 21c64c 2460a2 757dfe afa7e5 f2b5bf 9a7074
9d5135 e0c6aa 21c835 888f8a 226d95 b7c2f1 7705ff d660fd
b73213 ad9e3c bfdc24 21c99f b3e4ec 5657c9 a597f8 89607a
5e5b45 4b8d05 21ca20 87f3fb 5f4df3 b880f3 bb628d f69ebb
c72306 fa7d0c bcf330 5b6956 21cc86 25668b d1b0dd cd22f9
eac3b4 605b15 9eee1b 3b9d40 21ceef 7c1bec bb0e6f f25b9e
827401 a3f61e 21cf5f 327461 c0aef6 d12be9 970a93 ffbac8
c9e860 569341 21cfaf 4d57dd 635a85 a88acd f3bffb 7d474e
837c07 bad6be 21d656 5d736e 979ca1 9213a2 d147db f3abec
617011 919e4d b7d907 267164 21d6b8 5f87f2 dfadf9 8334a1
e33736 b2d3ab 21d80e 2a5db1 bb97fc f2d0f9 c576a5 964862
a83824 d58c0a ddca91 21dee6 7b99dd 7d4bf6 7e3b8d f63c85
ec2a1f c0c321 b7eab9 21e2ea 689abc 6a5870 b901d8 f57481
b1b20c 638453 c8e7c6 49a9a8 21e2ff 7521ff 9259bb a2106e
d5d8d0 428a00 8baa79 21e314 8c11f5 f365f9 a288a3 933179
bf5226 e8a62a 21e5a2 2c8281 8dadb2 ded5fd a173fc 8c12af
c53b39 99cf2e 21e6ae 569a89 772ad6 e5ccf8 ce5afe 8d5292
d43523 e3dbbf 97a07f 94d62c 21e6f0 8c07e8 873877 cf68a7
e73b0c 58655c 21e777 8c9492 5e92cc 7f3dfc f7b5fe 931f88
bf120b c2ee38 606456 81ba42 21e7d3 b480d8 8e2f90 df7e96
f62321 f2d61e 8ac885 28a38f 2d6760 21e8f1 a98dd5 8a50bb
cca563 696b0f 9ff900 57b4af 21eef6 4557ba a780ef af5978
d34202 65564a afc2b0 21f161 6896f8 9919a8 f7bafd a77b91
f9aa9d 86520f a5f64c 6aaf2b 21f3ec b293fa b518f4 cf407e
cfbb46 80721c c3e8be 4ca677 21f4f9 7f02ff e726c1 8c3c57
d2b0ae f81e0e 6c6155 21f76a 515ff3 a09bea a1197d cc679a
b2dd11 549b00 21f7c3 746d90 a49eb7 8828be ef3bf5 a2444f
827f11 c0d152 3b684d 58b6b4 21f8fc 951bf8 c168fd a52583
d04d01 4d614e 21f94d 599666 6041e6 c4b8f5 805f92 d6acaf
b56911 b2c827 778d74 21faa9 7bb7b9 7740dc b880f3 68546a
a79802 d4d357 24762b 8acbb1 21fbf9 b294f1 6b02fe a1369f
f82501 cea089 c8df15 21fbfa 33888b 33bbca a234e8 b22b4c
dcd61f 649f17 8cd392 21fbfd 8c0ce6 b091bf 8c5a6c a71c26
7e5649 909027 21fd9a 36aa8a 5140e4 8a72e7 e29de9 b32784
df0f02 269e63 21fda5 8eb3f9 bcbfc6 7658d4 9588a5 6e515b
d52b23 e69960 21fdcf 2db0af 6527ff d6c5f9 af60f5 a25268
a2401c c38206 f6d470 9f9e8d 2cf0e5 7caedc 5b6f9e 2246f3
e2d7ab 86ae27 298117 9eceff 6997ea 2246fa 893f91 cf5681
cfd49f 77ac08 65f3f9 2251f3 c884d3 a04f8c ba1b3d df627c
d17f15 447341 88e094 8fa595 2b99b7 2257da d2ceee 7b417a
f4c513 26a316 32dfad 225bac dfd6f6 8e7996 ec6cfa ab085c
bc5653 fdc837 47cd95 798898 225cee bc95f8 e5d8e4 7d455a
8e695c e3890a a0b186 c4e7ce 3396a0 22647b 85baf8 9123f1
ea5853 a93400 f4c24e 4ef3b7 5fb09e 22656a b7b9e7 b755ca
bac3a1 90ee32 5ea5ad 2265f5 7c418a f2b0fd f93653 b90510
f7d5a6 9fc21b 596f09 6bb0a4 61e8ef 226793 c16dfd fc2e69
a5380e 2afc93 56a1f8 2267ec 8e82a2 7d4388 eeb2cc f14a56
c42f12 d68e51 ebd03a b6e7dc 23a799 35d6ff 226883 a74eee
f6ceca 7c5d42 add41c 76a137 3eceea 22698b 8166fb cc929f
c39100 e5cf43 6d8048 6ef6b3 8ab2ad 2269bd b98deb 9e1a72
bfbb9b 226b08 23e604 c3d8ea 9618d7 c86bc5 a80276 f02559
e9d3b9 ae9502 a6e53b 226b09 3fdeed 4490bc 8b19ec c9137a
858a6d 52ac09 52f54e 226c27 b227e4 fb5efc daaeca b0076c
a80806 dacb56 718e5b 6ed6ba 226c67 ab05aa fd0afb a3889e
bb250f f7a006 55f9d7 226efd 9493d2 d6c4ff 774c88 b16c7d
5aa93d 91ee8c 227047 a789fd 9a0af8 a4509a f2b2cc 9d888c
a91203 be8f21 f8cc3a b1c4ba 22725d 40ddfd 649baa a73ff8
d1561b b0e87c 227361 2dc3ad cb6ff5 ebb7fb 993eab a80327
f98c64 876832 f1df16 53e5d5 789391 227392 750cf4 b58fd8
a12400 e9cd78 a29324 79a684 23dfc7 227773 9627ac f66bf8
f2c4c4 ae2300 a3ae5d c3ed75 227855 72ccf6 8203d4 b248a8
57c55d 227933 74facb 7902e8 ef9cf3 d53ec7 a0909a 864868
c9cf1b 227b0b b7ebd7 92aaa5 2ad4f6 a541bd aa0a67 fb355d
c9a437 a1bc9c 227b31 8aecfb 6a10f9 958b99 c63dc4 814f6c
e99a14 707719 9ca486 6bfc98 227b67 24a9d9 6c1df8 a72292
db8784 d0d03d 227c14 54fdc2 b4c2f0 9c80d6 862bd9 d41d85
d08d15 ded753 b3e8c7 227e57 46bfbc 996efe 680ffd d205a3
ab948f 6f5a4d eaa04f b47010 227ea2 5eaffe c7cad9 8b1bf3
86a96f b9dda9 39dd13 227f16 6e53b1 b79cbc f7ceef b34f75
cb9714 e5df5c 779368 30cbdd 227f9a b175fe 8409ed a41837
cba361 a3f01e 228029 909a98 66afec 665f74 b71ecd f9d1df
f22a25 d8cf9a a1f50b 86a5ac 56dbff 2282ea 6617fb 815767
8c3e3c af7b17 ced638 53c68e 2283ef 57638b 928c97 fa98e0
efbd42 228636 81f8ca 8fa9a2 d3c8ec 9771cf 760cfc 7e5377
c92412 e5ba25 66685e b9e6d6 2286e3 6623f6 9d2687 ab7c9a
71695e 93cb62 228e12 29fcc9 54a4ff d7c8f2 8316fb c5499c
ab9c8a b4e460 228f1a 7ef3ea 5fb5d8 926ae1 6e09fa ad3481
bbed51 79b534 229050 6a30f3 b56bf2 ad2c74 d36fa2 debecd
9b5733 cfd331 6cd5a4 22907a d0dafb 8e93cc 3d42eb 675a96
906739 fa8e0c ad9f7f dfd5b5 7cc3cc 4c6a6e 2290f7 7d30c4
f20d07 a0cc6c 22915a 22b0f6 8852e7 c16da6 a2166f e2b4c0
cd611e e8e253 75c590 22928b ccd6e9 6f3af5 bd96da af0432
c0812e ffbc00 8ba390 58f1c6 2d6567 2293af d1b1f7 950fe5
725e3d a5a94a cdd4cc 59fd6d 8cb6ce 2293de 4f3df5 bd468f
fd8883 e6d944 229500 a4cdcb 951bf6 cb78ec ee0699 825658
add556 38fec1 22957c 7f46d0 a37bc2 efb6f3 7d4c7b ed3335
c22700 e6753b c8ea24 506350 80918c 43ebc2 2296b8 9319ce
bda368 83ef17 229792 b89ef5 9d36d1 a43757 facfdb e3121a
ff990d 486f03 98dab7 229a69 aa86f6 9e2af8 e3c6f9 97448b
9d8e19 32e738 229d84 543fff 9b90e7 725da1 fcc6e1 9b2a33
7f8a16 9ccf19 4ee8a0 229f87 4f687a f3a3f3 ea35d7 962e44
9cb363 3eff20 229f8a b64afc f789ee a71195 eed5e1 dd151a
953804 6e9556 85d954 2cfbfe 229ff2 8512f9 865f75 c4a3aa
af7703 675a33 80ca5f 22a27e 613eff d789fc bb1b8e efd6e1
992d29 f47139 c6e96a 25edc6 327367 22a4ff 8b8f9f a024de
f6bd1c 286a2e 22a65d 32f8de b204b5 f93de8 b499ad 89647e
e9984b bee8a9 22a7de 8d1cfe 7e3a91 ceb7c4 ba3d63 ea0109
55ef0b 6da556 27720f 22aaeb d9cfeb 9a24d2 ba2f80 b19da4
f7d3c9 6a9533 68e335 456157 22ab9f cfd3f3 d87bf0 9c2c9b
7a7402 e4e505 a2b009 85e390 22ac8d 623cf9 d679ce b12a84
c7d536 3a710c 22b056 96e1e7 888e94 c877ff c501a8 6e5362
e19994 6d5938 d0d036 7a952e 78f1da 22b1ea 8051e3 ba1184
a2b17c b4ea73 598f1c 22b4fd 5f40fa a50a6e db609d edbece
dddbd9 998f14 85f06c 307339 22b586 e7a5ec b131b2 6f4f64
be0f04 8f8070 f5b403 c0db9e 2ffbee 22b9b1 5f6e86 d545fa
a80a00 c95a4b bfbdb6 82f114 22b9fb 8594a5 7f0bfb 964eae
d5e966 40772c 22ba32 8b9590 a7e6db 7e2fc7 df97e8 93426d
d7bca4 a17308 9ce005 67f7f6 3c8486 22bbc8 7f3cac b31a4f
b9e819 83f8b5 22bc83 b46efb 8438bc ebaae4 a9516a e2091f
923904 bde1b1 22bd1d 344ef5 a77df8 854e93 dfa9ca dc145c
e5ab1a 317616 8df7ac 22beac d2d2f3 7853fc 925586 cf5a6f
71691c 22bf0e 2dfd46 797dae b2abe2 573be6 cd0672 eba0ad
a37206 aeec45 22bf77 6b7876 3e5dd6 b385f2 f9cdfd a70637
d9b39f 95f93e 22c321 3d5ca0 9a93f2 d4c8fb 915c67 c2020a
568529 22c526 83f69b 503df0 b171fd e6a8ca d74f91 795657
cd9124 e8da60 4c634a 22cb9b 3c6eff bbb0dd a02f9c 887c86
f4cd07 22cd79 4f9175 bbe7d6 5f6073 a73ec4 fe64cd e40113
fccfce f9887b c3e43d 2e7613 22cee8 7e80d8 5639f7 8d5871
dedcb4 34692c 22d120 7b9682 b6daf2 c38ee6 910ce7 b8167d
ea8a33 e7caa0 c0f203 9ea19a 22d1ea 2759d3 a572a4 c73440
f6d2ce eb2f0c 9ce54d 22d1fe 405ce2 7c86c5 923865 d26a7f
e9e05b 22d2a7 cad1ff a37def 8d02fc 955786 a11843 f62950
a56442 d1d71f 22d58b c4dde8 ac9cf1 6124f6 b4026a f446a7
9f473f d3790b c6df23 22d786 8b839c c99cf6 ad35f1 6c5176
e29007 7c5105 b4f45b 22d892 8f6bec a882ad f2bef4 ad1c69
f9c2bc 3d9323 22d942 afa6e2 7a7294 812bb9 a82557 d4828d
7e7b2f a3ab92 22db07 bbe6db 477088 7d07e6 dc3cf8 eda2ef
b1a12a 5b5e08 aeea16 22deb4 868ba2 6358d3 f677fd d22d6d
dac7c5 84cc47 22defc 6f0ef4 ed2de1 992788 c7023e 9f8285
754d48 d24519 f6d0b9 22e330 5d78a0 c5cbed 8c09ee aea3a4
deb618 6f8e0e 27734d 22e897 61aa94 bed7f1 e115d2 923677
ec5b44 fab302 c8e9a8 22ebe9 68a8ac bd4edf 764d7d a8424d
dc991b f8de11 507341 8f9a8c 98d694 22eeff 4a97e3 79439a
695f5d bdf21d 70be35 3f8626 22f1e8 a687ea 8a20fc f40c9a
9eaa86 bceb75 3ea303 3a6b52 22f4d3 a512d4 f4a6ff f24bab
b86a2b f99619 959c88 c0ec90 22f5df 4290fb 3646ee 6e6998
fcb492 c3f10f 24920c 22f5ed 8620c1 a99daa e74cec a14176
3eb702 22f665 7b7c8e b9b3e2 d827ea 9d0b96 c80f46 daa0a3
c95e2e 22f77c 41b591 606a76 b0bfe8 8617ed cf60ed a4133d
665a05 acd64f 5e9e19 22f7d7 bb84e7 9711b9 bf0865 f67997
9f6739 a7bd0c 22f7f8 567287 5596fe 9717e8 9e1c55 f1a4b7
9e290a 918a48 22f84b 2d6c57 94aaf1 e0d6f7 b63ab7 d2a6b1
a6ca0b 4caa56 22f9a8 ad84f7 a70cf3 c24a9c d595ae b21432
7e6733 7eb03f 22fa0b 396681 9775f9 7220e1 c695a5 f7d1d7
cfbb49 6c6915 22fcd0 9fabf6 9367fb 8e259e bd306c fc5a85
fb462a 9ce06c 45ae8d 22fdf9 7c24ca e57ed4 a64779 b7072e
ab6b14 22ff0b 257c90 ae6efe 7a21e1 efd0fe b71d59 da99b1
c1a291 dcdfd8 22ff74 576f78 911cdd f16ccb a7153d f0182c
ca2e21 e48207 e9d879 49736c 79cac6 2343fc 765099 ba7bdb
6b5a44 b5de76 27a915 2354fe 8e7bd2 be2785 f1b2d7 cf7a86
728e01 45f05c ccddd8 2359f6 865e98 e1a3fb 9b2157 e1799c
63672f c4e5b7 54cc32 235ac6 b37ff2 ecb2f0 b34d7b ef7797
c6460b d9ceaa 6e6e6b a7f646 37cefb 235cb7 6581ff d084ad
d6e131 56ca7c 23fef4 235cdf 968ac2 9a0c88 8c6979 e00f3b
9a544e dd3602 e3a533 49d79a 589792 235dd5 ddd4e7 b68de2
ecd0b3 a68e02 97d81e 52cafc 235ed8 9b107b d5135a eb799a
dc9081 b6441b 4be425 cfe3d8 235fb5 618dfd c4aed4 8b747c
bec316 3dfba0 2361eb bdccef 8f92f9 665e7a e18aa1 b9444e
9e2c1e aca82f d2dc9b 9eeef5 46a3cf 2361fa 7b4e91 b46a80
eebe17 9d9943 52fba2 236472 a7b8c7 7b82b8 7b1dea a83339
fb8178 d5dfca 71ed01 2ea1a8 236572 9a53f9 eea3fb c8053e
f6de0a 97988f 4a6916 39bd44 baddd2 2366fc 993995 ec7cdd
f9d2c1 775f16 91a64a b4e11c 236756 72cade b725e4 e82883
b83217 f2943b bacca5 309a81 23685e 66cadf b673f0 8346a4
867f2a bdf164 23694c 74eade 873bfb ed7df2 a71882 fa5a88
fe8e88 9d5410 8ff316 667561 23697d 9c98e8 8332e2 e2beda
e52d08 cbb965 98efca 909898 44b4d8 236aeb 68518a 934f5e
9ea71e 6ef628 236b27 39996f 8f59f6 c964a7 953a6d e8c1ca
a66304 a3966d 546657 2be34d 84a4b0 ccd8e1 236dd5 744879
d2cfc8 5e8613 80ff31 5dc23d 236dd8 917894 fd85e2 a72559
e1c7bc ce993c bdec38 58825b 97bef6 236df3 ba0988 fe4da3
a63810 d7b309 8aeba3 537562 236df9 c8c4ee 674d82 f0659d
8d907c c7d4a2 5dc22d 237234 8cede9 7f05d8 d273e5 be0684
aa1e05 26f50a 3dae63 b6c8bd 23735d 7554d7 f9c7ff dd81df
e0bf40 81f8b3 59b3fd 2373bb d8d2ea 9f97ab c6676f a51b22
a8b69b 57f504 30aa06 237408 747975 dfa4ec c03bcf 9e0277
d29b24 94eaa6 237436 87a495 2b9ef7 693dca 7e6f8b d2b9db
db4e47 d7b49d 82ed45 4facf2 2374da d9ddec 8e8a97 7b4a61
f0d4c3 7c7b1c 38f600 237561 b7c3ee c276fb 90279d e7819b
e31c1b bcd908 2cbaa3 55fae0 23776f 9f39cb db98ee 9e223c
8f5510 d08218 dfd85a 8ac89c 61f8f3 2377e7 ee0f8b 645758
b3a566 aee433 237808 94a3ab 548fd2 7520df fac6f5 b53978
e99e65 bef212 237841 44d5c0 8e90fa a909ee a01575 927e87
d1d91b 7fab59 237b03 b5e8c7 27e2fb 721ce5 b375dc a81263
a51f1a bfed2f 237d94 988af8 7d2bdf e0b8ee f4135a fe9bad
f39408 23813a 2ddcac 8494a8 6f00fc 9753ce e3b1fa ab1c75
c6c76f 23826c 85e7ec 899eb6 7439ce a969f6 774578 df2324
3dcd4c b6ebc4 23835c 730eee e4caf7 dc27b2 cf8fa7 da0809
fb7004 ccec22 9fe2c2 238789 b464f5 8204db f9aaf8 c22838
e3d5c1 e1ad18 238840 71b6ef 7e05fe d906a6 a99da2 5f5a5c
fbd3bb 8d5421 37dc48 238871 9b7ffb cfbffd 792ddd ff76a9
a44c4a aaa829 cfe821 7e9c8d 7de4db 23889a 9f36e9 f07cf5
f2a797 9fdc10 356a0e 4df1ee 2389a7 8c13da a93a6d eb2852
d46e6b a9de4d 24f8f8 238abc 8110e9 6c515c fda8b4 cb050c
e3936c a15206 dfe503 2df7c4 238ae9 a8c1eb 7913ed 9c859a
b91a13 8ea215 8bef1a 238f65 917bf4 6736e2 a53d8c ed97af
c62c0c cf865d cedf12 49d3b0 238ff1 5f4ab4 9189a1 8c5459
d6dd01 54941c c0e5db 63d2f5 2391e5 8213de b51079 cc8290
ab2e2b 8c971b a0d535 59e6c5 23937e 4a6072 942fd8 e85fc9
e19307 5c750d 88ab91 83f3d0 2393c1 890ff2 e3b8fa 9b5b6c
edd819 99b06d 23940f 73e8d6 5e6668 aa15cf eb7cf2 ef3aa3
fcd1d0 b88878 f34c09 82e75d 2396ab 725bde c8bee6 a51259
885b25 e4de47 8ca91d 39e7b3 239776 496471 f001c4 ff97e0
c08c37 d6de1a 23989a 96c7ca 5d24fb 8c5fd6 c191f8 cf115e
9e4407 d99d23 bcea89 366a56 7e9890 7cdafc 2398dc 6a44a2
dfbfb1 ff5a0b aee622 239b8e 67cfef 8504ec b66de5 b82630
af542f fccf0a 8bc888 239c88 546378 d6c6f9 7f04e1 e749f3
faa6a3 92c927 595b58 318029 83ede8 239ffb 9911cd fa1295
a78054 f4a60a c9e4b2 8eaaa4 77dced 23a0d7 3749e0 aa1c5a
756756 23a71d 25e678 cae0ff 6541ec e563dc 992472 c9a4b7
d4dec9 7cea57 23a746 3e6c5b 8946f7 a75da0 e1b0db a31a1d
c5da63 92bba8 79f6f5 23a7be 6d48ef 755488 f91a53 ae0c0d
e77569 ecce39 26ffd2 23aaa9 b0cafa 5b5e6b a238b8 b42933
ddb9a9 9b953e a1e53f 2bf9ff 23aacb 6553d8 99566c af0a19
646c03 9ea73e 37ff60 23ab8b b918fe 960e96 fe63f0 e8bede
89756e adac96 2d6b18 23ad18 3eed4d f87eee e007ab f8caec
e7ceac 9ecc09 28fcfa 23afff 2d70da 7b5b7b e883ac d43f48
f1bda1 6bf910 23b109 afb9c8 6527ef f73de0 7d7277 af111f
c8e428 23b245 9daba2 82f4e7 970efb d997e2 b25eaf ad1935
e1c4c0 c1e878 23b267 3b7568 58dbf8 a71cf1 eb6aab 9f2324
f85419 f5c60b 828679 9fd392 23b8e0 5374d8 79427e b30327
9c361d e75a19 88ee4b 23bb7f 5c54fd a783d6 885089 dec0d5
5f6d4f a9ea8e 59a550 23bdf7 5644f6 ab789b 8e3771 dfbcc8
537f02 9ab18a 23c005 2efb7d 5d3af3 be6ad5 d9b1d1 9f3380
e69b96 d0e676 6f765a 23c017 5ae9f9 c08ffd b90fff e833a8
946d6d cdc910 799502 23c49a 33fbfb 366c8c f309fb ac0522
e3c4b4 83fb0c 23c628 b3abfd 7046d9 ea50a7 824a59 c9071e
f2c2ae 8a7c52 23c801 aee0ee b5a1ff 9135f9 a90d86 d164a8
628414 23c81d 76ff76 a79aca 992fb4 a40e4d c9727e f1c0c3
6c713b b9e00b 23c87b b489f8 9121dd a8076e ec36a8 fccde1
c5bf09 99f59d 23c9d4 5a84e0 6a2ae0 845878 b2123b fc5367
c1991d abf361 23cac3 5557fe 8d89f2 684e94 fc5086 ba1645
b72818 cdb8a9 8ff80c 78a743 348073 23cae4 ca3fd4 94168e
d45f52 d0ce29 23cc9f b7e5e7 477df1 9fa4dc 9d6490 9f1b58
b25511 edd9c3 b0a564 91f313 657367 23ccf1 408db9 8a0eef
d57926 dcd731 23cf9b bae3ea 445abc 7086f4 9b9cba cb2755
9f2d29 e3d0cc 8b9a7c 23d44d 576d6b bfcdf7 a715e0 ca78d3
f17942 b2a89d 675908 b3f09b 23d4dd 5d65f9 817ea2 bd2b65
c9a597 914920 f37327 cbe84e 427065 23d7d9 8197e6 a706f4
d67054 c5c121 aef0a3 5da9a6 23dafd 696a8d c043fb a91b31
cc6306 aef715 4f604d 23db76 7373d3 ac94b8 ddd0dd 8d407e
a0aa8f 23de42 5f98a8 d8d9e7 b843fe 863593 f084ff c60e5a
b0da2b 23e2a5 65a596 4b698b af85fc a310fa a30c46 ea2c43
b50900 fabeb9 ab9359 23e307 a2abfb 7909ef dc1ba5 955a5d
d6d9cb 23e313 9745ff 754191 e58def e95c94 973953 fb0514
7e5b5a fa807b f2cd40 479316 23e9df 3569f7 9985af a40b7c
c96518 23ec66 79ad8c 697179 8603cb d9d1dd eb89ef ab1b3d
a64f0d 9da08c bfea90 56c41a 23f1ef 506b6f 9750cc cd74b2
705d40 43b512 23f30c ae8ef3 a31af9 96208b d154a1 d9abc5
bf7411 23f36c 5b9ad5 cbd5f7 545ba4 85788b c5014f bfa8aa
616b40 ced7bf 46a32a 23f422 705ecf a592d8 a2196f cb748e
8bd121 406609 23f4c6 dcd5ff 9709bb f56bf0 ac9aa8 d04d6a
ae3e3d f74c14 dea685 c1dc13 23f7d9 55a7da 8a8b8f 6427ff
749440 2d6836 23fc51 5a98f9 7127f8 d3bbeb ae5a94 fd79a1
b00e07 e86e0c d9af84 bfe60d 23fdd7 3db2b3 39777c c015f2
d5ab8d a5eb37 4a6230 5b9736 23fdf4 45b3d3 a51bcc d8157e
ab0101 9e8b11 ded229 ade6b8 23fdfc 2eb5d9 a423bd ee5080
95a480 68cd2a 46852d 23fec4 6d14f9 c358d1 dfb9e3 b20f6a
9a4736 b4e314 45c15a 23fef4 6826f4 de40c6 7f6e7b bfa5b1
a42f07 706964 7ab508 23ff04 d5dcf1 4e69e0 cb9dec fb94ab
c09b31 27751e a9ccac 23ff60 867ec7 6946ae e6bcff 905a6d
a43e21 d9851c 23ff73 4da17d 3c6461 c5d0d8 7f41f0 c891f3
8c7a7a c21802 ebd857 31b04d 75e3db 2440ff ca60d3 9d2a7c
745f42 919c52 c3ec65 5beee8 244cf0 7c87e8 c92d83 e58aa9
94625c a12303 fcc011 92960b 84d590 5f849f 244dff c5afe8
f5d6b2 46e407 758c97 c6d1dd 2450f0 734682 eb84fe d31642
ea1616 e1e198 8bc907 4fbeee 2452db 846a9b ae465d e47683
a0a605 3c7424 7adb8e 2452ef 7f7ed9 9f096d eec8dc b97879
aa1102 977368 fc5206 cded17 78be7b 39e2f7 2453fc 696b9e
ed1814 c5c50e a3ecaa 3bb485 5c7778 2454f9 684e8f f491e7
fc6e4a a5490b ead311 8befd7 54a699 2458ec 726b95 ab89e6
98543b b79272 f97501 bcebad 618bb4 2459d9 6c4e75 efbff8
8c440b d2b284 8f901c d1ed29 b1e2e3 36aaeb 2459f9 d4196d
ff3220 9cf95d 2acef3 245ccd 707ba2 f3b6bd 9f232d af7679
a3221b bcea4e 89937a 35b81f 4ae5da 245cfa df78ee bc4d94
c2a701 5e5c23 bded84 2adae6 2464c5 888efa ac3e6f f0649d
745b0f fbcd2a 939c1c 3ffeaf 2465d8 9daedf c31574 d27f88
f6af18 b17f07 2dc896 c7dfeb 2465ec 999bc7 87368a cc3263
7b9b29 596447 8ef58b 42c0ff 2465f7 d6d1db ae1489 ff4ea8
b99e8f 736f4d 7c9f27 2ff462 24666a 981bbd ff4ec2 facbe4
b03322 f6672f dce932 addbcb 2f9d9d 24696b 34d2ff 8450bf
9b8884 efb9ad bfe44a 559918 246a0e 70c5dc 334bff ab51a1
c51203 ccdb03 73bb6d 247153 bedfed 998c9d f67cf7 d227d1
7c8211 c5cb5d 24724b 3ef5ca a2b8f3 a024ff ab278d e96fa1
f77d7d 497302 49fd0c c7e5cd 2474fa 7d4091 e1bbe7 9b7d97
f0bb04 758701 85ecc0 247658 53a3fa 9d35f5 a40c8c f23faa
33f522 7e997d 247674 b521c1 fd64c9 eab6c1 b41334 ff0618
67b35d 8fed94 247d38 9a74fd 6721f5 a31388 ab6d8e ffa6cf
e3976a 615851 ffd843 247f03 3ee3e8 6c92e0 653af5 a27587
5c5b54 248914 6ed962 d2d8eb a68bfa 8744ea a65e8f d593a2
c82203 e0d725 9aa844 24895c 69e0c5 780deb ea40f3 99378b
d4dbb9 8bb559 56f60d 248c02 800fdb b74ffe e796ce b63464
5ac14f 248c53 2cfdc4 c0cced 785bd3 b38cfc aa0675 c188a0
78af17 73ef7f 248c6c 45adfe dddbeb 971ded f181a9 b3090d
e1d47d aca217 248e51 62e6d7 9ba2df 734986 c405fb f18598
af2d06 dcde0a b2eec3 3bcb6b 248e70 824484 e610e4 ff94cd
e8bcb8 879513 b8e866 516d59 74d2f6 248eee 992690 e06391
db390b e0a128 4afe99 759492 2490e4 c0c5e7 7a0fe5 864775
c5df3d 4ad7a6 24918b 8643d5 fd66d9 ffc3ed a30555 f41433
ac1d1d fdada1 889613 70db13 24926a 7159bd cba8ea 883968
a6f50f 41cc56 24927a 4a5c75 cbb6f3 904dfb a975bd af1136
b11e14 dc6103 8c987e 8cce66 2492b4 425f6e 9a07fa f8c1ed
89736f 7fca11 306b07 35faac 2494b5 7734e9 f6b8f2 b0aaab
a6b276 9bf52f 24950d 8f99ff 825dc5 eeb1db be7295 983a51
bb413e cb8a18 bfceb7 73fe54 249588 88b1f6 595681 b319f8
e7d8bb caa30a 626b04 87c1ce 2496e7 7513f3 9f6193 ea6173
9b2c09 b6b13b d1ed11 b1dbf1 2497f5 6056af b66789 fea8aa
9a928a 45d821 24982d 486551 8304fc 8e45a3 d270d4 eec1cc
953501 cad816 249858 4ad7a4 4a6561 9709d9 de3cae ffa1e2
