# colors_mcd16.0_mld2_nc10_cvd100.0_minj40_maxj90_ns10000
# Python 3.6.6 |Anaconda custom (64-bit)| (default, Jun 28 2018, 17:14:51) [GCC 7.2.0]
# NumPy 1.15.1, Numba 0.40.0, Joblib 0.12.3
85790b b6ec41 7ab508 0ec584 01815f 67fae8 0046fc cab0ff a11196 ff1eb5
816613 c2cb94 84a051 18da03 25a18e 6b02fe e10dcf dc8cd4 ac0966 ffc6e4
f2d7b6 76572a 7e9728 18db3a 3e9478 c5d1db 8323ff ac52be d185dc 97226a
775301 a0c51d 5c9908 18db9c 4859dc 9b84e3 846d95 e4d2ef b891a6 bc2f5d
efc3ba ba5708 a9f80a 70c54f 2d935d 18dbf1 616774 6914f8 9b83af 9b48b9
9f2823 da3b03 e5cc9d 18e118 959b98 237a67 3996fd b5c2e8 9819b4 a272a8
ad1b12 d09f1f a9f56a 18e2b2 7a94a2 706082 e5bffb c531f6 8e0eb1 dd5060
99300b ae9000 8fb38d c0e9c3 18e356 289a9d 882fbe e3c8f3 e663f6 de0252
7f4e00 dcd6a0 38a928 18e602 2c6f50 c5e5e8 a59ffe 8f57d0 b399b7 e33278
57671e 7b9270 2eb003 18e643 bedcff 3a56f6 9f9efc b34b83 da7fae e7bac1
8b5104 359e58 18e660 216a4c ccc4ed 9e99a8 6d627a a620f6 ca65d3 fdc4c7
9f753a c2ab10 e7e436 ace9a6 55665c 18e6da 1ea4c7 2f6bcd 734979 f5777f
e2dcd4 7e7b0d 7fb474 18e71f 3f6545 bfcbfb 664aef ae73ff c485bb bf028b
879500 bbe4b6 18e733 91a8c6 7722ef 9e5fec e9d5ff a35f8a d20253 ec727a
bc9619 5f5e2b 9ee80b 849c90 18e7b8 406a63 1990ff 534aff bfb1d4 c73d9d
abb71e b0f624 3e7110 18e9b5 7cb2b0 8037f9 a06da6 fa8ff9 8a2d89 dc5262
c15a48 e69117 a3ef77 18e9c0 529591 266872 b1a9f8 e3d8fe 7c14ff 9852c8
fccba3 dc710f 88511a 18ea02 3f8f64 dbddef b8a0fe b62bdd 806582 c099b0
edda68 387537 23b549 9ecfb5 18ebf2 8c68fa b995fe 8901c3 9e2478 cb63a7
8e7e78 fd8336 e7e02b 32721c 18eda3 759fab b3c3ec 7706f0 c877fd c023aa
735c00 a7f82a 19b62e 18eddc 315ba4 826efa ab9ce3 9c839c c2486a da9da2
cdc632 6a6c48 559617 18eeb6 83b7b3 dcd6f5 9972f3 6f27dd a1669c f16282
c58a85 c2f027 88c025 18f0a7 5e5ff7 948eab d0a1fb ab19a3 765766 e8013d
c02515 b67e78 c4e721 76a822 18f1aa 4e84ee 602eeb c9a8e2 877793 85439a
aa1d02 82725a b99827 d4ce9b 9ef841 18f5e9 24a8a1 c437fc fa69f2 ab1f9e
774d3a 9e9b18 acf346 2fb592 18f6cb aa0efa fb63ff f9aff1 de30b0 a61170
745856 cc9591 95a41b 4c7e23 18f804 309ff2 ccdbed 6a50e2 9c0888 d53a8e
e3d7b8 727601 59b910 18f817 7379f1 6433ef d592cb d91c8f f6768e 9a4050
c5c904 519901 18f8aa 43bf9e d2dde6 797483 6c01fd bf82ca a936b0 aa1153
d0af20 e3e381 9bb584 267425 18f8d4 2fb9b6 accefc 703ab7 a876d6 ea0183
69862b 94af9c 18f95f bae3d6 1e9aa2 b10df6 e262fe ddace0 941097 bd0e64
99302b b96508 dbd076 20776c 18f9e0 53a6b3 a0c4fb 9b76fa 991bb1 ef2085
988801 cfdf03 64cf83 18faf4 7c8190 5d62dd 9794ff acaab1 990d86 d70c5c
cc9161 ecc937 6c702f 3d6557 18fbbb bde7ef 70b8c8 ae78fe 8b0bf1 bf3f9a
d9c522 82862e 585f0b 67c27e 18fbd8 4e7a8d bbb7e7 8f05d1 d74ee6 98545d
f7d2a8 18fc01 45c354 c4c0cb ad5aff 8a3dac ce80d3 9c244b d04c6d cb050b
fc1610 e1dfbd a3be6f 18fd08 758983 c882fc b336d3 754a73 f695cc aa2d4a
c81811 fb6c29 aaea22 639372 61caa2 18fee2 daa6f9 c623f4 89728b 963445
897b0a bebc10 18ff8f 5bbdac 5250e6 c7c5fb cf75d6 823e84 b84569 ff637b
e5260f d6cd1d 619460 4bdda8 1947fe d2d1f0 a29cbb 675b96 d15bec 7b606c
f9d1b8 a5ae77 7fd51f 34b0a8 2af2f2 5d7389 194cf8 d07eed a82461 df1448
668913 8dbc1f c0ef77 3cbb94 41f4e3 194deb 8174fa c5abf7 b86faa 923d69
5ffa03 3bb600 cedeff 194eeb 697afe 9ea5e4 915f95 d06073 ae3035 edaeb0
786f69 90520f b58329 d1c22d b7ddb5 9fa2a0 7adbfd 6ba0dd 1950e3 6069a2
c5ba97 c2f01c 30c514 288932 8be8f3 1957e9 ad7af1 ba5693 e58ab5 952c57
db2a0c a3b15e 667d56 44f817 c8e1c2 1959ee 8c83f5 eca6f9 a2156d b8719c
e81802 88ff14 61935b b8cdba 30d246 195caf 887091 e854fa eaa3f1 a22f61
9e7736 c5f10b 27d35a 1d9e7e b1dffc 627788 1960cb 9d9ae2 9c214b e4c2c3
bdb806 787f76 239e39 77eeae 1964b3 bbb2f7 9181fb ecd6ee 9f0471 d87dac
d52305 e4b11e dfe1a5 617669 2faf6b 9eb4b2 5debf1 19678c a474d7 8d1bf7
914b1c 93ac0a 3df085 c2e5d6 8cb6ba 1967f7 5d538a cc84f9 f9beff f94d7b
c20504 eb7111 aac798 70f633 76917b 72a7fa 1967f8 b1499a e5c0db 74595b
dd9527 a56d05 397754 7fa793 48fac7 2aa1ff 1968f9 62596d 9281a5 dfc8f2
d3120b d7eb07 88c465 1d9865 196a5d 29f2ec 8162eb bb7ec0 b02299 f39eb8
babe64 7f8372 33a205 196b11 b1e7bd 2be4e3 8fabfd 8f01cf ba7da8 ab1c73
cdcf4d 196b1b 9fc8a4 51faef 30c2d9 9a63ec 780dfc a23c87 d46692 e30a52
816c66 8c3e25 efd9c6 b6700b e7a109 39be82 9bdef1 196bd2 58617b b48bbd
a5f84f 196e01 94b18d 29f7c9 8807ee 8c7897 cd54ed e3a2db b80767 f62646
f38a07 f4d697 19700a 9cb9a5 27d9e0 6995fc 9b15e9 a12886 bd68a9 ed0660
b19b84 6f9201 7fc73a 197029 28f2a9 9277fd 9507f6 fbc6ea c12c8e f173b8
7c501e cfd4bd a1a49c 64904d 2aed3b 19705d 36a7f9 843eed aa7ea9 af0b8c
d4a01d 197200 1fea8b 97a3bc 7a34fa b76cee eed2f7 9b1178 a55d7d da4c5a
789a41 7df640 197226 47abfe d3ddfc 9445e4 9a1b77 f05dac a66374 feb8bc
be1d13 9c9b18 a9f350 1ad57d 1973fe 818fb7 bcb6fe 7c3a98 e0ccde a74972
c3e816 95b541 197423 60febb 71c0a2 a029ff e3b6e8 990b93 e555d9 e60171
a73110 e35907 e9b254 61a273 197479 a5d7e0 37c1ff 750eec bd4ec8 ad8ead
e01d13 81e646 2fb66b 7c8a8a 19789e 8207f0 c496e6 e3d8ea c849fd 982c52
bedc23 4d672e 5ea11d 2bd1a6 197efe ab9ebc f5c0fb 9a6199 9c1960 c65c6f
628539 c9e0c1 79b877 51f55c 197f82 8011eb ffa3ff fb41f7 bdadb9 784a53
ecc351 7d926c 9fbca7 53635d 96dff1 197f99 7137f7 b491f4 a70428 f10722
ad0f07 c9e48a 24cd28 198057 a8daff 616382 8b8ee3 b10fff 988591 caafbd
aceda3 32d23b 198250 c1b6fa 7d14df f212c3 9e2f73 b7899a e6b6c7 d50e16
eba48d f26807 98e706 3df6e8 1982de 8aabfe 741ae8 8e4876 bb7597 c3061f
d2c04d 879568 338704 5fd0b0 1983f6 d1ddef aaa5ed 6827f3 b86ca3 a9326a
9c9a1e 68e72b 67ae80 198473 c8d3fd ca06d5 823b7b f66bc2 bf023d f6d0d4
5a6535 b5f436 64902b 4de89b 19848d 8c0abe e223f1 cb99cb dcd1db d8057a
924339 d74616 dbe0c2 23fe56 22c068 198572 4b31ff 695ca4 ba63fe f0a5ca
bb1a05 94a25d b1e022 24fd9f 198669 3c99fb 774bf2 ca59ad edacda 992275
c5302c f3ce87 60be1e c0e8d7 198880 5fdff1 a886e4 740bf0 8a50ad e78fb5
9e9422 d6df05 536d45 5ee6aa cce1e8 198afc 7ba2cd 2050ed d31686 cc7d82
ecb046 b8870e 70620a 198b64 31bb93 47fccf a5cbe5 9885a0 d320d6 942f7b
a80704 e13d02 a4b678 95f853 198c60 1cacf9 982ba2 7a6077 e55eb6 fbb0cf
aa5f45 c0a103 bff008 34d082 9bafb0 198e9c 7a0df4 e2c8fe f516fa b40265
e7ca1b 9a9031 4a6c08 5afd9b 198ec2 2b5ab5 aabde5 d6d3d5 de879a 805e62
c98e8b d1352a e4d96f a2af15 6e6f69 cae5d1 8ac8e2 198ee4 7520ee 8b5189
ebdaa5 b1dc12 56b442 367e3f 9fdffa 198ffe 7b24d7 d23dae c1a3b4 85536b
edafad 657430 69b610 4afb61 1991d4 bbcdf0 2346f4 9997a8 993073 f63a80
834c04 d3d2a9 709917 76da0c 19925f 606676 5f39fc d639b6 fbabd3 b4879d
ac4d09 21ce27 9af5ad 19936c 516670 493af1 9b58b6 ef68fe f3bbeb b797a7
8a957a 6cc71a 199413 7afd88 a419fb 8c2b8e fe7efa b955b4 e6c6de b21754
888e5e b0b8a8 3e710b 32ee40 19959f ebccf8 be11ff 8f13a5 da8ae8 b22765
ca1404 7b4f4b da822a 8ff80c 47c897 19977e a4a4d6 b51df7 dbcce1 ae1698
cd4800 6e5d4d ba9874 37dd1e b9e5d8 1998eb 626699 9293a8 4043eb eebefc
e2c39c bf9314 afe639 57f3fa 199fe8 6c8695 a9acb1 725698 7c00fc c92d41
e1ab94 8d856e 78a503 48e836 266b21 c8e3de 19a0a2 baa4f8 c62ccf 715765
cb5145 e5c38f a8ed04 6abd05 1cfbff 19a1eb 848396 b1b0b9 9029e7 8b4d64
9c5429 e29a23 ebe119 868e7e 60e6be 85aec1 19a1f9 c7d6fe 4f60b4 67585e
ab0b05 e33c07 96c41b baedbc 59dde2 19a3df 707786 8147a8 a45456 e98f91
ac201a d8b334 60feac 397858 99a4a9 19a3fd cfcff3 a32be9 96188f fd1475
dbe1c6 4c7a0b 92aa76 7fda39 19a5b6 544beb 8c7afd fabfef 9c156b 967480
fad01d 5e5a45 407e04 57d57f 19a661 bbcdd2 8d8bf4 6d29fd c9389e bb8ca1
bf9519 e9d126 5ad484 19a66e a4b2b2 dddafb 7a1cfb ce39ab 953255 c60b24
bd6a59 d2b3ac fe3806 2cfb54 19a8fd 2f7fb0 bec9e9 5743ca 9b929f bb196e
675839 c8a863 8b841f d1dd21 7c9686 67fbbe 19a9ff b2c1e3 3364f5 c21e92
7e8436 c3d73d 8cb674 2ffcb0 19aaa2 416779 a128cf f579f0 f8bce9 a70a47
c5953f b8ea1d 287240 19f499 96b0af 19abd3 a31cf3 f8cdfb 981b74 f21774
a42f02 f1b195 ade51a 19ac09 4e776d 85f2da 9daeec 6f4a7e c831d2 ff48a3
a52110 f5b1a3 c8604a a5ad03 d5e058 3ae7e5 19b0b8 1e7e97 9504d4 d24cff
a15305 87a119 b9ce63 3ef8d5 19b1c2 b9d5ff 4d4de2 8a80fe d70c6e ec7e8d
cedf7e 92bb04 477505 19b38e 776bf2 c7a5fc 7b4d94 a881ac f1acc9 a12453
a65006 acd58b 66fc09 85977b 19b731 59636a 3359ad 9a78a3 ee5dfe cab5bb
e3b22e 646e21 78e699 19b89e 4340ed ae9efb d8d4e8 b266af a32868 f44461
a1c780 5efe07 418932 19ba01 6e26ff 9a5ef3 dec9e9 c791dc e6318f 9e2255
d2de57 30851c 19ba54 79e8ae 791bfc 8549a9 fe4ef8 dc9ec9 a70558 af6b89
6f5f1e 8e912a 88d210 48fbb8 19ba82 276864 8c04ff a542b3 f0a6eb de63a7
b51404 db6c2c add03a ace9cb 19bb85 2880d2 8c99aa 7e06dc e8b4f3 7d7075
f4d6c0 5d7406 70a635 62f324 208973 19bbf4 4c3df9 816df9 866097 ee8fac
d0d59b 80f828 616a5c 1a6e04 19bc3a 9281f8 9a16ff f9acf5 a856a2 f477b1
c14725 fe9b26 52f897 19bc9a 336863 708a9b aeabda b672f8 8404fd 9248b1
d44f04 d1af49 d8ea04 338e68 56efc4 19bda4 8b97c5 c4c5fb b224d5 9d0e77
976d6d a3bc43 547817 acf745 33fabd 19be9d 818cd2 782eff 76409f f1ace4
ba8b81 d5e0bd 358e1a 19bf01 52f057 506152 8785fe 6836f8 e631b0 f4c3e3
ef9c25 535f4c 558a42 62f58f 19bfb4 c1cbff 7a1cff af69f9 bf1f8d fe518b
d61f15 b9b751 abe4af 4dfaf8 19bff9 8c989f 7e02fc 834e9e 883c54 c3666a
c8620c bbe704 68fcb7 19c27a 5d867e 1a71fe b97dbc eab1e7 863d77 b20639
d82e05 866354 85f87b 19c447 adc7b4 828e96 8101fd e2c2fa ab1ca0 f350e4
e9d47e b5a033 588142 93c6b3 7ef5f3 19c5ed 9290a5 6b04fd 726381 a94bde
a92923 db551a 9cd749 5e7065 3ffcbc 19c69e 6a6fe4 948bad ddc4dd 8e4a87
6b5452 b62a15 dd7e49 ffc683 2cffe1 19c6af 7b7e84 aface9 b862f0 9a23a9
9c380f eb6c34 f0bf1e 57feaa 19c990 bbdedc 5b58cf 9089b5 d0b3fc 8c5f63
bbca20 3a9800 8ef5ab 19c9b9 cfd2ff 8631d8 d164e6 8e3b83 db4e81 a51141
e2cd45 a5a10e 4fffaf 19cb8b a9d0cd 4465ba 8c8be7 754872 ae6c89 bb3746
40661b 19cc3c 60ff9f c5d9d6 7b4bd6 ab68a9 ef96e5 a41b6f de0c5c fa6f94
b60202 90d524 7ffabe 19ccae 3e7bea 909ac9 714c81 eec7f7 ba697f fd1443
e2abab ae2f05 d6e68a 889867 19cd2f 467764 b7d9ef 929ee5 b81cdf e341a2
f49471 705842 f3cd2d 688704 a4eae0 4a9da9 19cef6 4555e7 a27bfd ef1f84
d21500 85fc11 50784b 19d151 208ea2 da0afd 9d02ae 645665 f69fef beb3b4
c07131 807467 f7c422 73bf7e b9e2db 19d4fd 5c84bb 2947f9 a89fa7 a91875
c8a11b e8dc1d 70731b 8d958e 40654b 19d986 b9c4db 861dff f156ff b148b1
b6978c c66b00 9ffa0d 19da5e 608ff3 395aba 9493ab d8d3e2 876179 bf0447
b42f0c 919152 92c01d 9efa29 416452 19dab3 3f8d82 d3cef0 a938b2 f055fa
dd5923 dce208 92c996 19daf7 398fbd 7b48e4 7a4b80 a398a0 a65264 a90406
f1d4c7 626400 a2a799 5c9c18 19dc5d b7ceed 4663e8 bd87c2 94178f cb1761
936915 e1dece 93e420 84987c 4bbb3e 19dcf1 338690 9020fe bc7bf6 9d2843
e13007 74706c bbec12 19de79 88b2a0 7841f3 a272fd ccb9e6 89378a c478b2
864518 7f8715 a4f56e 6dc338 19e1ff 2da5f4 2156fd 7167af cc2f6c f96ca1
d47870 7fc82d 19e2b3 226f8b 7f84df 6837de ddc1e9 a898ac a54758 d91822
a8b86c a1ed28 19e2fe 596791 728ded 8007f1 f59bbc a7022d 996c6d e92b2e
e6d521 88a157 3e8060 19e591 b9e5e5 a5a6fb 6d4d82 af36f6 fa5fa9 b60d10
765923 c8870a 928a6d b7edc4 19e763 a8b5ba 3b9fcb 4358f1 db3d96 9f1461
dd0904 e6a909 a7b880 b3f286 3b824b 19e9d1 76a9e1 bd33eb 9e0697 db3899
b6867f f2954f 73701e a7f70f 19eab4 3da6f8 ddc6f2 940adc ce288d 8e4155
f6c9c0 5c5d35 1a961f 19eb4c 8ba6ae cbcee7 bd96f6 9a17d3 a80c7b ee3d7f
706055 9ba367 95de38 288614 19eed5 6a86ef 5a2ef8 c8b5fb 9d4488 c57ea1
cae2ba 78b05d 19ef25 5987fd 5f38ff 6b5269 c82fab fba1d1 b68398 d0192c
e58e10 6f5e23 d1e207 93d28c 457665 3ab6aa 19efdc d598f0 d80cc9 9d017d
e20f0d 99a26a 19f037 bee1fc 89a7ca 5085fb 8202fc 9b0185 945c73 fabcc2
cf1614 75cd44 379e63 516f65 19f1c8 9ea1a4 493dff eccafd dc8afb b85ba7
936861 983104 bea899 81950d 86e24a 19f2fb 7ea6c2 3189f9 54658c 8813db
a47e6d 8ca513 47671b 19f348 d3d9e8 9aadf7 a70cf4 ca44b3 ac0b6e f79aad
df750a 655a0c d8e80c 41c495 19f3f2 497990 a798c6 6e44c3 c15bfd bc1866
e3dad7 a7a496 19f401 2ea63c 356a3f adc6e5 6f51ff c46dc6 933a92 81737f
ab330d 92d109 8d9d74 19f499 616b72 930ca1 e424ea f686f7 b58fa9 ddbfce
b0140c ed5207 9b7f63 e0df61 19f4c9 3cb8a7 6d6d78 6947e6 ba97ef 970a91
b18b5c d0ce40 227316 19f5d1 5faea3 5f5675 8d00ff e32cce fb91e9 836163
b11706 ce6900 e3b834 aed99c 377f6f 44bfb2 19f6f3 8167f4 bca4f5 8f2396
f63f09 98bb68 19f720 569285 d8d8f1 59586a 9111c7 bf80c5 fe99b9 aa4245
dfdfbb 298337 30c152 19f851 a6c7c9 582ff3 775ba5 e75eef 7d4e63 a68587
cec05a 19f9b7 6ac0ae 7e8094 d9dbfa 8a03f1 7b4587 fd04fd b93c61 df0a12
bf7c76 82571d bcb85b b3d9b6 19faf5 75b3bc 8179a4 be77fe a91de6 bd1572
887156 b3e20b 77b940 19fba4 5049cc a582e5 f5a8e7 bc578f f97ba5 ce0003
9a907b 73684f cfdb5d 2ea41e 84d2aa 19fbf7 9d07c8 fd0bf5 d491c0 a2076d
e10c0b 9d9562 1fd525 19fbf8 508b8f 6d3fb2 bc4cff fa66cc 9f485f f8b1b3
d20603 f2d3b1 7b765e 81ad2d 19fc39 c1c3f7 9113f0 a50a90 fa1cc3 d28c9d
eb1f0c af6256 c5ab99 90ea50 19fcef 4f5f67 898791 6c32f4 8951a9 e764f2
dbbb8f bd860a 19fd2c 3b9474 a4b6b7 486168 29b9eb e3d9f4 ba15ea b90e29
d9b48a 78af0a 2a6d06 19fd35 1d9d8e bbcade ba6fee 6e597c a114c5 c0495e
bd9c4a d5dc45 9cd4a9 659980 2bbfba 19fdfc 5d6c6e a08be9 763ea6 c92123
d2837b 8e9c09 93d912 527525 19feae 3475fd bc96f8 ecc3ef dc02a2 91325e
c1130f a2a85a 19ff46 aed3b9 1c744f af60fe e8d4fb 8818bc d78def d83e95
edcf48 3a8c19 19ffac a1d2ca 6251ee ba9ddb 76438a ad729a 973b58 e58186
d4b61d 626f00 bdebc8 31b8a9 64e6ef 4f809f 1a48fc ad84fa bc3060 f9374d
de0705 d4a90f d9e678 708657 47b198 b0e0e1 1a4afa a89dfd c30896 6b5e60
9b9083 e29708 bac9ae 92f367 42c7d4 5c84ec 1a4bfe b62899 835961 e81b25
d40400 d6bc10 d3e2cc 669468 3deaf4 1a4cf3 a196a3 fd48ec a70794 766873
bd2f2e d7deca 5ab42e 5fec1c 5f777a 1a54fc a9a6fe 976dba 95039d c699b6
e6d0bf eaa053 896604 c4f10b 5c6456 5b8a90 29add8 a4d2e3 1a5ac6 ef027a
ac1010 d85209 dea148 f8db05 668462 8ceea6 2cbec0 1a5ae5 9c87e8 866981
5b5b4e 36e000 2c861a c4e4e0 1a5af6 9089ed d1b6f5 8a4080 a5769e e07484
e85f31 f7d4bf 9ca684 40e724 6fa7b1 1a5cd9 d2cdeb ee6aff 876278 a9082b
f4cec4 868300 aed117 79bffb 3790f5 1a5ed7 8d2a89 c998b1 b32356 e96d73
736400 d4ec20 63c12c 458e5f 1bfcb3 1a5fc4 9f8fe5 922971 f6bee1 ca8e9d
b79d9d f2b384 946e51 d7e415 83a001 94e5d6 426162 1ec0eb 60889b 1a61ee
f8d057 94a222 387416 3ca88d 46dfce 1a63ee e385fb 931595 ae6aa5 725565
b91200 f2870b f3d467 819c74 2f6c47 39dec2 1a64ee baacf4 960e8f a5679e
953517 ba7f58 b9d31b 2cffc9 21bca0 4f6a6b b6ddf4 1a64f7 998cce 8a3895
9c3403 8f8f85 5b9736 60e740 576766 1a65ea d2dcf5 6c94fd a962a0 f79dba
858e10 aaf603 9fbf6a 579bc0 8bceff 1a69ff 745879 dcccd0 973148 c47f8b
db2a21 dce0bf 8db460 99ee57 4b7f67 5ba1fe 1a6bdf ab078e b276a3 f09cbf
665e58 ca9a21 a2f20e 1a6d00 47965d 47cd99 8b1bec d0b5df e044e8 9f5189
aa7363 cded12 6dc852 1a6d12 23f8c4 345afa 7f86fe daaaf6 cb087f f561ab
ba3308 cbe4a9 48cc4a 5e9261 1a6f61 7903ea 795497 9d949d ee59e6 f7a9f0
6b5f5e 9e7b5a e1af2b dae493 1a700f a6e1d1 79a8fa 9d9ea1 723cfe c83393
be211d eb7208 fad07e 749e6e b3cfc2 1a7062 41d3f2 4793df 7323e4 8d7b97
7c7325 99f000 2cc94b 34fdd0 1a7163 7c9793 6281fe 7901f7 f2aff1 c046a9
f0cec4 ff965b 1a720e 6da997 a3d6ef b595f8 8b6f94 ae11c9 a10360 e03758
ac0100 bb7311 cbb965 659b72 1a734a b2cabf 31ecff 27a3f8 8e29ed ca168c
a12108 f0c4a2 6e9521 6ddd0d 1a7356 20fcfd 72638d aa16e3 fa4ce1 b5a9b1
e9ad11 1a7410 6ba668 3aeeb3 1e96e3 cddff0 602aef b0a7b4 9b5093 807678
f0c35a 789a25 1a7416 a8f1c1 29c7b7 691ffb c2a4f9 b855ea bd4695 f96d89
b68036 e7e269 71c685 29f5d2 a0a7ab 1a76e0 6f88a7 f7a4f2 923456 b5051b
fb3124 f89e88 b9dc0a 1a7869 52ddce 7f72ff 6627fd aa94d5 a250a7 b3173d
93650f a6977a cee5b7 60da1f 566b51 1a787d 259cfd 6e09ff f20ab6 fabde2
b84502 bad5b0 6bac65 35e837 1a7c54 917bea 8c06f1 ecc7fe 80456e fa82bc
e6820f fac524 2ec193 b0e2dd 1a7c77 c8b9fb 673ce1 9b86c4 982b4c dd1937
8c4134 d8d7b2 838b3e 2ef23b 1a7d6c c4e2ef 849ff8 9d05d7 fe3bb9 ce9799
af801b 785803 f6d133 d8e3be a8b291 1a8098 90dcef 7996e7 8c32d1 bc2071
bbb6b5 cd9e03 63671a 80a669 8af65c 1a8163 950fa1 98819a feb1fe ec1fdb
9ead26 abf224 1a8402 3dc4a1 7a8a94 7111f9 a451e4 ee8deb e6c8de a04058
68605e f09614 99ab7e 1a841c 84f7c3 2794f5 634bfb 90259f fbc2ed d249af
d58b8a 944f3b e0d1c0 5b9d14 2dd60f 1a84cd 6a6b71 bfc5ea 5930f6 a494af
a8380b f2d7c7 89ac2e 66f24d 1a8657 c8d7fe 797587 c942ed 9223a3 e792bc
f73906 d5a287 6de009 1a866f a4a3ba 951ff3 f04ef3 9a2a8e fbd0e4 bb1325
dac189 616706 809b19 b5e907 1a876f 6cf8f5 90bcf2 9729f4 b54caa f981ad
acd310 88935e 1efb9a 307161 1a8afd 98b6e6 691efb da15a8 c78da5 d8010c
f0c7a3 a2a758 93e213 1a8ea2 71bfff d8d7eb a259fd 8809d0 a4626d b91516
958f8d e2d3af 8efe1c 85c355 1a8f02 9e85ff 9c20fe af57a5 fa8fcc a32f4e
aaeb1d 1a8f0d 34c15f 3bffa0 8fa0b1 8004fb e845e7 d1c9d0 9d0b8a 935d76
63594e 76be3e 85fb59 1a9041 2fadf3 c7cee7 7651e9 a285a6 a72e7c e49ba4
c51103 d7cfca b3f040 667d54 73b654 68c9ff 1a90de 5e4cc4 a55f94 a7979c
eeb195 a3ad00 b9f04d 1a9142 496152 7cbee3 5746fb 9c7cf8 b1319b 9e7586
e1dc62 97b700 1a9210 5dd6e4 8790dc 641ff8 904bb5 a9145d cf5b8c fa92a7
f6bc56 aa901d 6b5f18 1a9262 b1e0ce a698ff 7f4dfc c3acce 921b93 d150af
b39a75 94bb11 9eef77 1a9407 4acbb9 2d5bd1 998af3 d9b8ff 8b3762 b76787
a52a0c ef7a53 f3d521 bfcda0 a5d9da 1dc8fc 1a95db 5b6476 9721f2 ad8594
f71e04 ebc9b1 486247 47d547 1a9783 ccd8fb 7a40ee c56ddd 9c3481 fe7db6
d72007 73614f d8de16 8fa975 84f8a8 1a97ed 5149cf c7c0ff c296b6 ae4281
d1e736 71961c 4b6543 80c580 1a987d 61e8f8 7e30ff 9566bc 954076 d588b5
835703 a0853e dfb71c 58cd93 1a9889 c1c7f4 7f75b2 6b49fc bc8dfd 9a2352
d24233 f0c5b3 afb35d 9af704 1a9975 4bdbe4 5b5a5c ab1eff da5de0 a71a9e
c51e15 f2640a ccccb1 78f82d 1a9a71 5c6470 b493fd 850ce1 b44ab8 be90ae
d59797 9d2d0e cdce0d 9eeca3 1a9c53 546c64 98a2d8 bc50fc 9226b6 db579b
80573d 888a77 bef12a 1a9d12 52cd8e 9eb0b6 4b5f7c 893dd4 edbcfd bc6dbb
c3c2b4 34f72b 1aa026 8a968d 45665b c0def9 8258ec 921a90 9b6792 df84cf
cd830d b6ef19 426b43 42d08d 1aa06c 7a7fb7 4f58ef a4a4fb 96207a f4c0d7
666040 bab723 698d2b b0ec97 1aa18d 61d1cc 466066 6958ff ce79f3 ae0ea6
ffb2a8 b96a5b 9f260f bcb134 86ff18 8ca8b5 1aa1f3 3968e0 dccfee 6f566d
a81106 9b9085 bfdf31 1aa623 62dba3 a3aae0 762cfb 6f6877 a056bf f6ceea
b27407 a3b851 b3eb2e 5bfeb6 1aa67a 7b60ef 8677a5 65556b db9ced b0273a
f0d018 a4af47 607244 87d1ad 1aa687 2b6b72 8a96b6 6c2ae1 e0d4f0 975dc1
865641 bd6109 d99d3a 58f3b8 8ba7a1 1aa7d1 6a7b82 6260f6 6a548c f4cbfa
a7a3a3 c85935 7d7673 dc9a28 ffd73f 7af1a7 1aaaed c1cfe2 505f77 9013f1
bda323 efdd62 badbb3 1aab81 6ddaf9 a39bb6 7410f7 b259e4 79508f e20d3b
bc5e00 f39905 ddd985 1aad86 58ebd0 447a74 7b10dd c598e4 cc46ee ba0341
a52d29 95786d ec6715 f0e056 b3b17f a3ddd6 4d7486 1aaefc 96a8bc a204be
e8bf89 bcf319 1aaf05 2dd9f9 6a768b 772aff af5ef9 98039c c80b60 d28185
965702 54f214 1aaf2e c6e7cf 3b6748 9502cd c843ef cea7cf e1048a f07b93
fe7f16 dfc085 c9ed18 909989 8be0d6 1aafda 574bf0 887085 a70654 e43745
ff7811 725e0c 7be37b 1ab092 baa3e8 6d01fe df2bf6 ae13a3 f2124b ecd5d6
eccfbe 6e6528 8aa200 80e04c 1ab0f2 d8dbfd 7b16f4 a350b6 ad346e cc99a7
d27a19 f7b124 665d18 40eb94 1ab395 baddda 5b3efd 8569d2 b8a5de aa4276
c9c127 8d9d80 477135 2c9e00 61eda9 1ab3f9 cfd8ed b904b0 a57c9f 6e5668
a53c2f c0ac50 fddc01 b8e4c6 1ab5fc 4c5a82 d5c9e6 b623f9 db76ab 7a6f70
a12716 cecd89 5f635c 749170 1ab626 95e8e2 b9b8f9 884de9 be75b5 904e87
c39016 7c6808 e3dd30 9cae90 1bfef7 1ab6c9 2258da 907dfb 99018e d3257b
a71404 e9d7d0 aaab9e 97e41e 5e874f 1ab726 b111ad 6e576b df59b7 f0a2d7
c6be6c 919706 c3f002 98dad2 49958c 1abbf7 5e45f2 7d73b1 95276c cb1f4c
7d7c13 8bcc21 1abc70 71eeb8 65897c 5b47f9 ae6ff7 f6cdf1 87417d f86fb2
e5a739 907d00 95da9c 9aa69c 5d98ad 1abffe 725cd7 9b197e ebd7e2 d21f63
9b4229 9e8828 b6bd22 747f6e 4efbbd 1ac0a5 4c759d b6b7f5 7907ea f30df5
