# colors_mcd16_mld2_nc10_cvd100_minj40_maxj90_ns10000
# Python 3.6.6 |Anaconda custom (64-bit)| (default, Jun 28 2018, 17:14:51) [GCC 7.2.0]
# NumPy 1.15.1, Numba 0.40.0, Joblib 0.12.3
# Python 3.6.6 |Anaconda custom (64-bit)| (default, Jun 28 2018, 17:14:51) [GCC 7.2.0]
# NumPy 1.15.1, Colorspacious 1.1.2
0292ee 0048f9 656365 b75ba0 f19dd1 ccd197 67fe05 0dcc0a 128836 81998e
2b8b9d bbafff 9149da d7b5ca 993f56 c21d1c fd5002 d28a6e bceba8 44ef16
51c3e0 2b8ca8 7058e3 a0066d e6304c eda605 f1dd87 686101 8f968c bfe1ce
829df2 bec8fe 595867 848098 9538dd e8c6cf b51319 f69d67 c57214 2b8d65
a7dcfb 8718fd b874e1 793f8d ed90b5 b40706 ea4614 f7db01 9cb070 2b8d70
7b8b8a 2b8db1 b0b3bf 86a4ff 6a46e1 80466f b24854 cb8456 d4cc12 9df6a4
2b8e7f 625689 a140eb d768cd fbb8dd a14544 fa3e18 bec911 4cff96 62bc84
a6c9c7 2b8ee8 8c93ae 7427f0 a0358b b18435 6a562f c7d401 33ffa3 4d8072
84929a 2b8fc5 8012fe dbb0fe 6a5268 f42b54 a14a06 c3e22f 3bfda7 82c1a6
a7d2fb 6959d1 9f98f5 715c87 c17ea1 903851 ffa1ad a2b50f cced4a 2b9023
7bcbbd 516267 cbc6ff 8533f8 b669d5 88449c 9d252b e23827 f4b850 2b9069
9b6bf1 fd8df5 f3c9e6 942284 be7698 735861 87fe4b b9cfa9 6cc442 2b9125
90a0b3 4f617a bdd0f2 3646ea a26aee f18743 915e08 dde52b 57e5aa 2b937a
52ccfb 2b93e7 ccc8cd 635194 b97fa2 ac4f60 b81018 f8c391 9ba53e b2f609
9cf0db 5c2df5 ba55cc a92784 fa76bd 908785 cdad8c abd632 2b9527 5a6358
c4ddea 5145f4 8d72ee be9ef4 6f4894 c472a8 93505f e3bba6 42d730 2b972e
b1e8ff 6458fd c593fe 9f5fa9 fb99c1 a51e57 ddd51a 2b9833 868783 4ecd7a
bdded6 72d3ff 2b9ff6 585aa9 ba99b2 952f51 e50b32 faa189 ccd721 7f8773
bbc4c1 2ba2dc 5762dc f0c1fc a67897 744f64 9d4c0e e7740d 758065 2cf268
83daf6 625ddd 9d87fd 8775a4 b49aac 765667 9e2524 dbddc7 95ca31 2ba43e
2ba4e4 857e9b 5e5772 973fc2 ecc2ee b32222 d48729 c7e48c 4c866e 81cbb3
8ecbf4 2ba5fc 3b73c9 625478 998aa2 8b4f52 ca9988 f0cfad addf00 669100
40e6d6 93ade0 6a18f7 b54fc0 b10d7a 9a9491 d0b58b 6e6b44 9ee931 2ba810
4a6766 7c50fe a99afc a68eb0 a82f9f f7bbc5 fc6a07 725305 7bf80c 2ba980
74767e a69db3 8811df fdb9f6 cb42cc 7d484a 88d444 2f8216 47feaa 2bad77
3cefec 4569f6 c387e8 873293 bb528d dae64f 859172 98c27d 2bae0f 426e43
7cebe3 2baed6 7a60e3 971f88 835c6f be7b7c e1e0a2 64980b 7fcc1d 35711c
a797fd 9f47fa c6b6d5 a12a8c c863ad ad0700 c9a532 7c744f 94f777 2bb390
52827b 9e9dc1 dddafa 7e4edf 735087 903a3d f4ccc3 cc4c12 fc792d 2bb482
3ef8fe 7496a1 2bb4fa 7e5dd4 a00075 e03d72 86552f bb9928 dccc1e b6dcb8
a0def1 2bb6e9 6e6de0 5e5b84 9892a3 806a6d fab4b7 8e3c27 b66c37 c6e94a
b3d3d8 435ec1 95749e de8fed ab3860 dedc1a 5c6304 2bbb46 8c9b8a 44feba
aeb3ff 5b3fd4 726f98 dad1e9 b46bfc cd9da4 ad200c a07658 96f867 2bc136
b6e1e3 6a7375 2bc2ff 8e9cae 5287cb 724d85 965833 c0987e d36b10 c0d053
7e3eef 977ea7 df5bff ebb2dc 973176 6e514e 5b7f36 c1eca4 98a892 2bc94b
618187 9b2ada d058f8 d6a7e0 84414f a92f07 88815d c5de5b 8eae2e 2bca8d
a8ebf0 2bcafa 4794dd 9e9aa8 920fd2 9b1273 b4662a d7c9a7 9bd124 5a7f73
576d87 ad24f2 d36ad5 edb1df 983a1f d35504 68615b 8b8a80 b0f61d 2bcb56
2bcff0 89939a 4c3fff b959bf b71b10 e8c9ba f19519 b69f77 cbeb6f 487a55
c0e1f6 afb1b4 575a6b 832afd 8d828a cb6fcb 85550c dbdb09 47a140 2bd877
2be0f8 597690 9370f0 6f2ed3 c396ac a52062 9c7252 fcd320 7da804 cbd6b9
6b6b73 b4a9fb 8c07ba b15ac3 eed0e1 974724 d98f42 a7e502 2be89c 51af91
b6d8d6 475f5f be0cff ec67ce b8219d a97e1a c7b124 68612b 7d8575 2be992
53637f 9b8bfd cab2dd a427e4 ca8b9f a42426 7a7667 71a006 a2e607 2be993
2bedff 5196ba aa22e0 9d3061 d84050 d99316 dbc98e c4ee29 456501 8c9891
b8daf0 4c52b5 897eb0 bca3fd b04f71 af8c43 cdc540 596a20 2befae 3ab898
2bf0f8 b9b7ba 8437fc c955b4 ab017a bf9d0c e9e23b 336b0e a4dc9a 708976
3f56aa 62667a 939ceb e0c9ff f989ae 83543c c1650a 878e72 bceaad 2bf32b
4496a5 d4dbfe 7159d4 fb72ea 9b257a b88303 6d633e dabf01 889d76 2bf6c2
b4c4eb 5461f3 a28af5 9f3d99 87717d dea7b0 a4af18 2e6902 688c54 2bf77e
2bf9f3 575e6f 4b5df2 a78afc bc98b7 86574a f0caaa 709017 7be019 37a57d
5f827b 84b1a9 3d7ff5 6824ed d3a6ee 96589f ad2340 c88c32 d5e2c8 2bfb33
388990 cde3e5 a4b1b6 8b51d5 b47ee1 965657 f32300 f9c413 42c068 2bfb9f
749e94 97c6e4 4c6377 8d43d9 ad75be a15d53 e30307 da8c56 d2cd06 2bfcc8
8dbac6 768192 7636d0 c274ea 833a7b ea7872 b45a13 6a654f b7c006 2bfcd9
738192 a1b9e7 688df4 6f3bb8 aaa5a7 b32704 fc6d1e ad7a60 c2e00c 2bfec5
2bfee3 4897f5 a1c1f7 4061c9 89879a 714b6d a24d34 bda79e f5772e c2e06e
2c41fb bdc7f0 704f9b cb69d6 c8370a b5b313 e4e501 78ef93 33bf92 3f7566
2c44f9 6d6fd5 ad98f5 d3cadd 933d86 c91356 ebb31c ad8a13 7bf9a5 3eb989
6b8a99 49a5fc 2c44fe 8b4fa8 fcb6e6 ad2444 a98671 d5ea31 9baf2a 88d799
2c46f7 e3c8f3 985b96 b88fb1 ac2812 e38b04 b0f236 4aac71 2d7e56 4bdfb2
53c5ea 747783 2c49e6 677ae6 774a8c ae3538 e4dad8 d87926 b3aaa1 acdd87
c3d1f0 2c50d5 877ed7 a49ba9 a3487e de310c e5d1c9 cc9a75 827560 64da11
3cf6ed 50708a 36a6f3 97a4b4 2c50f2 a70429 f09a91 ad8a18 797b6c 8ee019
449394 d3ddf4 2c52ff 9fb0e8 7067b3 b65364 ccbeaf b98f44 725404 59f15c
97e5e7 5f8297 2c55fc b7b3fd b6340c b68a06 dec127 d3e3ae 5a5f56 45b979
5f6b74 6b97cf 2c56f7 dad5e3 823692 ca1c09 f4673f f0bf06 a3a891 8be68f
90aab1 5e5d5d bfe2f6 2c59fc 6675b2 da90f6 c06125 968d79 c4e228 4bd8a6
2c5ae8 8b87e5 bcb4fd 957b92 f7c1d7 b2570f 625a55 f89315 87f7a1 44bf8c
73918a 3efafe 2c6278 bab7b9 8447f7 e05ec2 de3253 f7cb89 755904 b89e02
b8e2de 3e8fa4 55d7fc 2c627d b124df b2240e eca695 ab8b00 d3d500 656a5f
68a89b cae3e2 2c656c 875bca cb94f0 8e4b3f f47f18 ab7d5b ebd53d 4be399
2c666b 768b94 4894dc c2bacd 8640aa ce212d ef731d ac8b72 b0f600 4ae47f
adbcb7 446263 44dcef 2c66f8 6c95ff 9471a8 9a4013 bb7936 ffbc32 dee1a3
7628fb a85bcf dc9ae4 b11e86 da5f96 df0012 bbeb6d 6dbf76 2c6754 44efcb
2c675e 38c6f9 9a3bfa e2dae0 a02796 e74c90 fbd00c 736b1c 99a63c aade92
60dafa 2c67d9 7393fe 8286a1 873e53 ce5510 a18b79 dfa159 dae2bd a0f200
2c6879 8da6bb 7441ee d8cbfb a66acc a85f53 a80700 ec6628 c6b090 95fb3e
419eaf 84d3f3 2c68c4 9e0472 99596b cd977d afbf22 7c8e1a 506723 c8e6d6
5ca2a1 6a5dec 64616a c181eb eec0f6 ea8b67 719005 b2f01d 2c6a17 56e5b7
7a58d5 9e80c5 ddafeb 7a587f db3242 e0a00d c1eb86 2c6b00 57aa8e 6fefcf
c2d9dd 6f72f7 7328d2 9280b2 c6a2fe 894f74 b48643 d8cb34 2c6e42 5ed790
2c6e97 8c898a cd0ff7 f4d1f0 dc8ad9 695d62 a4212e b6b5ac 85ea81 48a656
4fe7f5 9e82fe a41be4 c948ac fa93bb 973920 f04007 f7d28d 9aa16b 2c705d
2c716a 30cceb 958c9f 9931e6 cb61fc cfc8c5 7e4b0d faac30 9c7815 5c9a6f
72e3d4 2c7283 99aaea 989698 cc30e9 ae4d09 5d5950 be9b02 c6c588 aee811
a6ceec 61abfc 2c72d0 7f889b 566079 e29e94 fa5b01 89441a 9e7658 e3de5f
2c746d a78dfa d8b6f3 ba25bb cc91a2 725713 888c52 c2dcaa 67c416 82f94d
778b86 abbac4 579ceb 3665ef 83699d 7f4c55 e9764f cbd91c 2c7500 9df2c9
83d3ef 9692ea 9b41f9 972596 ea4c98 9f2519 e3a470 97812d d5d2c9 2c7963
53a1f4 b9c9e0 8457e4 af70a4 e0ad54 aca394 625d04 748e18 77efb2 2c7a61
63b8ad 67f6fc 2c7a95 a093f3 af22f3 8b3b5b be7275 6d6424 dfce2b 94a130
aaebed 74a4a6 646f78 2c7bb4 7d0cea c09dfd ea4146 a93602 f1c6a6 9ec605
2f6193 a0a2a8 2c7df6 98aafe dad6f9 756566 b02824 ecc0a0 5f9f4d 2fe419
35edcf 7586f9 c8c1fc 7c2df5 897fa6 754692 d2998d f1d861 72b30f 2c7f20
4cd9de 9155fe c98afd 8d2987 d86ea3 666260 e2cea3 9aab4c aedd1b 2c7f2d
7fa79e a1dbe8 32b5f2 7b799a 7343b2 89411c d6a117 958236 efdd13 2c8069
5cf3f9 55b5fb 5f6267 2c80ed a571a0 9e2b29 e7604f d9d520 9ed3b0 81a18f
778da6 2c80f1 cdbefe 912d81 e28e17 f2d073 8a6d00 94936e 57674a 91c9b2
8ca8fb cbc6e5 8863f2 6f41a1 d7609b 933e64 dfb9a0 85ab43 86ef05 2c8132
2c8178 7041ff 8e84e0 dad5ed 6c4e9a b298b6 f7a8ae 92343e d04426 7ac504
8597f9 a33ef2 cfa2c5 8d4482 625756 f48a16 eee21b 8b9883 2c8236 48ee9e
2c8372 6b2feb 8d72ed f898fe a73497 e6689e 775f21 9e8e3d dddbb8 3cf00d
2c84fa 7c89ac cdd1f5 684ba8 b61c63 d66f7e 807428 a0a120 d1d307 5fe097
c9deea 9f67ee 7c2cd3 c895e4 8b488f b93b0e fe6018 dad63e 2c856d 64c9ae
7dd3ce 2c87c4 7b1ae6 d4a0ff 988998 715f5a fe9100 c4da89 4e7d03 76ab6e
7059df ccbaff bd85ba 845b77 f9c4d7 526046 2c8926 4dca43 878d82 a2f39f
78f5fe 2c8c93 3e5d84 96b7fd 9666e4 d1b4be 963d40 e6847b 8f8a1f b1da13
2c8e92 98c8f3 6c01ff 823fad de46f5 b02c45 f21500 d2a842 cacbb8 969d7f
6258fc 9689fc 6e4c7e f6a2ce c06f96 93484b cdd6b0 97a778 5bee13 2c900e
9ef0ea 2c94a1 7e5ded ea9ff6 f02080 c97837 615e00 d5d78f a2beb0 466c5f
899da2 2c94d9 c9cfe3 8f30f1 a30093 84566e d42c3f c89d65 eed09c 8dfe01
85a0a5 2c95d8 324cf1 d1b8f3 925f8a da0f50 903b00 d89947 feda21 37f8bd
2c9aee 8e29fe f6b4e4 da26a4 e982a1 6a5351 954b17 abcc38 779253 9ef0be
587e7a 9faab2 2c9de8 7623e0 e1d7eb 9b2b8c eabe9a 806815 ab9b5a 83ed2c
93dffb 2c9ef3 8746f0 ba9eb6 a63d79 744e47 f6d187 7a7931 98c300 6c937c
2c9f9a 46f9fd 7e00ee a667d4 dc97fd c22c5f 935700 d1de57 99a50d 96d0af
2ca091 46f4f7 445af4 b0a3f9 8f70b6 a71511 b3884c ced3a0 73d20d 3f6d5d
d1d3f1 7e72ec 998ab8 7338b3 a44f61 ce9d9e ab1f16 fcd3b1 69e828 2ca313
cbd1ff 655ed7 9687f9 69557d db8ebc 9d4834 fb6301 dbe535 74e1a4 2ca67b
2ca6ec 546eca a87797 f9bada 9a326b e21c56 f18311 acaf98 506112 bae7a9
5b697b 6c03fc ac9fc7 decefd 9b5bed ffa605 b07d0f 6e5c24 2ca77d 9ad5c1
a0b3b2 3cc9ea 747ab4 842dc4 9a4073 a57a7e f5c308 336817 2cab3d a1e9bd
2cabfb 4e618f ab2ef7 d2bcc5 725135 aa742d e5980f 9eef8c 73b876 7d8b84
2cadaf bfcefa 762eed a547a1 de5c87 ac0714 ddc33a 968b2b 6cf3a8 307955
c7d6f0 a197fa aa23e7 6f5668 ec35a5 e9899f c8d018 2cb03d 477244 64fcc6
5f7b77 642ff8 b4a2fb 916bda e1c8eb d09894 746028 aed95e 2cb40f 68fac7
49706c 8104f9 eed3fc c6a1c5 ca48c6 9a0b90 cd132e a2ca54 83edb3 2cb58c
b7e2e1 2cb5ea 3872bf 765d77 a78fa4 b66a0e f6c217 c0c5a0 49633c 70946d
2cbaa2 c7e1dc 5a5965 9586ce c9b1f2 8f4adb a93133 e77053 f6b610 45f69a
5a5a61 bba3f6 992ae3 efd1ff bd5dae e6a2be aae206 398d1a 74f0a1 2cbb75
99eadb 8d75d7 7e2ebf f2aafe cb789f c60172 d3eb53 9dc089 568d40 2cbe0e
6febf0 7553de ee67fd ae81a8 a41e8a 75525a fcdc1c bbc59c 2cbe3c 438c4d
49eef8 4a41e5 ca71ca 964176 b01309 fe3903 8a735b cad33f 2cc182 b8eace
468b96 cad9fa 4738f7 8162d0 ee83fc a53833 c76d63 e0cc65 aaa403 2cc5a6
5e37dd 9863f5 ed9ed9 a23e8a 70615e a49085 5a7c26 2cd319 96f98a cad5c8
2cdae9 9ca3a7 2f54f8 c174cb c2047f e77520 7e5323 dcc879 54946c bfd9c6
3e53d2 687dfa bdbfd9 9c80b0 76567f 9f515d e17482 f1c8bc 628513 2cdb16
2cdbfb 6167fa 998dd6 756b8f 8f3656 b86470 755d0d 979031 dae103 86bda7
96aca7 c8e2f6 6f6972 b22cec df70e6 970a8e f1cfb2 3aa505 2cdc44 3b7441
2cdcfb 742ae4 c35ad1 70656e 903d93 f890bd f8d1b5 9ca819 8dee42 2e8b46
86a3bd 73737d c557f1 f1c7fa 9c16b0 eb8784 a0260e dd5217 2ce31a c1eac2
2ce3f1 5389ef 6621f3 91397b ec4e9c eba6a2 7e7915 acaf43 caeb41 457c5f
8fafd8 c8dfff 56577e 632ffe 8f64e0 9d8193 d87526 895e37 bfb9ad 2cec53
5f9f9c a3c4db 9658d9 c686f6 964a81 d00f0e f3b913 849163 566854 2cecc0
2cecf7 3aa7bf 5c66db a7127e 856152 c46d2b ed9e58 d4eb24 aac0b1 87918d
92b3b5 506881 dcccfa b691e5 9c41d9 a12647 e4560c e6ad57 2ceeaf 808280
5a646b cfdbec 345baa 976ef9 cb99d2 92592f cb751b f4a60a 2cef9b 4ba994
2cf0d5 36b7c7 847e86 df2af3 914990 fc9585 e4df17 5a5a53 6dab10 30810a
a991ff 874fe2 6e4a82 d5acd5 cf7a9c ba1604 968450 2cf130 c1e4bf 3b6a55
2cf2e4 86a9c2 701af4 a162e8 993593 cf3c73 d8adaa f59732 c2e991 3b8106
3549ff dcd6f0 8b758c d062e7 b6a3b1 813e7f 9de426 42740f 7fae5b 2cf5b5
4a6873 52a3c9 c5c6d9 a51ee0 9e203d ad9e99 dd9727 86771a f1dd5c 2cf6b7
2cf7da a2a3cd 7606f2 dc34fa 987192 b82b01 d6a292 9ee827 4cb324 577752
4eaaa4 6f05fa 997be3 d4c8eb 765285 994c4f d22509 eb8855 fcdb18 2cf8ab
7883a2 a3a5f8 d7ccf3 9d22c7 a20d63 b59fa1 7a734a 98e413 2db72d 2cfdc6
9ee4e3 2d48f2 8199fc 715d90 9b86ab 8e4959 e8617b c3d77e 82ba0d 4c801d
a3e9d8 5f86e7 2d4cfa d3bafc 7d3a98 c092b2 a94467 eb5e73 f7af13 49750e
2d4fe7 6380df 9a9db8 f9c4ef b70e8c aa657f c5a33a 72621f bff22e 71e0aa
83a59c 2d50d5 5b6789 9a75e5 e6b1ec 93625a a03901 cc8244 c0d59e 2efc06
2d5c9d 5d89cb ecccf5 785867 fd658a a82503 ab8800 667f52 58e623 bfdac3
d1e2df 83c2f1 768391 2d5f95 6083f8 8b5a57 b40900 d1a597 e76020 dcdf1b
84acf7 2d60e0 d3ccd3 cb67a7 82425f b83600 e1a68c 9b9a29 93e105 5b7e54
b4e7dd 43dbf7 6e9cb2 2d619f 9a6eee 90576b ff9f99 b4a218 c8dd11 687f1f
3d99bc 2d61cd d5c0e0 9b1482 c30907 f78154 737262 b8ef00 34f3b5 9aa39f
2d6283 a0b4ce 9b0bfb f439f9 ab2a13 e15123 edc06e d8dacb 616a61 32a67d
8aa6bd 34a4ff bfd5f7 2d62f3 7d4088 fa3e7a 9b422e b1b111 d8e823 44eba5
7c8683 b7e7f3 2d6390 831cff c6affe ab7bc8 d57f2c 836538 e5cb36 91b9a1
8be8ee 2d64b2 656d81 a7a2cd d73913 6f5447 e39a2a e3c993 c6ef06 579879
3e68df f9b4fa 9a307a fa6aaf 9f9933 636d03 bcd516 628f6b 89f9ae 2d664b
62b1b2 60f7fe 617081 2d67c3 b29bf6 a41f28 8b7668 c78030 f0bc47 c9d9c4
5bd6ff 326ada 7993f7 b41479 b4747e c8b994 6f8122 8cb126 b0e410 2d6940
4a5f5a 8fcaed 539de5 878b94 2d69d1 e3c8c5 a6381a f36c03 9c7c61 b1d46a
92f0fe 2d69f4 a9b1fa 764091 bb95b2 b25e7c f24b55 f2caac b6ce00 52730e
4f61f6 a491ff d7a5cd a70b92 9f6082 ff8190 e2dbd6 5d9307 62ed3d 2d6a49
3b9ea6 2d6a91 e8d5f6 ab25f6 d99aef e97b06 958066 50632e afeb53 3bf1ae
7d9ea2 7361d3 d088eb fac5fe 984069 a3756c 869222 a6d315 2d6c18 76eccb
7fa0b8 2d6dd8 dbc2ff a12476 b86383 caaf2c 747c1e bfeb87 376746 2fe2c1
45a7ec 2d6ddc f9b1cf 964666 bf7690 645c06 acb16f d8e3ab 758f0d 7ff432
2d6df4 e992e7 c93498 845a65 a48f85 576222 5a9618 67c832 bfc3b9 9ff699
3f617c 2d6fe5 aeb8f1 e083af 845639 9f8b54 e0e657 a0b716 747e79 5ef4cd
989897 4389ef 7f14d2 e3d0ee d826ab 99446b d5893d f7c90d 2d712f a5d4a0
2d71fe 9b9de2 626065 8f4c9b eeb7d3 be7b93 d83d14 a9b530 cdeb2a 88ef9d
d8dded 6c7de9 c7aaed b179a3 804274 fac72c 8d9e50 6a6c65 2d731f 8ddd9c
2d74e9 969ad5 d2ccf4 942b71 9e6b7d d5564e f8d56e baae1e 4f6c00 53e1bb
2d74f6 799ef0 747c95 76418f dec2da f8035f 9b4925 e19019 9bf422 a8be97
5ba2dc 8a8f98 b923f2 980c89 695a63 ecbbd2 df9160 c5e7a4 56fa21 2d7531
5e5771 c1afe0 c245b8 ae849d b30f16 ee490c ebbb06 92f89b 8ebf98 2d7559
2d756a 91e4e6 899ee6 8752d8 c5649f d6a6a4 74561f 8e8636 dbe181 a2b731
74737e c3b9ec c541dc 8c2b86 cfa2af cf0001 ede121 35bf4f 2d7a49 39f299
76f4de 7f899d ab41fe e791eb 9e0291 735a66 a58763 babd97 66c512 2d7c07
92b4f5 8e4fff dacbd6 943384 7c6f76 ef48af d99f17 a1a682 a5ef80 2d7d3d
2d7f94 cad5dc 7bb4e7 a36cef 784a5a b68583 dfcd02 90ad3f 4e6d23 82f8b2
a5ecf5 8cb0c8 2d7fe7 86818e 9c3a94 b51104 c47047 d5a731 e3d49f 575f4d
6826f1 bc61c4 fa8eef 9b288c ba9fab 6e6912 81a404 46e864 ccdfd0 2d815f
69f6f9 2d828c 74bace a67efb 983bdb c39a9a b32e3c fa4103 feb008 cddbab
b9d8e9 4642fa 78578c ea5dd9 8d3d23 a37118 caa638 e0dfb7 a3a69d 2d8364
a3c6d0 43ade7 a23bfa 5d585c c8509d c4a382 cbdd6c 749f0e 2d8550 4dfdca
714dea 9278c9 cbbfd3 79597f b188a1 8f4522 e18e3a 8cfa46 96b992 2d856a
2d8799 5b32fa b0a8ff 9e6fef eecef7 b5a5aa 925300 716c57 77aa31 8cde5c
2d8877 4cdbf7 a1a5b1 6f6795 8704c7 c635f3 874e3f d1490b e6cab3 f59423
62ebf2 34acc2 ab45f2 b62980 6a564a dfb269 dee716 8d967e 2d8a2e b6d1ba
2d8a8f 664fb3 b16ee3 eda0cb 974859 de4e37 a31c07 b1bd5e a2f308 82a187
2d8a99 7aa2fd dfd9fd a20ece 705d65 a52133 f16f07 fccd2a 8d9b6d 50eaab
6ccfd8 2d8b9a b483f3 8623d4 b34270 78510b e2a806 968108 cdd0b7 81a071
85a6a9 95dde9 9517e1 615564 b955c3 96401e ed5509 e8b880 c1ea03 2d8c63
84efff 456971 2d8dbe 62b5fd a1a1a9 743ab5 965202 e1cebe f2a018 a88c4e
6dfade 9cbbe4 2d8ff5 3858da 8c7ca5 c6a8a3 e7690c 904202 c9e287 598665
82828b 585775 834afe dbd1ef ef7eec 9f434f aff704 2d9107 5cd878 95afa1
bfdee3 2d92a8 7daefb 894df3 82454f d6a193 a92e0e f5d9a2 958d48 b5cd11
b1baba 65677c b20ce3 fabdfe e34cca 984528 978508 42d11c aaf2aa 2d9473
2d969b d1dce5 655ad8 b89cef f80e8c 685455 c48c2d f4bf51 446c1c 86cd9f
2d97ae bbc0cd 7831f6 893e84 d2a458 987c0c f0dc26 56754e 879888 38f5ac
516e6c 59d4d5 5033f9 9994f6 b82fa5 e0bf98 63630d 9eb607 cdea48 2d996e
2d9c93 c1c3ef 8c8dd9 625d75 a723ff 705048 a55118 c59a44 dfd313 73c5a1
2d9d92 4f63ae b7b7e1 b382f3 6d5a6c a90b3c feaa7b a17a07 c8f001 82edcf
3c6b70 2d9eb2 44c9fb 6c02fc 8e4dc7 ebd2d4 b92124 f59121 aee387 83a689
2da0a7 40636b cecaea 845cb9 d087fc 9f403a fad510 978723 8ad88a 7fa280
d8dedf 7f8285 4150f6 afaab6 86589c d567f7 9e3705 7fec63 2da13b 4f5e50
a2a1a1 2da1f3 7b50fc decedf 937497 8d4864 ea4d3a a3280c fba20a 5be697
913aec c289dd f9b5fc a35d97 ae3f12 d5e374 9db80d 2da26b 316551 9fd4c3
58dbdc 2da3da 7154f6 82718f a01156 d0646f d9ac9c 895924 d1e700 89bf3a
347b8e 2da4cf 7640d6 f4c4f6 63555b a08683 a34928 e08a4c b8d0a5 5af306
a5b7c5 2da4e6 3b61e4 705686 884248 a37644 b3ac00 c3f03b 5ed993 719286
4d6e76 9c00fd b74abe d9acd5 fe62fe 5a6416 a6e427 93a17a 2da602 3bf9b4
2da69e 7f14d1 a059c9 eb95f7 a21e70 bb6571 d6e145 8aac4f 42760b 98dfbb
98d8ec 2da6fb 606ad6 5a5a6f cc8e8f 7a5d4c eadf46 788522 9fb33d c9dbc2
8496a7 2da8f8 c1c5d6 515ff9 5c5e82 b36264 d91c0c c99b19 ddd70e 7cd786
a8dcd3 8a73e0 c1b0f4 7b04f1 a91483 c06a99 71682e cbeb16 7fab11 2dad72
2daef6 5459f8 7c779f c0b1bf a92669 a88488 e4303c e69b01 f3e021 90d786
b4b4c1 6b1ef1 915ff6 84448c 7f747c c89485 fecdac 54f32a 2db016 3c7933
476e6d c019ff 950798 ee7be6 ffc6eb f00f94 755730 83f10b 2db036 a4ba9e
b5ebdd 9767f7 860bce d48bc4 923884 ba350c eed371 9bb68a 2db404 3d7453
745cd9 a082c8 cfa7c1 af1580 ec9518 9f7930 625e4a d3ec25 5ff6a7 2db77e
bbcfe0 847bb2 be95fc 951bad 765d6e be4046 ff2800 f5b549 35fdaa 2db994
aeb6c2 8f59c9 cc90f6 86367c c67c86 aa3d0a dcda64 2dbb01 92f5c7 516359
3ffbfe 5f6868 2dbedd 534bd8 a174fd 926ba3 983206 b9afa8 5b9a36 8fd974
3f5e90 3c70f6 c3c6d8 8491cd 807b82 ab2c39 bd7139 dcb61d 5cf6a6 2dc08f
c8dae0 5a727b 2dc1f5 6029f9 a999ae a650c2 e6c7a1 f7a21b 6c6740 6fa667
d0c3ea 695275 a81ed0 ef47d2 af3000 fdd910 81af1b a7e990 498060 2dc2a4
2dc3af aaecf3 5b5b5b 7d5ae5 c49efc a46495 f1655f 964715 edd495 9ecf00
2f7573 2dc7f5 5f86fe d4d2d9 664bb1 da7aac aa3107 907f5c 76b93a 8ff6a9
bac1ca 5d66dc 84849f ea88f8 7a5660 a31b29 bd5a12 a48775 2dc80f 43fba2
56607d 8005de ada2b4 e348d7 f3cfdc 995501 7e786a bae11b 7bb21a 2dcd8e
3f6e7b 8098ac 7224e2 9462ce e59df5 ec6e77 b63240 e2e189 2dd520 b3e2d4
acb2b3 617579 b8d5fd 9232dd d281fe a53641 a7810f caeb2c 2dd977 45a26e
606bff ddcbec d58eff 9b418d a22c0c 9f7f3e 2de050 71746e b8eaca 8eaea3
6f5ff8 afa3fd 805075 f6afd3 ea5fb4 a91a0d e4400d d7dbaf 2de10b 4e9e61
cfe0f3 7537f2 635d6a 9657af f673cc a22314 bd6506 bcb73a 6c927a 2df4ba
c4e4ef 6f36f7 c0adeb a073d4 9f2075 e4acb5 bb7981 557540 41af2d 2df72d
2df7fa a5a6f4 7d75ff 7146a8 a88b9b 805751 e97446 b24d05 cace00 a5e49d
577b7e 9406c3 e05acf ed9ed7 b1a19f 9f7104 e2d6bd 5e5b40 86be59 2df909
59858a 8bb5df d4dff3 643bf2 9271ee 8c3186 be355f bd7e2f bbb7b4 2dfe37
2dfeed 358fe0 95bef9 8132f6 7e7087 e492b3 84493f a9a971 cedf7e 628d17
6d6c6c 2e48e7 7578f1 854287 d1a3c3 be401a ff6b10 c7cdb4 95f524 83a281
cad9e7 6496ec 2e48f3 a0a4bc 83577e af5620 ae9a71 e6c856 677161 63fdbf
bed6ef 2e4bf2 5e7dff 705e85 a789b9 a15845 e65e12 d9bfac fba611 739285
6b9291 2e4ce0 ddd4e7 9969b7 d799e2 9b2e70 e06911 fea841 5a6b3f 87dead
2e52ee a78afc 8e7c95 774781 ecbeed d29296 aed92d 48771e 3ca700 57f6c8
87b5ad 3793af c9dcf2 2e55e4 c19dfe 805672 aa0207 e1b360 a09118 637958
309dea 2e57d8 bcb8c5 8e889f d21865 f67102 7c610c facd39 79c085 a9efca
c7e3ed 2e57fd 6d6a7a c7a7fe a077bd 7a3b9d 95403c ecce19 72b141 5fd8a5
668297 2e58f5 b2b9eb a17ff3 5d585f d06465 fdb8b3 805323 b8a503 d5df3c
8fece4 42bfce 2e5cb1 7b6a83 cc62fa a63b04 e85e0d dec339 97bb9c 359764
78baab bedbe6 6983ae 2e5ce7 ed91f7 b32c76 bcce47 8b965c 426b10 4dfeae
599d97 bfe4f5 2e5f8a b3a8f2 984aef 925e1b b3953f dad605 586355 2fe89b
91b8b5 2e6181 814de4 b57ac8 f99efd ff7867 be580f 716950 d8da0b 5efdcd
