# colors_mcd16_mld2_nc10_cvd100_minj40_maxj90_ns10000
# Python 3.6.6 |Anaconda custom (64-bit)| (default, Jun 28 2018, 17:14:51) [GCC 7.2.0]
# NumPy 1.15.1, Numba 0.40.0, Joblib 0.12.3
0048f9 0292ee 0dcc0a 128836 656365 67fe05 81998e b75ba0 ccd197 f19dd1
1fb07e 337420 6f6a6b 7f427b 888fa9 94dc9a ba00d3 c483ff efa107 f1cafd
1fb10e 3e67f7 5ee1fb 68684e 873a75 9d8efc a7c588 b60e03 f07bae ffd12e
1fb181 576a65 5becef 725afd 90a1b1 93e31d 954a9e b00018 c38eff ee3a27
1fb23e 59635d 7a01eb 835d07 9b96fe ac8391 b5f304 c2b7de c52bb2 ebc395
1fb2e8 3c72d3 5b587e 7d6163 859884 87f4c0 a03f28 bd8f20 d0d1e9 f1c013
1fb319 518257 641df8 85ece3 9b60eb 9f9ee0 a42476 addd27 b47a9b bfb29b
1fb3f7 3cf1f5 497cdc 5a6770 9396a6 9a3d00 9f785f aff166 ec5b04 ecbbb5
1fb595 562ff7 645e79 7bf5ae 7f88ab 9f5df9 a6aef1 d3d0dc db2d33 e7ad36
1fb872 2d802b 6d6162 952692 a1c40e afdfcc b221f6 c84e9a e38ec7 e7de89
1fbb0a 3e55ee 43f146 7569a5 877439 922f67 a7bec7 b79d87 dbd7ba f77efa
1fbc2b 49fe37 4b67db 66648b 819692 8d6f41 a01b57 b492f1 c1d1ee cecb9b
1fbc77 2455cb 46f190 6f7af8 7f6c98 9cc002 b2163e b86311 c299b8 fac4ea
1fbdb3 4086b2 4e5e56 68f9c6 6b44eb b27980 b30e10 c2d6f6 cecb14 e5603b
1fbea2 4067f8 644e94 667e93 87ab3a 95776b a5441e d5dcf0 fa74e3 fbcb7d
1fbfe3 38a00b 4f6517 9244ea 9c5f9a a91f62 b3d249 b9e5ec ebcab2 ee7180
1fc099 4a847d 532efb 795ebd 7e613d 8b8ef7 93f276 b3add7 c49332 e6dadf
1fc0f1 567297 645f60 7bf9a0 7cb379 8f3f26 9247f8 c5c8ce c6b707 d3520e
1fc50d 735229 884ed2 8b8141 aa3b6c b0b49d b1ec8c be76ff cd71ae f2acf1
1fc697 3ffae9 558c33 595a55 703bd3 894986 9a69ed 9fdf41 bc7aa8 c79fef
1fc6c1 3e7857 5bf8fe 6d5475 7d35de 88ad6d aae8a7 b570cd c63b09 f5b61c
1fc7ff 597fed 6d30d1 777860 953683 9fe6ea a69fb1 b5851c ba1d0e dcb77e
1fc889 435f89 6d7472 7afa97 9757e6 a03e39 b18da5 bdc4e9 d46440 f69e08
1fcb15 348436 6c6868 7f2af1 8a3880 addfce b19c9b d6e686 f833c5 fe9df9
1fcea9 32646d 4e9269 7d67c1 aacbe4 b37a9f be8afe cd4724 e79627 edd974
1fd2f8 4ea18f 708c18 7717f2 796758 87fe2d 9a68f5 a62397 b3c8c2 c4b563
1fde07 46716e 6e03fc 7960a9 96461f 9a8fa5 b67851 bfe9af c9bbc5 f754fd
1fdf4d 4f6eef 6c990d 765195 974f5c a396fe a72011 c0c3be d377a9 febaf6
1fe296 3d6653 619f86 768f12 7853ff 915391 af94f0 c2dc37 c6e2ff e59cbf
1fe4c3 3e6e92 717512 9a205f a290bd b01cfa bf7484 cfd0ff ddd112 fd9078
1fe802 49823b 6543f9 744a90 7cb26d 9275fc a174a2 b1acb2 c6e6a9 eec5f3
1feb3e 26915a 525d57 5f31ff 8255b7 898a92 b6e1ad c4a9cb e173fa f21816
1fedf6 43bda7 455f65 6d734e 709f24 8d29db af85f4 b54ca2 bee9d0 d9c86a
1fedfc 408377 606120 87a9fd 94fb0a a48c20 a91a96 ac42ee c2bb69 f28db5
1fedfe 30a6ed 444fec 528777 944994 a41c1c aee8b9 bcce17 d694ad e4631d
1ff0b7 596df5 724e94 8e98d9 a61121 b76f7b b9dafe bca707 d6e85c d74538
1ff1fe 3bbb2c 6261bf 6d7e1c 725554 9ea79c a7f90a ae79a4 d8c985 f46bfa
1ff234 208c9b 728f75 8b4352 8d0ded babe8f c1e7e1 d5131b ed2ff9 fd9cee
1ff2be 347f0e 7e40bd 8bbe2b 8c84df 9b224f aff41e b15886 c9b9d6 f56683
1ff3ba 236a80 40c360 639171 7106f6 9d4d2b a099c2 a2e026 cd51f8 e7ceee
1ff4ff 556111 5853eb 84a17c 87625f abd5c6 d11792 d18bed e3822e f2de47
1ff5ed 50b7e8 588f5c 5b5f5c 813cf3 9360b1 9bfa14 9fab32 a33d12 eea4b2
1ff916 338777 70a5f4 794e26 837f03 874de4 97b165 ae1290 ed54b3 f1cce5
1ffc41 28666c 678579 7f2efd 9aa9d7 af62d7 b60832 c3e3f3 cdb0b3 eb8209
1ffcf5 3f7f04 5247d2 76affb 7c9c63 9de690 b064af b7135c bfb1b8 f9b201
1ffdab 5679a8 715765 7823d4 89847f 995808 b6cdda c496e6 d0da20 d99052
1ffdfe 318e86 37c4c5 9389f3 958d1b 9a341e 9c3cb6 afe4bb caba54 eb1071
1ffdff 277d2f 6f2dfc 77bcc7 89a619 95f436 a21667 a468d2 e8c09c fa659b
1ffe00 30803a 3c3efe 60b0eb 6f656d 7f6ccd a49509 bdd3da da79a1 e0bf8d
1fff46 459094 7ec488 8e3c54 9044d7 b61600 b6b6c1 c3e8d1 d374fe ec3d42
1fffd7 397451 5db3aa 847395 86399d aec814 bb3af9 bb7217 f470ff fabbfe
204cf4 2faf4d 4e7801 76f6ca 8f7ae6 927276 aca3a0 bbdb15 be2c98 eca1e1
204de7 356e5d 409891 72e6e8 7d66ab b23507 b896df ce753f d2ddab e6b740
2050fe 219660 6d5152 776b93 78e908 b18ad4 be5812 cedbe5 ec819d fdbfa4
2052dd 43ac8b 5f7272 71528c 78ff1f 964e39 977eb8 c1ddb5 c9afc7 ea7819
205aff 366678 37e2ee 3a9992 6f7c29 97bb9d a7f39c ae7ad4 ce9d4a d3d700
205bc3 238aec 6cebf3 8ac140 993d6b b89bba cd4826 d37d86 d7e70c f7b2a6
205ef9 4a666a 63d6f6 6b8fde 724397 9fa0a7 a0f42e a15c39 cb9e08 d2cfbc
206483 50ba12 64706c 9048e6 929a7a a1d9cb b175c3 bb230e cdacfd fdd182
20656c 4585d0 60f960 7b27f5 868484 a0c597 baa70f c63a29 e1dbe0 ff99e9
2065d4 29dce0 436961 6d5810 8097ff a1a6a4 a77aad b5e8ad d77054 dbab11
2065f9 32695b 5ff1e2 629171 7b6d8f 98aee8 a53b13 af8625 c2baa1 f8bb02
20666f 59dd21 7663dc 8c7a71 9db983 a5342c bbee9e e63d0d ec77bd f7bad2
2066c0 578a05 786b68 a40879 a69472 a99cfc abe5f9 b1cf2f ebcca2 f595ba
206754 64cd8d 7e6d27 9c04e3 9c1e89 a7a014 bcea4e cb5bcc df2f7c e8a5d3
206767 759faa 76e4f1 7d7c62 87590d b59af6 c114b2 d5a68b e3e023 f26e03
2067b8 466148 52a0b8 88fc59 9e2178 ae6782 cf3e09 cfd6eb e4ad9c f3881b
206a2d 608918 695a62 82abe9 84f427 918486 9a2ff0 ab0c92 c7c2c5 ef9879
206a30 5cf1f0 6bb3a6 714eb1 758f27 8d7cf0 8f6673 a2d141 c1a8ff efdab8
206a56 56ffbf 59c382 5f907e ac3205 bddeec c28fba c42dc6 cacc1e e75f28
206aca 34b89c 575a5c 6b7e9e 7a5b09 81f6aa b6c4d8 c994f6 e85e50 f1d027
206b8d 4ddaba 719a5e 7803f4 934e52 b0ad18 c03706 c148f6 cbeb0c fc76e7
206c05 237fed 2bde56 59a11a 7c4d95 b89dc3 bc3c62 c8d7b9 d7878e f4cbee
206c1f 27b3fb 619c6a 6b6d6a 8ee827 a9aaae c017b7 d38007 e2d6f0 fcc7a9
206cff 328e20 5d595c 75e8f0 83837b 8eb16a 9b3ba8 d08aff e9c530 ff84b5
206d74 3a8cfe 4fb11b 6dcceb 73836e 7b28cc a2e62f af4024 d9daac f286a8
206e86 4bbc8b 6a5555 7dfc29 9093be b534e8 c92d19 cf8e2c d6b9ff fcbecc
206f59 56cfbd 804a0e 8b813e 8d49d5 8fb31e be78f7 c5b9fc c85a88 e6df3c
20720e 29aef3 3df6fe 65a022 6847a1 6c6efb 914f62 aadbbe c57da7 dfc268
2072c0 6fa1b4 78736b 843f72 98d2fd 99a090 a92c1c afe60e dc9752 ead2d3
20754e 22a75d 7452f0 794d7c 837d89 87cc2a 923901 c276de e9d0ff f6acb9
207590 784b51 8321e4 9175fa a5ce7b bba0ef c14015 c893a0 eb781c eec9f0
2075f8 605e07 6ba5f6 7f8a2b 8a4955 9bada4 9fe3ef caee45 cf59a4 d0b673
20763d 625a6a 76f9ac 818d84 8d49f9 a163aa b1a9ef d2e021 d8a8b9 ed8c53
20764e 3ced5b 729d89 990e88 a93cff ad91ff af8023 c2e5d8 d042a2 e1c6fb
20766e 42ffbf 639d83 6613ff 8b34a3 9e62f5 a6b9bc b6561b e5a1fa ef8e46
207703 32a421 36f9f1 615a4c 9ad3ad b357d3 b90f85 bba3f1 dccc22 df668b
207826 32eea8 4738f8 7667d6 933c69 aabc47 ac9dfd b687ad e0d9f7 e8486c
207a56 2ba0a6 62f0ca 714ab2 77486e 9da15a b0da41 cf2b0f edd2fe f87fef
207b09 383ff9 4dc98f 5681e9 715851 989ac0 a7f264 aaad0d d81888 f1bcfd
207bcc 55ce9e 66574a 679c48 887d7f 964683 a73200 bdea73 c696c5 e1cbe0
207c07 555e4d 5edaeb 6f9b91 8c48ed 963184 a7e805 ac6cb9 baac6c e1dabd
207c53 60596d 64a46c b3180d b59803 b98cfd bf27db c2d7f8 c5ca71 fe82b7
207cb2 6722fe 695c72 74e374 964d4a 9f8d9f a39df9 c78766 d3d9dc f80402
207cfe 774291 8bbae3 9c9a87 aa2e5c b764a5 ccdade da0b10 e8e43b f68926
207eef 2a6760 63ee03 6ea318 75adfe 9f529e ab8da6 b92116 cad2ef efa38c
207ef2 525a97 5ce53c 6a6a31 6c90a8 989d00 9b5f74 cbd9dc d1abf8 e79297
207f21 6fb911 703be9 9ba177 9d017f a7f511 ac5e78 b46cfc cfd5a9 ebadce
207f55 41db94 6789ff 7c808d 844aac 8a4802 abb1ea c08501 dcdde2 dec234
208065 4ff1a1 545d73 809940 815f14 88cb2f b695f0 c037d1 f086af f4cafa
208071 546e1e 6127f3 8ce272 a20d8c b4afce c745db cc9d9e e48111 facdd2
208157 58dda8 67b033 6a5065 8c769e 95550a b8e25c c545eb d393e1 eed3f2
208299 22c1b3 56634f 782dfa 7ca36c 92eff7 9e75f8 b7aff9 bcc909 d24c07
208434 27cf64 5c6369 7e379c 948e94 9ce90a a134fd b366b7 ee8cff f3cdfb
208436 24afb7 59e5d0 7d5e68 8004df 9866e1 9d3089 a8bc51 acf529 c07e81
2084ff 5a4fa2 5b8246 69e586 836476 90afad 9383b2 d7daf4 e09fff eaa102
208683 57befe 5d43c3 708e3c 765554 aa61fd b9d2c7 eb67b8 ece308 fbb07a
2086ec 3d8620 53f374 7232c2 864b5a 87aa02 b697af beabfe de6775 f0cceb
208930 31b84b 39f7b4 58616d 8b2fee 98888a adf459 b35bb8 d7c0e9 ee78fd
2089c7 4a45d7 54755e 705b7b 84daeb a26801 b8e36e b9a8aa d0990d ecd7ca
208aac 2d6660 69e68b 7a2ff7 8a957a 8f9efa ab5903 c8dce0 df810c f9c900
208af4 2a7a54 60d9b8 8a0abc 909ea8 b9a921 ba0010 bc45a8 c5caf3 ecdb64
208b98 26bebb 5a6d66 73a566 7c41aa a60e19 bae2a9 d34fec d8ce24 f21305
208ba2 3e685e 7c6710 819b93 9341e0 a5f592 b67bfd d0d3d3 dfa0e3 f08b1a
208e63 37f0ff 673be2 696173 9496ab 96c5af b263e0 bdb53e c90819 d6e599
2092a1 50f9ef 5a5870 889d81 a53319 a924f4 ace6af bfabed cd6f2c f9a70d
20941f 43f0e0 465bf6 5ec003 6f4d95 9e5b6f b2aff7 cc9e96 ceec38 e660ae
20945b 5f606a 88efff 8d299c 8da8d6 a05ff1 b44002 b8980b bdbbbc fcc18c
20957e 4ce4a2 8701ee 8a6632 94b4bb 972476 9fa54d d2dff5 d6d608 fd0bf6
20998b 595a59 77e2e2 8d46fb acc897 b20493 b6040a d56ef2 ead44c fa4438
209aae 5d7561 63f011 822fa6 ac2211 af42fe bd9370 bec1e0 f7ccc9 fd4d02
209d73 27f434 4155b7 716182 9098f9 949d32 a03f1b bcd6fe df9abb e3d8b8
209df9 548c59 556306 7b37e3 88cae3 9b4192 bdd900 c0a1a7 d28815 f8d3b1
209f13 47e671 516662 88a37c 9905fa a4211b c23da9 c6e5d1 de86e0 f2c3f4
20a172 51664c 60ebd6 6961d9 84387f 966d8f 9691e0 bb2900 ce7d17 d6bd65
20a1fa 2b54f6 755ca2 85e88e 8e6465 a11e24 b7b515 c2c3e8 c55f09 d78b8b
20a2bc 3254dc 685d8b 705049 8ee3b4 92afaa 9b7379 a75220 d18c49 d3e553
20a317 4a6657 4f60e8 57e4a7 815382 8b928b a70a16 c0e251 f6d0e8 fd8ded
20a3c1 635f7d 7b4c44 83e1bf 8b7c7c 8ec40c a626ea c14c0a c39979 f8c4f4
20a5fc 379137 606354 66ca44 812ab9 9afc03 b19e93 b2669c caccd2 f0d29e
20a704 24cafc 4a7523 720afe 7f75e4 91b2b8 9fe9cc a03368 b58182 c9d60a
20a782 626c81 7dd4b4 845755 935ae9 ab1000 c9dd0f d0dfff d46033 d498e7
20a8a8 6a9c44 7e2cb7 84502a 85e1d4 a257fb aabf8a bc0e6d cd8dfd f5d64a
20aa87 3555f9 6ed6bb 73477e 7b77bd 9e324e af8206 b2a7d7 d7dcfc e6cd05
20ab0a 596bc8 6d6e3a 79f5bf 9b8eff a60270 a8cc60 b484b0 e97b8c ebb6e1
20abfd 5e594e 718a64 78cc80 983184 ae1bf6 b62d00 c3d020 d0e0ef d666af
20ac0e 497521 806673 8d2a8a a4a1a4 b5f533 c07cca c70de3 dbcbe4 f99475
20ac87 39737f 721be7 86daef 8f484c a294b9 bb4bdc c64012 c6e1b6 d0a920
20add1 3df0dd 6025f6 7763ad 8e4456 b1b7a0 b47176 c0ea9d c44a16 ddb614
20ade9 3b7c56 73f6fb 7f799e 894205 a03dd7 a3b7bb a98a14 d1d5a6 f5b424
20af5d 25e914 605a89 6d66e6 8c737e 8d4006 a2a6a8 bbdc9f d18eef f3cce2
20af72 52f5a0 61585e 7d00fe 7d9195 af46cd cbc3cb ee77f8 efc715 f6112a
20affd 52664b 864efa 94ba09 994887 a586ac aa0707 cee94f d57682 ecc0c7
20b019 486ffb 4e549b 656663 7b7fb4 7c561e a8d8d0 b0a8df b19a97 d9e44b
20b0fe 605180 6069d2 6ce9ee 8c535f 90b889 987b98 ad1322 aff540 f84c05
20b1e1 527f17 67ae15 766380 978e9f 9a1dc1 a0daf4 a21152 cd9d91 d5e171
20b402 2ecefc 316467 8721d1 8e6b3d a472df c08e82 d0d5d6 e4c671 e70e99
20b425 24fa4c 575a5c 7f1bea 9c6efe a749a4 babbe6 c20900 c8908c ecd7cf
20b445 44803b 4552f8 4aee1e 625857 99aaa4 9c7bae a10f99 dedbe1 e99ff7
20b5fe 4ef6ff 7284ae 8dea13 8e26bd ab5470 afb6bd c42313 d8bf98 f45152
20b654 276476 30ee9d 7324f5 7c9588 a45df1 a5cf0f a83347 de95ca f8cfe3
20b69a 36f1b5 808ab6 8d456c 9a40f0 a51b17 c46543 d5bce6 fc954c ffdb06
20b977 685a82 6e5ee4 74e8fd 9e4941 c296fe cae6d0 d5cc42 d889b4 f14f24
20bc8d 5040f5 6d4598 6e8592 6fff89 797930 8e4f60 95b940 c05dd6 fe96cc
20be1c 5c6464 68eef3 8014d2 828c8a 9f64c3 b7b6b2 bbf08a c13522 d48de4
20bebd 4e6a82 7238be 72f0ed 8483f7 927567 b11521 b8d0a7 d75c22 e4ac43
20bf60 65eff7 6b5700 74639a 7b9199 a6beb6 b544fc c24261 c493e2 d6d122
20c052 52802d 74f82e 752ee2 8a878d 9d0c70 ad57ab b2a7fb caafbc d2e4bb
20c1aa 8925e7 893180 8a6c73 967be1 b2eba7 bc321e c7923c c7a8f9 f9c702
20c2f8 6063cc 6ab700 6e5448 798743 9f2383 b2ced2 c16295 c89a93 d3da6f
20c5b9 436875 699f79 935de0 a2631a a31746 bbecb6 bfa6fe c29c25 fbcb54
20c639 41f6b9 596062 728f8c 7839fb 876540 990090 aa71e3 aff45b d8a2da
20c6c7 324fef 668781 8c5191 8cf3e6 933151 acde76 b086f8 bc0705 f53f43
20c80c 2efe09 4c6385 686946 7a94a7 a09281 bc07e7 ccddfb dfbb8f ea60fc
20cb45 2d787f 7e8edb 89fb44 8a2ab3 982949 997c64 9ea1a3 d53212 f1bcf6
20d0dc 3489f7 4f6531 653df3 71a392 805974 9583ab a4f0d2 bcd87f df8502
20d3ea 217575 5da29b 6d11fb 93601b 9479cc 98ed09 af0154 c3ac64 d6e1b7
20d7a3 5f7c8a 723bb7 9bf65f 9c5d34 9c6ed6 a8a4c9 ab195e dad0e4 e3834d
20de86 34aa75 5b767b 656138 9564e5 96049a 978e1d a8b2da daddd8 dbc90c
20de98 28656a 8062ca 8cafb0 9a7e7a a54405 ab90e2 b4e0dd d67141 e2cd3e
20e00e 28a213 786746 814bec 99078d b05b94 b2e69a c1aab5 fa6edd ffcaf7
20e1af 298f2f 526047 8035f5 87b60e 993287 a76fe8 c77593 ccee04 fec0f5
20e4f8 2c735d 779298 878c2a 9b3ab2 a0240a a6cac0 bb74d5 ddb15e e4e603
20e8f8 2c83f5 56cb2a 5837f6 596a81 8193b6 8f4b51 b3a68e c8dece ca401e
20eb10 4e7477 85b47c 960ea6 a592ae ac263c b756d0 bbe8b6 e06e20 f5bde7
20ef69 6d7677 7b02ff 93a46e a334ac af2c45 c4e5da ce63f9 d9b3e6 ee1105
20f257 4a48e4 5682fd 668866 77ba86 7c620a b42a7e b7a6ed c3892a c7e3e4
20f8de 3ac67c 46916f 4f4bcd 686887 97a5b5 a178cf a63429 b88712 e7c82e
20fafc 2a820b 518df9 67696b 8da05b 9118d4 a1e0b4 b95aa8 bfd23e df91c0
20fafd 3d6450 5cc918 6e5e13 748f55 880afc b594ec ca7699 ce17a6 f2a9b8
20fb35 445f6e 814bbb 898597 98664b b89083 cbdfe3 dbc3a1 e46e0a fb79f6
20feda 30c7a8 3275cf 57597d 8e7c91 914f3a a69de1 b4e64d c87768 f33f07
2143fb 22db18 5775c2 715754 7d868c 97a9dc aa400e b59271 bce5fb f3c89c
2145fb 5080cb 567403 884281 9fb6eb a18b99 b84564 c5ec1f e4925b f6c3bc
2145ff 73e4f3 867a7b 909cb5 943688 acee64 c862fb cbc8ba d62d1a e77f56
2147f1 288811 675e4a 818282 a858a2 afa86c b364ff c4d7e0 e3de6f f589ee
2147fa 48e08c 628b7d 98443e 9870fe 9c63a4 a0aeed bced3f d7c0ce ec702d
214de3 429520 59d42b 6a6054 afaeb5 b31089 cc6ada dee0af f22d80 fb9ef9
214fdc 2ea8a5 5f6670 8ddac5 9e5044 ae6cf4 c2b4f8 d1b421 da3e01 dd7c67
2154d0 3f9ecd 4ee9fe 974200 9e6188 9e9b09 a9b6b5 d6eb0f d73557 faa56f
2159db 249bed 2be0e0 8b607e 95158e a7e70a a8a6a6 bf4839 d0a46c f0d7b1
215bb9 37ac13 6c748d 7fecf4 97857d aa8dfa afe145 b8333c e79db9 eedab7
215cbe 23f9fe 4c82fa 66799b 77650e 89d0b9 a9a4dd c3936e c7e207 c90869
215ff8 43f29e 595e7e 72b3b7 8a7ebd 8b6a20 952e49 c8c422 ce6f6e d0deea
2162d1 259ff5 565a63 867b9f 86b5c8 8d6043 bab73f d48383 d65900 d6e1d2
2162eb 23701f 40b7fe 634f87 789205 8fe9c6 94646c bfb456 ddd5f9 f06fb9
216477 58ccaa 708a8a 918a5e ab97ea af113c bdd2ee c314e8 cca340 ebde7a
216678 736b5b 840bf1 8dfc15 a39490 bd4cd4 c9db95 ce1f08 f89ad0 ff7931
216888 626665 6cd58e 8353f2 9e9193 a7022a c6cb2d c9501c cddbeb e494f6
2168ff 52d2a7 5a6671 8094d0 887802 a50f39 ae18b0 bfe1ea c0776c d5be36
216a5c 4befee 6b9266 7759f7 84571d 9570a4 a59fee bebaa0 f57412 fbd86d
216abe 539ecf 5e5c62 818685 92dfe9 ac5309 c0afae caef0d d08f26 fecb9a
216be2 6d5b72 884414 8f888c 99e9d5 aabe89 c689c8 ce4254 e4c0ff f9b806
216d3b 696b7c 73c7fc 7437fc 8ba482 995dbe afe67a ba95b2 e6902a edd3d0
216d8c 32b5ae 68956e 85f260 9c330b a10afa b281ec d6dedd e9b6f4 f4580b
216d93 605b31 647d71 69b0ab 81e3e9 9c8714 bc28fe c3e0bb cac513 ec6ff5
216ee6 535685 695a60 889699 9d4522 abe4bb bbd50c bd98d9 e48052 f8cdef
216f18 53c477 74f2e3 769200 7e44bb a25575 aa6afb acabfe b3ca05 d97bb5
216f5a 4ba116 59db06 6e678b 8a4418 9d8f78 b11ede c0d5bd e576ff f1d1fe
217161 6286f5 7328d5 81e0d5 91659b a89991 ad3d15 c6f011 edab74 f45907
21716a 6480f1 6ea010 79efd5 ab1031 b09ca1 bbbbe9 d1ec2b dc11ab e9ba83
21717d 2dd19c 5f9990 6a38e0 8b6ecb 943046 adbafd ca8c0d cd1003 e2cc39
21718d 5e89f3 6b27e4 7fc6f1 989c88 b4e590 b63648 d0ad11 e7d6de f11416
217270 49f0fe 8e9a86 992d41 a324c6 abd0c4 cf85e1 d41e15 f0db7c f78930
217285 6d5703 8aa7bf 8e8d0f a427e5 a980fd b0595b cadcce dece26 e39579
2172f2 64d69a 786395 82918f 91495b a31b0d ca91e1 ccccde cd5430 eb9b06
2174bc 427325 675859 7f7f91 88e3a7 8caca2 ae8e01 cc9eed d2dce7 eeb447
217670 5d5f33 5eef10 968bb6 b71bb6 ca9599 cce3e9 ceb5fc ed722b fbcbac
217682 38bafd 66f43f 7810f1 899aa5 9b58d1 bdcace ca313b cc907b f86724
21797d 26ee4f 7130f9 864c06 947752 9b65ed a7a4ce ccb8ac cfdcee db7a03
217a0e 4ce9fd 5db3b8 655e54 6f33ce 9466e8 9b6187 bbe2ce d3ba10 e37162
217a56 2d9bd8 6944e4 7b780f 7bddbd 84a39b 9d1c7e cbe049 ce9e5f ffc5f7
2181a1 5ec9f0 66716f 7720da 999f9e a5855d bb0117 dac5ac e0a319 e92cfc
21842e 4fc93b 735267 7bfe37 8400fd 87989e ad50e4 ba92e6 c1c9e5 f7c2b6
218480 23f213 5c26fb 764faa 824f37 85adf8 919f2c a163ff bbc4d9 e9cbac
2186d9 4b6580 71b0b3 7defd6 8404d8 908473 aa3b23 c3c6fc d0762f dabb5d
218891 6b25e5 9e3f63 9eaead aaecdf ad59ed c81a01 d1a3e6 e96949 ffbb7b
218ad1 357656 3ad1cc 5f48ad 73991f 9c5f88 a3f2c5 ae1f17 dbe006 f08984
218add 557371 6db7f3 74640f 760ff3 9e96aa a97e58 cacfd3 ef8821 f7da2b
218afb 517234 7134f2 769c51 8cdc4f 952692 9a7190 c69eaa d9c0fe ffc8be
218b27 3bd70e 6b6f64 792dc5 924880 a1a692 a65de7 cc7ebb cce69d f3bee8
218b2b 6a01ff 6ee0ad 746161 85947e 99cc27 a932b5 b08fb4 e9d5ec ef5afc
218cf4 2d43f5 49f4f3 4a800f 8dafd7 904d58 a8d31c bc0186 d6aa95 f3469c
218e6c 34de57 5531f3 6d4d9b 9499a3 b02816 b15cf1 b4d8ca d37117 f6c3fc
218e87 655180 7f63d0 85cc9a 975130 9d91fe b4a6c4 c57e56 d5dce3 f3d110
218f70 4cee94 6c4ef7 7f3d92 8491f8 8d89a6 9a4b1e b29d25 b5bfe5 dde909
219079 3ad519 7839f7 8c3192 92b27e abf48a ba5223 d2d2c8 d565f8 fdadea
219216 4c6232 55e5d1 7c5067 a28cb4 a527fd a9b8ff ac019d ca707d d3c334
219248 43c61e 615c68 7137fe 81958e 934fa8 a1f92b a61303 c6c4af f883d3
21941c 466841 8245ee 83f022 92b0b4 953a93 9f82d2 c09876 cb4e7f d9d8ef
2194a2 33c1fd 684e81 8718fc 9d626c 9fcecc a5ac44 a9292a b15bfc e6dd3e
2194eb 7b7385 82389d 994343 b3989e bbb5e9 c70700 dae52c de6d46 f3b592
219701 2b55ec 45f0eb 6cbfa2 7a6288 9081e8 913451 a38bab b6c85c b7eeba
21971f 49604f 67befd 7903fd 7a567d 80c118 b887af d42fcd e2d9de f7a697
2197e0 2a646d 3aeb13 773ec7 78879b 84776c 9ab9c6 b14608 c2891a ecc7b1
219875 557920 69d6db 705c74 990ba8 ac9d22 b8dd9a e836c6 e98daa fbdc22
2199b8 3affcf 69815d 6c4b7f 7f3bf2 894c04 acd0f4 d0df6e d9a289 ea7014
219aa6 544dc5 5aefd3 924b1a a47ffb ad8805 ceaaf3 e03268 eae31b fd8e84
219be8 59e48a 724ef5 866d87 894353 b32d1d bd6968 c9cccf f98703 fcdc0f
219ed2 23eaf8 3f6461 6e8977 7a529c 8549fd 90dd50 c1a2af cb6534 d4dbb6
21a0d2 2c53da 367a05 7c7a8e 99d56f a69e04 ab205e ba7460 ead3f7 eea2b4
21a0fd 4166ee 5bfcc0 7b83a1 87d80a 90475b a51804 aeafb6 d46156 eac2fa
21a211 45615c 69632e 6df602 7f64ff 8f9096 9eb0f2 a437a4 d8d8f1 e7aeaa
21a310 616088 77e40b 7e4b00 9397ee aca0b7 ae2ef5 b23857 dadbe5 fb8588
21a32a 246c00 3c62f7 68f064 8079b3 88b98e ad2666 bfa1ff d1e4c7 e2b3d2
21a38d 277063 33f434 6529e9 826df7 8fb252 92529b cca2e3 cfd7d4 e0101f
21a3a6 2a6f6b 5bf99a 81ca1f ab1218 aca488 b829d9 d55917 d7e0de f7b0f9
21a3f6 2448fb 53f2fa 61606f 8d6954 9183a4 a1d516 e83209 eade9e ef8f9a
21a42b 777a86 7c17ff 855e4c 9c138f a3f59c a557e4 adbba4 dad303 e884db
21a55f 690bfe 78d6a7 856417 8f51cb 9392f7 a2275e c0779e cacce3 dbc718
21a5f0 60615a 668093 8a4311 9041da 9fa8b1 9fecde bd6f3c c7da1a d2a186
21a8f8 54711f 71949f 863581 9929ef c29f0e c5c1a0 cbe0e5 d0576d fdcd38
21aaf1 309c16 536235 555fd8 916e93 a6a0ae b3e61c be6d76 e9d5e4 fe987c
21abec 70770c 8eefff 9224f9 9f2765 a9bcb2 af7aa3 df486d edcc19 f48b64
21acf0 3c6acd 6e7d72 766400 87e7cc 8aae96 943680 b7833f ccbc38 ddd1fd
21ad0e 5ef0d5 626a15 6a57ff 8681a9 88cd6c 992375 ae6672 bba6e4 f8da07
21af03 5d7e4b 71dd59 8e18d1 96ab8f 982866 9e75bf cf99fe d6cff7 fbd0c8
21b002 637434 7c5a69 855ef8 91a99c 96178f bee2c4 c268ae d9ce6d fe93e9
21b25c 3c7066 6bf02d 6d00fd 97601f b2a9bc d11fc5 d8ddec f77dff f9cba9
21b2a9 5a595b 67799b 887d67 8f4818 b3e2d8 bd4af2 c2cb86 e08cf7 e2641c
21b6a6 258f1d 5e30ef 6f746a 86477c 91b308 95eaf7 a8aeff b057ed c8dc71
21b7af 4bf9f2 547d7b 6c34dd a0d037 a169c7 b03424 d09efb d47e5e fdc5a9
21b7b0 5e5678 5ef4fb 7161e6 a4acfa b03a47 c0e10f c8a254 de6687 ef0306
21baf9 2553cf 607cbe 685d55 93a658 a2561b b0d3dc b88893 ead8b7 ffb003
21bbcd 2950e7 546972 66ff9f 917bed 968270 9c521b c2deda d4d906 de9856
21bd9e 4b6d9f 8904fb 9d381b a05f6c a2f495 c872fb d3d6da e7b1fc fc8639
