# colors_mcd20_mld2_nc6_cvd100_minj40_maxj90_ns10000
# Python 3.6.6 |Anaconda custom (64-bit)| (default, Jun 28 2018, 17:14:51) [GCC 7.2.0]
# NumPy 1.15.1, Numba 0.40.0, Joblib 0.12.3
# Python 3.6.6 |Anaconda custom (64-bit)| (default, Jun 28 2018, 17:14:51) [GCC 7.2.0]
# NumPy 1.15.1, Colorspacious 1.1.2
0046ff dddae2 7a5396 e088db c62b45 05d274
865afd fc87eb 7f6074 71b20e 386f0f 3ff9bd
38756a 95e2f7 8e8ec5 7d40ad c15d14 dba872
7e8c9d ccdcf3 3876ef 83535c bf3718 cfa064
38778e 99abb8 6f1de7 97833d efc90f 6ff2c1
387d71 655199 a188cc dbc2f8 7e5b00 6fbd28
a0c1c1 387d83 8b5de3 a12330 ef7815 e5d57e
387e7e b6b8ea a353e6 be4d3a d9a01c 6eefa6
387ffc 846284 f7bbeb ba5605 a69f8d 92d346
e4d2e9 a149c8 db82ee 6dcb0f 38810b 8c8c89
7c06ec 745e6e e13bc3 d3a2ba 8ed381 388133
89b4df 3881e7 646b78 b96f45 cdc36b 47fdda
95aac4 3882f7 785074 d52743 ff9a5b d9dad1
bbc9c5 5cd0fe 3887a9 6b554b dc7a26 988c82
3889aa cab4fc 8b425d d96d02 ecd10a 61e6c7
cbcee3 9594ae 9e40d7 eca703 388c4e 5dc896
7fc3ca b415e6 e48384 715d56 d5d55d 389110
9ddce3 615b7d b96fe6 75520e 9cb653 389175
389293 c3bbe9 8446f4 b98935 645f4a 7df5a3
55e2f3 3893ee 64527f b53829 c7912f 94b2a1
3894ef 683fd7 b8afbc 7d5a6c cd7b55 4cf5a8
8601ff bda2bd b447ab 625c53 389530 75e877
38968b a3b5e0 9d59eb e56e26 ebce19 5b6347
99dfd3 3899df 5946cb 966981 e52c3b ddb747
44fadd 389acd 614ebd a3610d f8bb13 97ab7c
71e7ed 389cf3 5b3ced b57203 c9be68 617b62
38a091 b691e5 9c41d9 a12647 e6ad57 90f1d0
38a0bb 523bf9 b25974 e6270d e2cc43 8cefc3
38a0e3 7522ef 924f7f d54e5e 5bfe68 c2cec7
a7e3dd b97bea 884e87 eddd65 55624a 38a136
4bedf9 4e5f64 8d6cf4 8f6029 cbb80c 38ae89
a22cfc be93c2 983f74 5b6233 38af20 8ff197
afe5ec 38afe5 526a82 a526f0 894609 7ea52f
38afe8 9423eb d37392 7e4753 f81123 a1df30
8871c9 d0a9e4 975871 aa191d 7cee0c 38b059
38b6e6 a440f4 b12478 f66a75 edda5a 446c1b
38b6ee 4c62f2 575c74 e17e0d e2e19f 7c9c8e
38bdbf 8463db b26174 a2231f fe5028 b3e561
c3d1d8 6631e7 e67df5 815085 78866d 38be12
b7dadb 38c3fd 4b79dd a38a38 c4c92d 607060
55649a cec9d4 f483ff 888484 7c5408 38ca6d
547f80 a48eed 8c3fd8 d56f49 c5ee49 38caab
5d40fb dcc2fd a880bc 9e1a59 38d309 519140
38d6f8 6517fd a06ef3 ad1875 9abb5e 568401
5d9797 b7b1f3 a25de5 edccd1 607240 38e536
8aa5a5 543ce9 8a5894 e13327 d4d422 38f9d5
7a95e2 872bff d7c9dd 893965 889a0a 38fe9c
fab7f6 ea4cd0 744e44 acbb9f 4c9d32 38ff44
393dfd cebafc a03987 566a1a 7ca52d 57eab8
76777c 3949dc f96ad6 ffbed6 a4d112 47a239
394ce1 8e6a9a d592ed ba1f21 90aa68 c4e4b9
62a7ee 394edb d2cddd 85627d bf4f43 df9f30
3951c8 ad89ed fda2c5 b96626 6c6c67 83d336
b7e8f1 899ec4 3954cb fa8156 bb450a 63635f
7ad3f4 3958ee 7f87cb 7c4d74 cc6013 cac12b
479fdd 395bcf a97f88 ddc63b 585c4a 50eaca
395db3 848cb4 9c4162 f48c5a 786d00 85d6be
93d0d0 396083 bb6bff bf4f15 c0c143 717368
72948c b4d2d7 396276 a130ee bb5a34 cfa41b
7ee0cd 3963b6 5a5865 da2d35 d5b136 85968b
396461 b7c4ff 8c6db9 fe7e8b a5612c dad135
72e5cd 396466 6e9fbf 8a5aee d1977a 69652c
396469 8c9db2 8e4fd8 c40626 ce9534 83f0a3
46b7b7 4767f7 854387 828600 a2ee16 396541
bfe6f2 68b1df a7139f 9b7f43 beca0e 396559
95eaf4 46acf1 3965d8 e8a4a8 84571a a8d115
8f4cf9 a993b1 f4c8fa a6dd2e 39663a 6f9b6e
badff8 70a1c1 8b4ff5 f6c636 89943d 396747
4cfaf2 39678e de7eda 8a7256 b2d883 4db202
578ee8 f9b8f2 fe8225 9d8e7f 396800 92f0a0
7dcaf5 8461e6 90486e ef759c cecf58 39680a
6b7986 3968e6 ff8dff ba6e40 d8e37e 85c5b3
3968fd bcaada ba4790 695d46 f8bb12 69be91
9c61b8 eba4f3 c55e17 4ffc7b 58ae86 396957
9cc3c1 8767a8 d1667a fcd08b a0ac1b 396b25
44e5e3 7488e1 7c29c3 ca6001 b4b180 396c56
396cd6 9d1b79 ee90bd 735f49 74a629 b4dd87
396d72 99c2c7 8f47d8 943720 e7dc2c 889835
6d7b92 396df8 e5c8dd aa2653 f88e8b a9741d
bbc1be 47a5cf 8b45d8 d9427a eb9c54 396f1d
396f87 a563ff edb2cd 972f43 bee437 57af46
5f87f2 e2ccd9 9a2587 8da03a a4f860 397053
3970d2 b0a2a9 ab0104 f85f18 676963 8cef88
397195 b77afc 963433 c07441 e2d11c 8cc29f
397485 96b2c4 c34cee da483f f2bc19 59f5b8
4cbfd0 c31dd9 735165 e8d6be b79d13 397531
4dfadd 7933b3 b073b1 fdc040 9ea891 397563
397887 9464ff e8b8ec 994508 c78029 99e5af
3979fa 949dc1 e5d8ee 72536c b17d36 77ed9d
98aaaa 397a7d 9aedfb ab6deb fa9410 536014
3fc6fa 397bf0 d04c6d 785501 e9b80e b0cfc1
397d82 f9bee6 ac0f18 f94508 a0b796 6aff5e
aadfe7 397dcf be1281 bc877f 615c38 d4cb86
4ff2fe dc59c5 a22a76 f7b7a7 c4de10 397f31
39807c 9560ee 766535 fed948 a0a95a 88e5c6
6e2cdc d684c8 f4cde0 983b78 89e028 398146
3981e3 dbb2fe 8c5f80 e7a11b 526f1b a2c7b9
b7dfda 989698 cc30e9 e3b14b 5d5950 398307
3983f5 c0b9d1 bc1688 977134 f8c805 5ee09d
53abf4 7540cb a46495 ecb1b6 9ecf00 39852f
c9b8e4 cc3bcd 655751 f1c206 398703 52f6bb
39887e 8fe1f5 9622f1 a02130 c97f3d cbd10c
8d9da3 d0dff2 3988d6 934662 c92e01 c2bb37
b0e4da 65747a 3989f5 a0a1bd ad673d d2c11f
cf29df ff88e2 805170 d0bbb3 62e900 398c3d
c6e2fb 7b01e9 cd75b0 894a69 f3c69d 398d19
398efe 735a91 d27684 9aaf13 477e17 56f7ae
af8dd3 745095 ee3f0f d9e211 57d486 398f71
3997b4 d2c8f9 675e66 d23f00 8d9786 41e968
bee5e7 3997fe 8c09f0 973079 dbad71 517846
7aeefc 8d51cf a33155 cc9698 9cd339 399807
399986 515b72 a35bd2 f0bbd8 9f541d 9cd878
399bb4 8b35c2 992d32 b77427 7be231 9aa390
a4c8e5 b51487 9e9392 765c4e edd186 399d14
399f92 80ceff 9651f6 e8d2d0 e39d25 637401
39a1ec c3daf5 3b50ed 977e8a f5a598 d74432
4448de d477dc 696333 dbde66 39aa15 9be0c3
39ade7 7054d5 afa2a4 67595a bf701a 88ec03
d0d3d2 39b9e6 5556c3 a65c5f e42000 dea265
876a91 ec28fc e2a3dc ac3f51 b8da31 39bc80
658a8e e0d0eb ed69f8 725341 8b8f1b 39cb8b
b9bed9 8c18ed a84b91 fbcbb7 8f8269 39dc05
39dff4 5d5f6a 6043fb d18023 b8e991 6a957f
4b62d6 d79df2 64555f 9d4800 7bb71e 39e2b8
66636b ad49cb c3a4b7 a42d01 39e851 619462
809dad 5c46d6 fbd004 a6a557 5b6e2f 39e9bd
3f7367 58a5cd 923ef0 fdc3d2 df0110 39f41c
dfdae4 70648f e762f4 de0631 39f629 8cb687
3c619e b2aeda e1791f 7f7d69 e0e45e 39f6cc
39f6e2 753acd bf8cd1 f4207e 99cf61 478100
3f7c73 a7bdc6 913bb4 a32e20 b48844 39fc56
533fe8 9a80e6 90697f c01a3b d59745 39fcae
8f86a3 d3c0ef 8a23a7 89c05a 48694a 39fec4
499aa9 d1d3d7 3a3bfe 90492e b6863c ebc35a
3a42fb bc6ede f3c2e9 755f25 97a764 93f978
aad5f2 7588ac 3a44f7 8f6836 d68e0b f6d670
3a46f2 666877 7f7ef2 c6b8d9 ca4423 84e471
6198f2 3a47e4 bb4f85 e7d9d8 fc9e59 786304
3a47f9 8580c0 cbb5e6 b61173 eaa678 946c2c
6c8ab6 535b6b 3a49fc 816f49 c6b116 9ce9c1
94e6d9 3a4cd9 9379b5 a43a47 d4c038 4ba58e
3a4ff2 d9d3dc da71d8 a10878 6b7756 7abb27
6f94d0 3a50c5 696973 c5c1cd 944032 ed8309
3a51ff 8890d7 eec5f2 9f5065 d3091c 52d94d
667d91 3a52fc dab7da cf8276 826723 5cdc1a
3a54e2 8e90d4 735e77 ccb5c1 be5426 95dd70
3a56d1 9f87c6 fb9ba6 7f594c ccd746 41a40f
3a57b5 8589c6 bc0210 8f776c f37b36 54e0af
7eeedb 3a57fc dda3ff a76b9b 63745b 61ad4d
96cbd4 3a58fe 947bb3 bf2c66 e78970 e2ce09
7791a9 3a59bb ecd5f3 b3692e dca81a 82e1a7
3a59fa c094fd d56897 f1da37 588928 92dfcb
3a6072 b0cdf5 897adf b44329 eeb102 aca68e
3a60e5 b78acb 734b77 c74c57 fac99e 79bc1c
3a6182 f555e6 6b6142 a99007 e7c925 92f5c6
689ff5 3a62db 7e5735 d07803 bcb08e b9f163
3a6486 da1afd f7a0f9 907738 aebb0e 68ceaf
9164ac cea7d0 f06604 3a654b 78dba6 5a9984
68a396 3a655e e8caf2 d049cb 768727 53ee7d
3a659d 899df3 c0b6c0 955b50 df7529 9af75b
669da8 f2bdf9 a30aac 8d850a acf36b 3a664e
61f2ff 3a686e 9f3fe3 ea6442 ddd35a a1baa7
3a69c5 979cca b87d86 953d44 e6421a d0e42e
42d1f1 7b4ec1 ffd839 90914b aed8a8 3a6b59
3a6c93 d896d8 874940 ca7014 c1e203 6fa383
98ceca b894f9 b717de f0286d dbd649 3a6e15
3a6e99 bc82fb f5a4c6 75513b d2df34 85a52d
a448d6 f07fd3 9a2260 7eae07 3a701a 92f376
5cd3ea 3a707e a859e5 e68c92 c53a32 bade37
3a71fa e7d3f2 a61b7e c1769c fe112a 82f011
a3e9e7 3a71fc 91919c ae0202 c68c5f d6db46
3a7290 f129ff efb0d4 b22800 867d6d 3ae338
d3dedf 605661 9d36b9 c48bb8 3a7331 6cc761
3a73e6 6c6b81 cea1b8 a21f3a b87128 3bf119
3a73f3 c3b1f5 863b79 c38675 6d7016 78e7cd
3a747b 93c4e4 9160d9 9b3e29 dc6b13 d4c1a7
3a7584 71adbe ae23ed 963634 e8dc1c 8a9b50
9cbbcf b638c6 d64105 baab76 cced27 3a7666
af91fb 7d4f7a ebb5d3 91f72e 63af3b 3a7826
3a78e6 9e8a92 a31929 f63204 fdbc41 96e8cf
a8d7dd 8353d2 b4739d e2d89e 97aa0b 3a7952
3a79fc 9b266a c36e8b c5ba13 5a6f1c a6ebc1
79ddd9 3a7a9b eb8893 8d564d e7d145 879312
3a7c85 831efc c879f1 c41509 89fa34 a9b1a2
3a7cf9 ddc5f6 a23a78 f78aa2 8ae402 5b7e4e
3fc9e2 3a81ca 7e4a6c a2a582 637d08 a7e23a
3a827d e328ef e7a3c5 89463d 868b22 9ad533
9bbce9 915fd8 c42517 b7a228 e1e55e 3a836f
92218a f956e9 705e5e e5cf00 3a8603 9ab3a4
7abdd6 8b6edb a61b6d bba37f d2e958 3a8a18
3a8bb6 e1dae9 998782 e67905 6e571b 89e289
a1d8ef 605868 a920eb cb8b9c 9fbe37 3a8c3d
66cdd7 3a8dd0 c37f8e 825424 f3d785 96b005
4e626b 3a8de4 b65423 968d82 ccd862 78dcc0
3decf4 3a8dfa b9afab 87470f d28e36 656c65
91d1ec db4ae9 8f2d85 987c83 c3c03b 3a9125
8312e5 f94ff6 a8398a ceb335 3a9257 9cd5b8
8b61da d7c5dc 886910 8bb129 62fe94 3a9582
a7e0df 7843f0 a882b7 765658 e8c062 3a9634
cbdee1 6c7076 3a97f2 514be5 87472b ce945b
810ada af6fd4 eca8d5 94425a 3a9830 4eeb66
3a99de 5e4db9 aa496a f995a9 8d8d23 b5cd40
3a9b95 b5b6ec 8a6dde a24f55 f9cbb1 e0863f
3ceff8 3a9bce a76674 eea5a4 5e6000 9ddf06
3a9cf3 8b8793 81369c d6383d d0d21d 94efd6
3a9cff 8c819f debee2 9e3524 ce7205 9bee7b
c7cee5 a43ce3 a52e75 a79c98 3a9f26 43e859
cfd5da 3aa2e7 5c47f1 91366a e13a39 f1bc4d
b0eae7 4e6060 8949c5 ea73c4 d4da37 3aa65d
671bfc bf7cf2 864e71 cdcdba 85fd47 3aa94f
9c67be c4aec6 dc560b 73ef90 3aad7a 596a61
477474 3ab2fb 8c17ce b26c17 eda554 c9ddd3
c4dae1 3ab3fb 5c5df5 ca5a91 6e5e45 d6b308
ab2ef5 d197d9 b12c85 d0dfb3 4e5f44 3abb30
bbc4ca d02fc0 824d6a 4b7b3a 3abc35 73fd8e
badae8 c299f9 92208f b21803 718365 3ac40e
3ac4dc 845bd1 b02e72 bb9797 c3ec9f 478c22
3ac7c1 837adb a24b75 ab9a6a 5d6028 b8e16f
722cd9 816281 d75de5 a03e46 3acb5d d5dcd7
3acbd6 4b858e 9045e4 795c32 fabc47 a3a68b
3ad2f6 7150a5 7f4957 faabad d7522d b7e026
4b5e60 7085d3 736106 929187 c3cbb4 3ad400
3ad4eb 755d77 c320d6 fe6a34 dcdfbd 87928a
479690 3adee0 c96ce6 dc6201 6a5e47 c9d46f
3ae2ec 4455af 8787c2 e27383 725c17 c2e77c
3ae9d8 b39efb 941a97 f0b84c 6d7509 448b75
52939e 8654d3 e5c5f9 a66723 3aea98 456157
a1a2bc c24af8 bc277a f19f22 43642f 3af0a8
6f66d4 eaacfa 6c6268 bbde59 4bb085 3af7d0
63afa7 3af8f2 3f6e74 9d41e5 ca4e10 cecc30
5ca0aa a233f8 8b2f86 bb7d24 d4e0bb 3afc1d
bfcac7 4c9194 764dae b32c4f c28604 3afd42
3f5fb4 a28cb8 e8c3f8 b8213e 70be50 3affc2
3b3efe 7b5ba0 f9bfe4 d38d0b 96b892 458257
3b3ffb 766bb4 beb8c5 7e5934 60b713 76fc9d
7590e7 3b42fc 625e89 a66759 b6c417 49fab4
6e87a6 3b4bf1 c1c1f9 946b2f eace17 4bc9a6
3b50ed 8585df cac7e9 dea146 756851 7df9c4
87b8c4 3b51c7 ac7af8 f02909 d8ae7b 66826b
8ebcb5 3b52c2 af92e2 97617b dbb239 607434
9ad5cb 489eca 3b53bb b00d1b fecc33 979d46
3b54ec 7c7eb7 dbc5da b7366c bb9504 7bfa10
3b57ae 7a8fe6 d9d2e4 bc6457 d4ab15 a3f59e
4f98de 3b59a7 ecd4f2 8e7d85 a9532d eda477
75b3f3 3b59c1 717188 bb1142 c6871e c4d87e
3b59dc ba87ea c13a05 eaa343 626e5e 79bfa5
3b59e6 f683d5 6f5955 d12700 a58f70 c5dc88
73baac 3b5af0 6f717f 9a2d27 cf7250 bbd114
9d9f9e 56bbea 3b61e3 a5133a a18210 ecd311
3b63ca d6a3dc a4637b 718e1f 5eea44 cbdcc5
3b63d4 f07ab9 b6d427 4b6930 75a667 4fffba
7f878b a8dcf5 3b66e3 6c517e 9f621f c8c64f
8dbcb6 7b46a5 cf62f9 fac02a 8f900c 3b672e
70edff 827ff2 894c77 b7ac90 87c904 3b683b
3b68e5 525972 a59ec6 bb5252 edd7d0 76e754
8ab6e4 9625c8 e2307f ce8c1c f7da01 3b691d
8c9da6 3b6990 cf80fd 86442c d15f04 d3de86
c1ccda 9569f8 f0b723 776e18 6fa972 3b6c5f
8379ea bc8ba9 a33b82 e7d7d8 3b6d00 58f302
96899e b739e6 66526a facfd6 94c36b 3b6d2e
62f8e5 98afe0 ac49c0 8b8887 cac678 3b6d33
c272df 8927a1 e6c7b4 849344 c2f046 3b6d5a
3b6e71 a541d6 cc96e4 ce4b02 93e832 86a18f
3b6ecb bca3e2 9a3771 ed0553 f7c960 8fc4ac
3b71f6 e0a6fb 98576f 90964e 416812 98db9e
8ecbf4 3b73c9 8b4f52 bf8e8a f0cfad 669100
8be1f0 3b73f3 8f8a92 dd7826 e6be9d 4e5f4e
60c9da 8e48d6 93366f cacb3d 3b7401 869c82
7fc2b4 3b746f 9e79c0 a33304 ea8b21 e8e08a
d6dcdc bf92e0 9c3ece c68006 73e776 3b7558
483cfe d3c8d5 985da4 3b7620 92968e 63df7f
3b79d1 beb2e1 955863 eee146 70991f 56dfae
b6a1b9 d146f6 78497b ffd611 87c073 3b7c41
a2beeb 3b7de9 ab1c00 77655e e5dba9 9faa38
b5c3d2 7521fe a767e5 7b4a63 e0a680 3b7f11
3b81a5 a7a8f7 ba0361 bf9540 d1cdab 7cfa1a
6de2f3 3b81d1 c5647d cdb044 4d6a1d c9e0bf
5e5a62 e0bae4 e12fcc 93cb19 3b8425 74fcb6
3b84cc acc9f4 615c6f a9a3a3 d52009 fcc13d
3b857d 812ff3 e9c7f8 d564d6 90853c b0dabb
3b87ab 705d5e c71a07 a1a74f dce718 6decb8
3b8997 62bdf4 733ab9 90574c cc9734 b8dbbf
3b8a82 7900e6 cebdd2 e73ce6 8f6a05 48f986
6431ea b16caa 65645a bcc91d 3b8b07 abddcd
86d8e1 3b8ba1 8428db bb152c fd7e4b cfe5b2
a4dcfd 3b8cba 5e41c5 d4999f 72712c 9dc226
5a5b5c b3d3f3 9d55f8 fc7daa deda8d 3b8d3e
8a67ec b9a6b4 794e4c 3b8f06 5cd223 cce4c4
3b8fa5 98d2e4 8819fc c63e62 fbdb1c aeab58
3b96a6 88cbe6 a737f8 d4d672 636937 93a125
9cbde9 a162c3 c60d06 e6cebb ee9914 3b9776
3b98fc 614dae 7a6272 ee7322 f1d67a 91baae
8d4df8 f968c4 7c5763 cdd2bc 6ae533 3b9c33
5b5c97 ee7ed3 9e4c21 a5ab03 99d3ac 3b9c7c
3b9ea6 ab25f6 ebaffe e97b06 50632e 3bf1ae
3fecf9 3ba1e5 4c5bbb bc939f e7082a a5d263
4d6270 9074cd fabfd4 c2411f 96c755 3ba282
b6b1ec 6c5caa a56f2e e3cf3a 96f0ce 3ba288
3ba4bb 864fef b80a75 f0d1d1 dd8254 686116
a3cfe7 87929b 3ba5f9 6350b9 e93d55 d6bd09
3bb8cc 5a6da1 824938 af8923 f2cc31 aac8a1
3bb9b1 7f5fdb 9e2c7b 776654 cc8714 f8d33e
7466c3 d095e4 c40243 afcd1d 62fdcb 3bba98
3bbcba 835499 c17375 ac2112 93a800 a0f561
46659e ddc3ea 726767 d9430f 97f938 3bc080
b7bcc7 7345ff a2688e f0d20d 5e6c36 3bc173
6756e7 e1d7fe 887680 f3b7b6 b14e23 3bc536
b0b6b9 9e17f2 e865fb af1d82 4e6546 3bca33
4f82ce 606275 fbb7ff 996547 b6d600 3bcdae
5d4cf4 6f5782 d073d1 d31340 fad1a6 3bd005
c6cfe2 858186 d389ff b334e1 ab1409 3bd57d
7e9599 3bdefa be71fe 8e2895 d65f53 c2db88
3be9ea 868484 4585d0 c63a29 fcd63a a0c597
66a8a1 3bebf7 7f25c6 b865f3 d8354c b0bf1e
4a64d4 c095eb 933f07 e2e609 72ab5f 3bf1c6
578edc 665a77 fdbde9 e8294a a7ba9b 3bf338
3bf3f4 5c64f3 675482 9a87b4 91571a bcd58f
8fa0fb a13afe 8c3c6a e2d8c4 3bf525 3d7d34
6283a8 7a36d5 cdbdcb 9d1e52 917307 3bf664
3bf7f9 53606f ad3be0 ef5d43 e6cb29 89b79f
86a9c2 a162e8 cf3c73 f59732 4d6214 3bfbb7
4078b5 9ba6bb ee5f79 955928 d4af1a 3bfdbc
97b5dd 625cf5 dc5078 695e28 bcbf4f 3bfdc4
3c41f0 d2cffe b773c4 f38262 6f645d a8560c
3c41f3 7783c7 b5bbe2 dc6a7d e5cc83 7f650e
3c43ef 715871 f365ec ced50e 56853e 9ee4be
3c4cd6 a976bb b7016c bde748 3e9521 60d4b0
3c51e7 b894ef 6f5d89 a76f67 ef9129 8fd0ad
778eac 3c58cc f2beee e88a85 a6584b b0d305
3c59b2 6f6a76 beb5c8 df70ff 8ded23 5e9c52
bbcac5 7f92bc 3c5bfa 5e556d be5d17 e4a63f
3c5caf 7589f7 cea6c6 84646a c2632d 9ef24b
b5cadd 3c5d90 788ced 8e8492 c0263c fc6c58
8dabc9 3c5ffa a42374 c68a2a 746344 fbda49
5fbdfc 3c60c8 786b81 afa5ad b95e34 f5d43c
3ff2dc 879494 3c6266 3fa7e5 bf6725 c6cd08
3c645d 9e3ff4 ca9ed7 a53c0b db7b44 acf266
a35ffe 973380 e684c6 3c6702 8be719 54a171
4498a1 5dcefc 8855e9 a89e77 bce872 3c6727
63d3e9 3c67eb 87406b db2244 e3c9b3 97bd02
7e46cf f1cfef e56cc5 947e25 a2dd6e 3c6955
3c6965 8a94e1 7b4da8 c63118 f3ad17 99e0b0
8fbef9 3c69e4 735768 bb9299 f55a02 d8d951
79e3df 6e7bec 963f75 fbd576 7c9419 3c6a35
3c6de8 932d77 b598a5 cfe914 5e6445 6fad3d
3c70fc e2cfdb 883c77 ab968b 566f42 89d053
3c7179 85ecfe b118e9 e3b307 5b5f17 91ae9d
76afef 3c71d3 dddce1 ac0e45 de675b f5b511
5df1e5 8c48da c891fe cd6998 b3db52 3c7214
8f8bab 694f82 b831fb e7c3d2 f78870 3c7223
3c737b a6aef1 9f5df9 db2d33 e9d9d7 e7ad36
3c74ba e99de9 cc6a1e 716252 b3d13b 5ec398
3c7578 9874e9 9d2631 b38b2d bde11c 53c9a5
3c75fa d6d9f5 94778d 983549 e1b29b eb7300
626364 3c77cf a02303 cd6c0a c4bebb 7cf573
66c4c0 7130c8 db57fd 825161 afb21d 3c7806
3c79d9 c4cfe7 5b5773 b71b26 b39895 ff9005
6f18f9 cd97fa c23098 8cbb3b 3c7b3b 53f9af
80d1fb 9e46e5 c49daa df7b18 c4e95e 3c7c6b
811cf5 a46cc4 9f1d6d efbbbd 98d910 3c7e1c
65eef7 cd89fe 854790 819710 a5dd25 3c7e5c
3c7f80 7343bd ea76d3 b0b947 73850a 59f0c9
8c9b98 3c7fac a9cafc 962c51 efd3c8 b07e18
66c2fd 8f68df 8b327e f96200 ddde64 3c8269
8f78b9 8712cb b38209 bbd908 7bbf90 3c826c
c9b3f2 853ce0 a2106a ed54a2 7bea04 3c8346
3c839a 6fbbf2 7034e0 9c760e fec316 b1bab4
8bbcb6 3c85fd b91b83 ce8060 ecd202 5a6908
8f7dc5 62517c e8d5fa b4202a 66d621 3c8776
3c8878 7712e9 9c71c1 cfb0d8 b74a1a a0e608
7905ec e4d0fb bc66f4 97b718 3c8a3a 43e2b1
7f03ee ae99cf 8e5799 b1e20e 3c8b00 47e5a8
3c8bf1 751cdd d8c6da 864c7f d46274 57d43e
5f5f66 c99ff8 9a3ab5 de8994 87ed27 3c9009
a899bb 75478f a24301 dfa312 8dd4a4 3c9069
3c90cf 984b77 ae1f01 a99143 e7cd34 8bd7a8
3c92a7 9dd5ea ab0efd ec7f2b edcaac 62695a
3c9385 8f5ebf d8a0d9 af1a10 e56200 95d675
6e46be cc6ba5 844060 b3d107 3c9452 5ed0a3
a6a1ea ab40cd cca39c 5be71d 3c951c 525e53
516a71 62d5f1 3c95d7 ab1207 95825f bee669
632ced fb69f7 a5559a fad1de afe444 3c9661
a7d2f1 3c98db b03d76 eedc46 8da267 4a750d
9ad9e8 3c9be5 7c4881 c38c82 9dba1a 487723
a4dbed 5f53c1 a587de 845b73 dcbca4 3c9c30
c9dddd 3c9cbe 4851b2 a85677 c20327 fb6533
3c9cfe 7d5395 f5b2d1 923f1d b18120 c1e67f
afb2fc 7e6bac 9a3418 dac969 3ca174 53f4d4
3ca19e ccb6ef 9a37e4 ad113e ba9627 8af4ab
b2a9f6 9741bc f0bd1c 3ca262 4a6759 83e4be
3ca2e6 c4c4cd 5b3bd9 746677 cb5104 fdd149
5741eb 8c79ce d3b2d1 986825 abd67f 3ca784
58615f 3caab1 a734e7 ef7148 d6dab5 98fb2a
c2cbc9 3cabf3 8c8f9d 764e84 e23154 c4ad21
3cb3d5 556295 95757b b7441f b0b897 53ff38
3cb4df 7462e9 675d68 b7671f c1b493 bcef21
3cb7e7 633cec 7b6988 df5757 8b4400 a1f277
3cb7fd 7d3ef0 90306e e26976 ecbd0b 426d25
b796eb 8f44c7 bf6c80 b72329 ffd593 3cb80c
5e66f2 96698a bcadb2 496f22 c2eca8 3cc731
4a6665 a607ae f34ede 92903f d2d35a 3ccbac
7b54fb d4cdff 675578 a6804b f4c12e 3cd2ae
3cd3ee 4843f9 947294 c82b0b e88918 c9d69e
3cd8e2 a445fe b31989 bed66a 516905 65a062
4480ed ffb3f8 8c3778 d95829 b3afa9 3ce83e
555c67 b649d6 eec9ed fe1a1a 3cea79 98a89e
eb27c5 895035 b5903a d6e10f 3ceaa3 6b8d82
693ebe ee92d4 a07884 c45b0c 3cf25d cbe4d3
3cf5f1 7a88fe 9e98b2 6b4893 ff8c81 477238
bccde0 817d87 a948c0 e04a2a fbb409 3cf8a6
b2c1e9 60576e a069ec c7a79a 488c29 3cff43
3d3ffc 8070c1 d3cadb 97462a c2a126 42a28b
3d4bf7 606389 ddaddf df6c54 8b421c 73eb28
3d4cee a783e1 bd7581 edbcbe 487c19 63ba2a
63d1e9 3d4ddc 9a668f ba2b46 d4b22c 94a896
5299a3 bfd3f3 3d4fcd 6d6158 f9bd4d ae9465
6c7b82 4598f2 3d4fdf c2743f b4b2aa a4f176
9eceee 3d53d1 8386b8 b59b99 ae3e38 f9a22e
97aae1 3d53d6 8e4e6f ea635a a12117 5df577
bbe9e4 3d55eb 92889c dea2fe 7f4468 5fbc70
687672 b9e7ef 7da9bc 3d56d1 bb5b1d c9c796
a3e4f6 8d9aaf 3d5fdf cf5113 e6b256 5a5f5a
3d616a 409db7 901ff2 f0c2bd 876727 97c038
a2d8e7 3d616e b020f0 b13401 c4cc14 6e9e65
a6b9d5 3d61b9 827e82 e7bda2 f18719 6f5500
9f58c0 e7cceb d37419 8bf7ae 3d6258 6f9489
b47aff 7f48aa e7a9c4 c16015 d6e39a 3d6452
b1c7e7 bb45d4 e0500d d9ce2a 999a8c 3d6452
5ba5a9 3d666a 90e5f5 9759da 99632c d2d283
7aa4c6 3d669b a45930 ddad52 959088 c1dbc7
6840ff fe78ec b85a6c cebab6 3d6704 6bbe14
bab5d9 9e5fbc cf5d63 fccfc0 3d6704 7df111
8ca0b0 3d67d7 89460d e98c37 65e4b4 616562
ab4cf3 fb77ce fa2d6f f3dd46 3d6823 a6d5b8
87b6d3 3d68ed 962f6e 97756e f32b03 d3c04f
afe3e8 855f7e ff66f4 e4cc97 3d6a23 4da528
d1d5e7 a824f1 e27b9f 9f5814 5bc638 3d6a5e
cccddc 8672f7 c04176 c39b2c 3d6b06 43f895
bce7e4 51b7ea 626c74 3d6be2 d5664d ecb333
c0b1d7 a140c1 f0506a f7b107 3d6d00 52eea5
816da5 ef97e2 b7db28 3d6d1c 61b277 64f8bb
8188f3 9b0a94 f9becc 7f911e 83db4b 3d6e5c
ad96fb e3c6e2 c4039d d4850c 84de90 3d6f48
64e0d3 803a8b c564c7 f2d01a 98af6e 3d7053
