# colors_mcd20_mld2_nc6_cvd100_minj40_maxj90_ns10000
# Python 3.6.6 |Anaconda custom (64-bit)| (default, Jun 28 2018, 17:14:51) [GCC 7.2.0]
# NumPy 1.15.1, Numba 0.40.0, Joblib 0.12.3
05d274 0046ff dddae2 7a5396 e088db c62b45
90492e b6863c ebc35a 499aa9 d1d3d7 3a3bfe
755f25 97a764 93f978 3a42fb bc6ede f3c2e9
8f6836 d68e0b f6d670 aad5f2 7588ac 3a44f7
ca4423 84e471 666877 3a46f2 7f7ef2 c6b8d9
e7d9d8 fc9e59 786304 6198f2 3a47e4 bb4f85
eaa678 946c2c 3a47f9 8580c0 cbb5e6 b61173
816f49 c6b116 9ce9c1 6c8ab6 535b6b 3a49fc
d4c038 4ba58e 94e6d9 3a4cd9 9379b5 a43a47
6b7756 7abb27 3a4ff2 d9d3dc da71d8 a10878
944032 ed8309 6f94d0 3a50c5 696973 c5c1cd
52d94d 3a51ff 8890d7 eec5f2 9f5065 d3091c
cf8276 826723 5cdc1a 667d91 3a52fc dab7da
be5426 95dd70 3a54e2 8e90d4 735e77 ccb5c1
7f594c ccd746 41a40f 3a56d1 9f87c6 fb9ba6
8f776c f37b36 54e0af 3a57b5 8589c6 bc0210
63745b 61ad4d 7eeedb 3a57fc dda3ff a76b9b
e78970 e2ce09 96cbd4 3a58fe 947bb3 bf2c66
b3692e dca81a 82e1a7 7791a9 3a59bb ecd5f3
f1da37 588928 92dfcb 3a59fa c094fd d56897
b44329 eeb102 aca68e 3a6072 b0cdf5 897adf
fac99e 79bc1c 3a60e5 b78acb 734b77 c74c57
6b6142 e7c925 a99007 92f5c6 3a6182 f555e6
7e5735 d07803 bcb08e b9f163 689ff5 3a62db
907738 aebb0e 68ceaf 3a6486 da1afd f7a0f9
f06604 3a654b 78dba6 5a9984 9164ac cea7d0
768727 53ee7d 68a396 3a655e e8caf2 d049cb
955b50 df7529 9af75b 3a659d 899df3 c0b6c0
8d850a acf36b 3a664e 669da8 f2bdf9 a30aac
ea6442 ddd35a a1baa7 61f2ff 3a686e 9f3fe3
e6421a d0e42e 3a69c5 979cca b87d86 953d44
ffd839 90914b aed8a8 3a6b59 42d1f1 7b4ec1
874940 ca7014 c1e203 6fa383 3a6c93 d896d8
dbd649 3a6e15 98ceca b894f9 b717de f0286d
75513b d2df34 85a52d 3a6e99 bc82fb f5a4c6
7eae07 3a701a 92f376 a448d6 f07fd3 9a2260
c53a32 bade37 5cd3ea 3a707e a859e5 e68c92
82f011 3a71fa e7d3f2 a61b7e c1769c fe112a
ae0202 c68c5f d6db46 a3e9e7 3a71fc 91919c
b22800 867d6d 3ae338 3a7290 f129ff efb0d4
3a7331 6cc761 d3dedf 9d36b9 605661 c48bb8
b87128 3bf119 3a73e6 6c6b81 cea1b8 a21f3a
c38675 6d7016 78e7cd 3a73f3 c3b1f5 863b79
9b3e29 dc6b13 d4c1a7 3a747b 93c4e4 9160d9
963634 e8dc1c 8a9b50 3a7584 71adbe ae23ed
d64105 baab76 cced27 3a7666 9cbbcf b638c6
91f72e 63af3b 3a7826 af91fb 7d4f7a ebb5d3
f63204 fdbc41 96e8cf 3a78e6 9e8a92 a31929
e2d89e 97aa0b 3a7952 a8d7dd 8353d2 b4739d
c5ba13 5a6f1c a6ebc1 3a79fc 9b266a c36e8b
8d564d e7d145 879312 79ddd9 3a7a9b eb8893
c41509 a9b1a2 89fa34 3a7c85 831efc c879f1
8ae402 5b7e4e 3a7cf9 ddc5f6 a23a78 f78aa2
a2a582 637d08 a7e23a 3fc9e2 3a81ca 7e4a6c
89463d 868b22 9ad533 3a827d e328ef e7a3c5
c42517 b7a228 e1e55e 3a836f 9bbce9 915fd8
705e5e e5cf00 3a8603 9ab3a4 92218a f956e9
bba37f d2e958 3a8a18 7abdd6 8b6edb a61b6d
998782 e67905 6e571b 89e289 3a8bb6 e1dae9
9fbe37 3a8c3d a1d8ef 605868 a920eb cb8b9c
825424 f3d785 96b005 66cdd7 3a8dd0 c37f8e
b65423 968d82 ccd862 78dcc0 4e626b 3a8de4
b9afab 87470f d28e36 656c65 3decf4 3a8dfa
c3c03b 3a9125 91d1ec db4ae9 8f2d85 987c83
ceb335 3a9257 9cd5b8 8312e5 f94ff6 a8398a
886910 8bb129 62fe94 3a9582 8b61da d7c5dc
e8c062 3a9634 a7e0df 7843f0 a882b7 765658
87472b ce945b cbdee1 3a97f2 6c7076 514be5
3a9830 4eeb66 810ada af6fd4 eca8d5 94425a
8d8d23 b5cd40 3a99de 5e4db9 aa496a f995a9
f9cbb1 e0863f 3a9b95 b5b6ec 8a6dde a24f55
eea5a4 5e6000 9ddf06 3ceff8 3a9bce a76674
d0d21d 94efd6 3a9cf3 8b8793 81369c d6383d
9e3524 ce7205 9bee7b 3a9cff 8c819f debee2
a79c98 3a9f26 43e859 c7cee5 a43ce3 a52e75
e13a39 f1bc4d 3aa2e7 cfd5da 5c47f1 91366a
d4da37 3aa65d b0eae7 4e6060 8949c5 ea73c4
cdcdba 85fd47 3aa94f 671bfc bf7cf2 864e71
dc560b 73ef90 596a61 3aad7a 9c67be c4aec6
eda554 b26c17 c9ddd3 477474 3ab2fb 8c17ce
6e5e45 d6b308 c4dae1 3ab3fb 5c5df5 ca5a91
d0dfb3 4e5f44 3abb30 ab2ef5 d197d9 b12c85
4b7b3a 3abc35 73fd8e bbc4ca d02fc0 824d6a
b21803 718365 3ac40e badae8 c299f9 92208f
bb9797 c3ec9f 478c22 3ac4dc 845bd1 b02e72
ab9a6a 5d6028 b8e16f 3ac7c1 837adb a24b75
3acb5d d5dcd7 722cd9 d75de5 816281 a03e46
795c32 fabc47 a3a68b 3acbd6 4b858e 9045e4
d7522d b7e026 3ad2f6 7150a5 7f4957 faabad
736106 929187 c3cbb4 3ad400 4b5e60 7085d3
fe6a34 dcdfbd 87928a 3ad4eb c320d6 755d77
dc6201 6a5e47 c9d46f 479690 3adee0 c96ce6
725c17 c2e77c 3ae2ec 4455af 8787c2 e27383
f0b84c 6d7509 448b75 3ae9d8 b39efb 941a97
a66723 3aea98 456157 52939e 8654d3 e5c5f9
f19f22 43642f 3af0a8 a1a2bc c24af8 bc277a
bbde59 4bb085 3af7d0 6f66d4 eaacfa 6c6268
ca4e10 cecc30 63afa7 3af8f2 3f6e74 9d41e5
bb7d24 d4e0bb 3afc1d 5ca0aa a233f8 8b2f86
c28604 3afd42 bfcac7 4c9194 764dae b32c4f
70be50 3affc2 3f5fb4 a28cb8 e8c3f8 b8213e
d38d0b 96b892 458257 3b3efe 7b5ba0 f9bfe4
7e5934 60b713 76fc9d 3b3ffb 766bb4 beb8c5
a66759 b6c417 49fab4 7590e7 3b42fc 625e89
946b2f eace17 4bc9a6 6e87a6 3b4bf1 c1c1f9
dea146 756851 7df9c4 3b50ed 8585df cac7e9
f02909 d8ae7b 66826b 87b8c4 3b51c7 ac7af8
dbb239 607434 8ebcb5 3b52c2 af92e2 97617b
fecc33 979d46 9ad5cb 489eca 3b53bb b00d1b
bb9504 7bfa10 3b54ec 7c7eb7 dbc5da b7366c
bc6457 d4ab15 a3f59e 3b57ae 7a8fe6 d9d2e4
a9532d eda477 4f98de 3b59a7 ecd4f2 8e7d85
c6871e c4d87e 75b3f3 3b59c1 717188 bb1142
c13a05 eaa343 626e5e 79bfa5 3b59dc ba87ea
6f5955 d12700 a58f70 c5dc88 3b59e6 f683d5
9a2d27 cf7250 bbd114 73baac 3b5af0 6f717f
a18210 ecd311 9d9f9e 56bbea 3b61e3 a5133a
718e1f cbdcc5 5eea44 3b63ca d6a3dc a4637b
b6d427 4b6930 75a667 4fffba 3b63d4 f07ab9
9f621f c8c64f a8dcf5 7f878b 3b66e3 6c517e
fac02a 8f900c 3b672e 8dbcb6 7b46a5 cf62f9
b7ac90 87c904 3b683b 70edff 827ff2 894c77
bb5252 edd7d0 76e754 3b68e5 525972 a59ec6
ce8c1c f7da01 3b691d 8ab6e4 9625c8 e2307f
86442c d15f04 d3de86 8c9da6 3b6990 cf80fd
f0b723 776e18 6fa972 3b6c5f c1ccda 9569f8
3b6d00 58f302 8379ea a33b82 bc8ba9 e7d7d8
94c36b 3b6d2e 96899e b739e6 66526a facfd6
8b8887 cac678 3b6d33 62f8e5 98afe0 ac49c0
e6c7b4 849344 c2f046 3b6d5a c272df 8927a1
ce4b02 93e832 86a18f 3b6e71 a541d6 cc96e4
f7c960 8fc4ac 3b6ecb bca3e2 9a3771 ed0553
90964e 416812 98db9e 3b71f6 e0a6fb 98576f
bf8e8a f0cfad 669100 8ecbf4 3b73c9 8b4f52
dd7826 e6be9d 4e5f4e 8be1f0 3b73f3 8f8a92
cacb3d 3b7401 869c82 60c9da 8e48d6 93366f
a33304 ea8b21 e8e08a 7fc2b4 3b746f 9e79c0
c68006 73e776 3b7558 d6dcdc bf92e0 9c3ece
92968e 3b7620 63df7f 483cfe 985da4 d3c8d5
eee146 70991f 56dfae 3b79d1 beb2e1 955863
ffd611 87c073 3b7c41 d146f6 b6a1b9 78497b
ab1c00 77655e e5dba9 9faa38 a2beeb 3b7de9
e0a680 3b7f11 b5c3d2 7521fe a767e5 7b4a63
bf9540 d1cdab 7cfa1a 3b81a5 a7a8f7 ba0361
cdb044 4d6a1d c9e0bf 6de2f3 3b81d1 c5647d
93cb19 3b8425 74fcb6 5e5a62 e0bae4 e12fcc
a9a3a3 d52009 fcc13d 3b84cc acc9f4 615c6f
90853c b0dabb 3b857d 812ff3 e9c7f8 d564d6
c71a07 dce718 a1a74f 6decb8 3b87ab 705d5e
90574c cc9734 b8dbbf 3b8997 62bdf4 733ab9
8f6a05 48f986 3b8a82 7900e6 cebdd2 e73ce6
65645a bcc91d 3b8b07 abddcd 6431ea b16caa
fd7e4b cfe5b2 86d8e1 3b8ba1 8428db bb152c
72712c 9dc226 3b8cba a4dcfd 5e41c5 d4999f
deda8d 3b8d3e 5a5b5c b3d3f3 9d55f8 fc7daa
794e4c 3b8f06 5cd223 cce4c4 8a67ec b9a6b4
fbdb1c aeab58 3b8fa5 98d2e4 8819fc c63e62
d4d672 93a125 636937 3b96a6 88cbe6 a737f8
c60d06 e6cebb ee9914 3b9776 9cbde9 a162c3
ee7322 f1d67a 91baae 3b98fc 614dae 7a6272
cdd2bc 6ae533 3b9c33 8d4df8 f968c4 7c5763
9e4c21 a5ab03 99d3ac 3b9c7c 5b5c97 ee7ed3
e97b06 50632e 3bf1ae 3b9ea6 ab25f6 ebaffe
a5d263 3fecf9 3ba1e5 4c5bbb bc939f e7082a
c2411f 96c755 3ba282 4d6270 9074cd fabfd4
a56f2e e3cf3a 96f0ce 3ba288 b6b1ec 6c5caa
f0d1d1 dd8254 686116 3ba4bb 864fef b80a75
d6bd09 a3cfe7 3ba5f9 87929b 6350b9 e93d55
824938 af8923 f2cc31 aac8a1 3bb8cc 5a6da1
776654 cc8714 f8d33e 3bb9b1 7f5fdb 9e2c7b
afcd1d 62fdcb 3bba98 7466c3 d095e4 c40243
ac2112 93a800 a0f561 3bbcba 835499 c17375
726767 d9430f 97f938 3bc080 46659e ddc3ea
f0d20d 5e6c36 3bc173 b7bcc7 7345ff a2688e
f3b7b6 b14e23 3bc536 6756e7 e1d7fe 887680
4e6546 3bca33 b0b6b9 9e17f2 e865fb af1d82
996547 b6d600 3bcdae 4f82ce 606275 fbb7ff
fad1a6 3bd005 5d4cf4 6f5782 d073d1 d31340
ab1409 3bd57d c6cfe2 d389ff b334e1 858186
d65f53 c2db88 3bdefa 7e9599 be71fe 8e2895
868484 c63a29 fcd63a a0c597 3be9ea 4585d0
b0bf1e 66a8a1 3bebf7 7f25c6 b865f3 d8354c
933f07 e2e609 72ab5f 3bf1c6 4a64d4 c095eb
a7ba9b 3bf338 578edc 665a77 fdbde9 e8294a
91571a bcd58f 3bf3f4 5c64f3 675482 9a87b4
e2d8c4 3d7d34 3bf525 8fa0fb a13afe 8c3c6a
917307 3bf664 6283a8 7a36d5 cdbdcb 9d1e52
ef5d43 e6cb29 89b79f 3bf7f9 53606f ad3be0
f59732 4d6214 3bfbb7 86a9c2 a162e8 cf3c73
955928 d4af1a 3bfdbc 4078b5 9ba6bb ee5f79
695e28 bcbf4f 3bfdc4 97b5dd 625cf5 dc5078
f38262 6f645d a8560c 3c41f0 d2cffe b773c4
e5cc83 7f650e 7783c7 b5bbe2 3c41f3 dc6a7d
ced50e 56853e 9ee4be 3c43ef 715871 f365ec
bde748 3e9521 60d4b0 3c4cd6 a976bb b7016c
a76f67 ef9129 8fd0ad 3c51e7 b894ef 6f5d89
e88a85 a6584b b0d305 778eac 3c58cc f2beee
8ded23 5e9c52 3c59b2 6f6a76 beb5c8 df70ff
be5d17 e4a63f bbcac5 7f92bc 3c5bfa 5e556d
c2632d 9ef24b 3c5caf 7589f7 cea6c6 84646a
fc6c58 b5cadd 3c5d90 788ced 8e8492 c0263c
c68a2a 746344 fbda49 8dabc9 3c5ffa a42374
b95e34 f5d43c 5fbdfc 3c60c8 786b81 afa5ad
bf6725 c6cd08 3ff2dc 879494 3c6266 3fa7e5
a53c0b db7b44 acf266 3c645d 9e3ff4 ca9ed7
3c6702 8be719 54a171 a35ffe 973380 e684c6
a89e77 bce872 3c6727 4498a1 5dcefc 8855e9
e3c9b3 97bd02 63d3e9 3c67eb 87406b db2244
947e25 a2dd6e 3c6955 7e46cf f1cfef e56cc5
c63118 f3ad17 99e0b0 3c6965 8a94e1 7b4da8
f55a02 d8d951 8fbef9 3c69e4 735768 bb9299
fbd576 7c9419 3c6a35 79e3df 6e7bec 963f75
cfe914 5e6445 6fad3d 3c6de8 932d77 b598a5
ab968b 566f42 89d053 3c70fc 883c77 e2cfdb
e3b307 5b5f17 91ae9d 3c7179 85ecfe b118e9
de675b f5b511 76afef 3c71d3 dddce1 ac0e45
b3db52 3c7214 5df1e5 8c48da c891fe cd6998
f78870 3c7223 8f8bab 694f82 b831fb e7c3d2
e9d9d7 e7ad36 3c737b a6aef1 9f5df9 db2d33
cc6a1e 716252 b3d13b 5ec398 3c74ba e99de9
b38b2d bde11c 53c9a5 3c7578 9874e9 9d2631
e1b29b eb7300 3c75fa d6d9f5 94778d 983549
a02303 c4bebb cd6c0a 7cf573 626364 3c77cf
afb21d 3c7806 66c4c0 7130c8 db57fd 825161
b39895 ff9005 3c79d9 c4cfe7 5b5773 b71b26
8cbb3b 3c7b3b 53f9af 6f18f9 cd97fa c23098
df7b18 c4e95e 3c7c6b 80d1fb 9e46e5 c49daa
98d910 3c7e1c 811cf5 a46cc4 9f1d6d efbbbd
819710 a5dd25 3c7e5c 65eef7 cd89fe 854790
b0b947 73850a 59f0c9 3c7f80 7343bd ea76d3
efd3c8 b07e18 8c9b98 3c7fac a9cafc 962c51
f96200 ddde64 3c8269 66c2fd 8f68df 8b327e
b38209 bbd908 7bbf90 3c826c 8f78b9 8712cb
7bea04 3c8346 c9b3f2 853ce0 a2106a ed54a2
9c760e fec316 b1bab4 3c839a 6fbbf2 7034e0
ce8060 ecd202 5a6908 8bbcb6 3c85fd b91b83
66d621 3c8776 8f7dc5 62517c e8d5fa b4202a
b74a1a a0e608 3c8878 7712e9 9c71c1 cfb0d8
97b718 3c8a3a 43e2b1 e4d0fb 7905ec bc66f4
b1e20e 3c8b00 47e5a8 ae99cf 7f03ee 8e5799
57d43e 3c8bf1 751cdd d8c6da 864c7f d46274
87ed27 3c9009 5f5f66 c99ff8 9a3ab5 de8994
a24301 dfa312 8dd4a4 3c9069 a899bb 75478f
ae1f01 a99143 e7cd34 8bd7a8 3c90cf 984b77
ec7f2b edcaac 62695a 3c92a7 9dd5ea ab0efd
af1a10 e56200 95d675 3c9385 8f5ebf d8a0d9
b3d107 3c9452 5ed0a3 6e46be cc6ba5 844060
cca39c 5be71d 3c951c 525e53 a6a1ea ab40cd
ab1207 95825f bee669 62d5f1 516a71 3c95d7
afe444 3c9661 632ced fb69f7 a5559a fad1de
eedc46 8da267 4a750d a7d2f1 3c98db b03d76
c38c82 9dba1a 487723 9ad9e8 3c9be5 7c4881
dcbca4 3c9c30 a4dbed 5f53c1 a587de 845b73
fb6533 c9dddd 3c9cbe 4851b2 a85677 c20327
923f1d b18120 c1e67f 3c9cfe 7d5395 f5b2d1
9a3418 dac969 3ca174 53f4d4 afb2fc 7e6bac
ba9627 8af4ab 3ca19e ccb6ef 9a37e4 ad113e
f0bd1c 3ca262 4a6759 83e4be b2a9f6 9741bc
cb5104 fdd149 3ca2e6 c4c4cd 5b3bd9 746677
986825 abd67f 3ca784 5741eb 8c79ce d3b2d1
ef7148 d6dab5 98fb2a 58615f 3caab1 a734e7
c4ad21 c2cbc9 3cabf3 8c8f9d 764e84 e23154
b7441f b0b897 53ff38 3cb3d5 556295 95757b
b7671f c1b493 bcef21 3cb4df 7462e9 675d68
df5757 8b4400 a1f277 3cb7e7 633cec 7b6988
ecbd0b 426d25 3cb7fd 7d3ef0 90306e e26976
ffd593 3cb80c b796eb 8f44c7 bf6c80 b72329
496f22 c2eca8 3cc731 5e66f2 96698a bcadb2
92903f d2d35a 3ccbac 4a6665 a607ae f34ede
a6804b f4c12e 3cd2ae d4cdff 7b54fb 675578
c82b0b e88918 c9d69e 3cd3ee 4843f9 947294
bed66a 516905 65a062 3cd8e2 a445fe b31989
d95829 b3afa9 3ce83e 4480ed ffb3f8 8c3778
fe1a1a 3cea79 98a89e 555c67 b649d6 eec9ed
895035 b5903a d6e10f 3ceaa3 6b8d82 eb27c5
c45b0c 3cf25d cbe4d3 693ebe ee92d4 a07884
ff8c81 477238 3cf5f1 7a88fe 9e98b2 6b4893
e04a2a fbb409 3cf8a6 bccde0 817d87 a948c0
c7a79a 488c29 3cff43 b2c1e9 60576e a069ec
97462a c2a126 42a28b 3d3ffc 8070c1 d3cadb
df6c54 8b421c 73eb28 3d4bf7 606389 ddaddf
487c19 63ba2a 3d4cee a783e1 bd7581 edbcbe
d4b22c 94a896 63d1e9 3d4ddc 9a668f ba2b46
6d6158 ae9465 f9bd4d 5299a3 bfd3f3 3d4fcd
c2743f b4b2aa a4f176 6c7b82 4598f2 3d4fdf
ae3e38 b59b99 f9a22e 9eceee 3d53d1 8386b8
ea635a a12117 5df577 97aae1 3d53d6 8e4e6f
5fbc70 bbe9e4 3d55eb 92889c dea2fe 7f4468
bb5b1d c9c796 687672 b9e7ef 7da9bc 3d56d1
cf5113 e6b256 5a5f5a a3e4f6 8d9aaf 3d5fdf
f0c2bd 876727 97c038 3d616a 409db7 901ff2
b13401 c4cc14 6e9e65 a2d8e7 3d616e b020f0
e7bda2 f18719 6f5500 a6b9d5 3d61b9 827e82
d37419 8bf7ae 6f9489 3d6258 9f58c0 e7cceb
c16015 d6e39a 3d6452 b47aff 7f48aa e7a9c4
e0500d d9ce2a 999a8c 3d6452 b1c7e7 bb45d4
99632c d2d283 5ba5a9 3d666a 90e5f5 9759da
a45930 959088 ddad52 c1dbc7 7aa4c6 3d669b
cebab6 3d6704 6bbe14 6840ff fe78ec b85a6c
fccfc0 3d6704 7df111 bab5d9 9e5fbc cf5d63
89460d e98c37 616562 65e4b4 8ca0b0 3d67d7
f3dd46 3d6823 a6d5b8 ab4cf3 fb77ce fa2d6f
f32b03 97756e d3c04f 87b6d3 3d68ed 962f6e
e4cc97 3d6a23 4da528 afe3e8 ff66f4 855f7e
9f5814 5bc638 3d6a5e d1d5e7 a824f1 e27b9f
c39b2c 3d6b06 43f895 cccddc 8672f7 c04176
d5664d ecb333 bce7e4 51b7ea 626c74 3d6be2
f7b107 3d6d00 52eea5 c0b1d7 a140c1 f0506a
b7db28 3d6d1c 61b277 64f8bb 816da5 ef97e2
7f911e 83db4b 3d6e5c 8188f3 9b0a94 f9becc
d4850c 84de90 3d6f48 ad96fb e3c6e2 c4039d
f2d01a 98af6e 3d7053 64e0d3 803a8b c564c7
89e610 3d7125 7a21d2 e9c8f0 f152f0 9d6587
f1a863 3d7137 ace4ee 8796be 665470 a90fe5
dfd5cf f5af4e 9ab8da 3d72c2 922b6b de3762
8d4510 a6970d 7fb099 3d72c6 d9d1f1 6c5f6e
b27c14 dfbd67 3d7459 bacbe5 ae88f4 9701a3
d9847d 60610d aff409 3d76cf e8c7f8 b23575
ffb9b9 bbd030 3d7742 9fc1e9 ce51e5 a0016f
fabb2e c5c2ba 3d7833 9fbefc 721be6 b36aac
996830 d9b000 b9cfac 60b5c2 3d7884 8e5ef3
dd4441 f9d2bb a2d32c 5cb7c1 3d78a1 95355d
84604a f1bf5c ceded4 3d78d4 93a3bf a60878
f1aa73 b26501 585e44 3d7bc9 bbc7f2 998f98
c21b02 f5c90a 95c8a9 3d7ded ae7491 824252
775300 8af7bd 3d7df3 7b6e90 cab0e6 f45f60
dfbf19 3d7e22 8be9e5 729dff 7e499f fe7a90
b53619 cc9a25 80f2cc 3d7ffe b4b3fa 926385
eace27 80f8b4 3d826e bfc0e0 9479af 8b1ea5
775518 b6ad1e 3d8275 9aece0 8e45dc f165bc
efd9b4 828211 8ed409 3d8283 8100e5 f074ea
979818 cedb13 3d8675 5bbec5 c033dc ae132c
804b44 cc8a67 cbcf28 94c3e2 3d86ff 6a5986
e5938e d2d22a 3d8836 6eb3d6 a024a2 6c5960
c9530f 9bcf54 3d8bdc eeb7de 7b516c b1848b
ab634a fa862e 90f2a8 3d8cf6 6a6784 c8a7c4
af793b e7c85d 6dceb6 3d9095 aa96f6 9241e7
ad9c74 87e130 3d94a2 934bf6 a74b64 fec1cd
f2c4c0 6a5951 3d9504 58e523 8327fc d053a6
a4351b 99a305 a1f223 3d9671 b71bdd f184ca
9d4240 e7d344 a8990e ade9f7 3d98c4 4b5c7d
9d6b3e d4b049 949a99 9ee8e6 3d9deb 44668a
e0a46e 9a6b25 3da5a4 badcf4 6140e3 a3005f
6c6f64 3da73b 5df972 d4dff3 df2dc6 b1a4a8
8ae905 3da80e 6f5bcf eab2e3 f55a9a aa1846
c8c162 3daea8 bee5e4 6339dc 9876e6 b36166
ddd47c 787629 3db396 3f6760 b3c8f6 dd26b0
c34923 dac9ba 9fed27 3db4c6 6a62c9 7e4660
bd4305 eea409 848971 b2ecb8 3db6ee 446bac
eed0b6 666f35 3dbd4e 957df4 6e0ff3 a75590
d6e692 3dbe11 4df2f8 9552da f782a7 ac445f
c47164 e0d30c 3dc3b8 683df4 806a95 87434c
bb1306 f5d90f 3dc471 426574 b6bdc6 b64bea
e23727 a0f94b 3dc48b 627586 c055ed f7a5ef
c98548 3dc8a6 437e80 9f5bd7 f0aeff b0223d
e33610 f5ad81 3dcdfd 636a79 a546d6 94363b
3dd420 3e6d88 a96bfa ddb2f3 a21444 d46f76
796830 86ab31 bcef68 3dd8d7 7718e1 d7379b
904a26 d6721c bfdc2f 3ddfa8 7d8d94 a861d6
82775e 79a61c a7e42d 3de2d0 d64ced 982c72
c7c360 708e35 3de9e6 4da3be 6a45e0 b33173
8a6827 afa525 3df5b5 4d4dea f076e4 cb297c
bcc185 80873f 3df9ed 7faaf0 4d6fc7 a8105b
f5d2b8 3dfa03 428d38 aba6f7 8e3ff6 8c538e
e66828 76533c 988b7f 3dfa25 6180c7 c5c5eb
6ca527 3dfb95 7756de 835278 cbb2c2 aa101d
76501f b18620 dcd896 6fbad4 3e45fc 76699d
895d48 e3b63f 91f0cc 3e47fc b10878 f35ab9
e2a648 737a4f a1d9d7 3e50da 9688e9 924f7b
bb1600 c67f73 b5e269 3e55c5 8a7798 f6c8f5
f63d00 a9e902 48b387 3e57b2 d692e4 aa394a
d68b54 d5da04 64f7d2 8badd8 3e59a9 c31c53
c5370f 94d419 3e59ea 7f84a0 f7c4f3 6c5154
568712 4eea64 3e59f4 9c8dfa 7c477d d6a7bf
b26b40 d2b425 b8e4e7 3e5f8b 6a93d9 8d898d
b9851b e4c814 66684b 8ff2d1 3e5fa1 af81f4
bd7015 dde14d 4defd6 3e6166 7da1c8 8f26e1
f59c64 766a1b 3e616d 88c8f7 8775e5 aaa0a2
cb6006 fabe1c 77836e 3e6189 d8dee7 c183db
907e3c c9b455 54a298 3e6361 bfc8ed 783bcb
685902 e3d57a 90aa08 74b0c6 3e65f6 c55873
836002 c7ad23 c7dfb4 3e6655 6fb3d9 8257d0
c78a7a b84f18 ecd493 6de5e5 3e667a 9132f9
f49b8c 9c674c a7f00d 3e6698 9a94fa cbb7d1
9d5647 fb640a c4aa90 63d5da 3e677d 8a6efe
f2d472 64dad5 3e67f4 923064 a4888e f11b32
b8bb35 3e6837 b3ecd4 4777fd 994186 e76592
885810 aa9356 edd17a 3e6860 83c7dc 886dc3
faa239 6b5717 3e6a9e 958cfa f3cde2 dd4f6f
b1955a e7dd97 3e6b29 bbdaf5 8f7dd7 7f5472
933624 c57011 d2e49c 737879 3e6bdd e295eb
d3c71e 7d9d56 3e6c08 7ae7f0 a75ac7 ae286b
81805f 5bd521 3e6c78 d2dadd 7b30cc d680ed
b99658 c2eab8 78afc8 3e6ee0 6e687e a3393f
bb9128 ebd444 68653f 8fb6a5 8bf2f4 3e70b9
d8d6d6 978988 84582e ea7e01 4ec0ec 3e70c2
c1c111 3e713e 57f0b9 a39cef 7c3eb0 c47a8e
919106 b3e649 3e7159 ad1dfc f6cdfb e77aa8
49db2f 3e7255 d7cbf1 9920fd bd6ec3 903088
9b9905 d0e828 3e7344 b0a9ef 9640f6 dd7f97
b3c168 a9e5f6 3e73e6 6f4a7b d188a8 e42438
c51200 e77f70 f5de17 71ddd4 3e76e7 913560
ad1d04 d88404 b7c591 3e7765 7dbde6 a625e1
f8c5c4 878f1a 9ae03e 3e776b 8d00b7 f33dd7
d7d8c9 88ad6d 3e7857 7d35de b570cd fea6f2
8f4909 ded8c8 43df2b 3e7865 db31eb ba94b4
f0bfbe 436732 3ed721 3e7cfe beb7f0 bf6a80
b32f0d dfa71d 88f2a8 3e7d6d a69be6 9e3ffb
fdd10b aabe99 3e812a 41e1fd a748cf aa0671
cc390e c7ee2e 82bd7b 3e81e3 766182 cda9d3
86544d 92b608 3efbb9 3e839b 902dfe ecaceb
9c6307 92b462 84fa3d 3e84e3 6a666e debbd7
cec1ad 83eb2f 3e853a 955fe7 e886c9 7f546d
f3d2ae 748d15 3e86ab 9db5f4 811bdb 944750
ab7d24 dbe051 3e8887 90cfe3 8956dd 9f2030
8e4a49 bce37c 73a750 3e88fd 836a96 e396b5
d35847 68dc5e 3e89c8 ddd7f4 7e5072 ae979e
c4d595 3e8a02 9cebe8 7814e2 b05df1 d8608e
df6738 9fed81 3e8a90 8752db e0b7eb 864f53
e1605c aa1a0e c6c80d 8ed9da 3e8abd 8a566e
3e8b29 5df46f ded8ff ab95f1 615094 d59dad
98b060 4d6044 a7eec9 3e8c8c a719e3 eaacf9
965833 c0d053 54f2d7 8e9cae 3e8efa 3f6091
b78753 e5c9a1 4cd5df 3e8fa1 6b43cd 9a2454
d6b667 6f5d07 55e7d8 3e93a5 8f52fd a73767
beaaa5 e0863d 61625e 92fc0f 3e93d0 c80b0e
d4c667 3e9534 bfe2d6 62baed 6845a6 cc7797
b23528 e0cf81 9aa005 617171 9be6f9 3e95c9
fa6e54 a83703 7de3ee 3e95ea 584fae 936d7e
b44e15 99fb22 8db06c 3e97f5 6c5e8a f1b9e5
b83b1a c5b80d 8de3c4 3e99e6 7041b7 ad6f8d
406a18 98d67f 3e9a72 7e49eb e9cdf4 b17baf
87873b d5e753 92e4bc 3e9c8e e98cfe 9236a4
e7cd0e 3e9f4f c2c6d1 523ee3 ca6de2 7a576d
3ea411 486645 4ffeb9 874af3 845182 ae9caa
9a5712 e7e424 9ead58 97d6be 3ea5af 5d666a
d27530 e4d316 9aad9c 466153 3ea6e1 943591
73f95a 3ea832 4259b1 bf77fd 716d71 d7cdd4
bfdf3b 3ea846 595c60 415fbe a38dcd edabb3
