# colors_mcd16.0_mld2_nc10_cvd100.0_minj40_maxj90_ns10000
# Python 3.6.6 |Anaconda custom (64-bit)| (default, Jun 28 2018, 17:14:51) [GCC 7.2.0]
# NumPy 1.15.1, Numba 0.40.0, Joblib 0.12.3
0046fc 01815f 0ec584 67fae8 7ab508 85790b a11196 b6ec41 cab0ff ff1eb5
168b47 684dc8 69f13d 7b4275 85adb4 bc6bfb cbbafe e70902 edd5b6 ff4d83
168d7e 2ad5f1 71ba2e 7315fa 846038 91ee2c a51894 c5abac d5e4b7 e232fa
169094 712df6 714993 7fe0ad 8b8be0 a86700 bfb6cf cb205b f2d414 fb685c
1690a9 2b686d 3aebbb 91aef4 97ab1b aa19dd bd7f74 c0e5fc cc3306 e0dd5f
1690d0 32ceaa 526a81 69750e 7797a1 84494f b2bdf2 b3af4b bd7169 c8f005
16917f 52f69f 7634e8 85b4da 865d9c 9976f1 a0281f b7b6b6 bcf032 e44627
1692b1 2fe99e 567c21 91b049 92aafb 9408e8 953e60 a9ec11 b68d8b f5cfe8
1692ff 35cdf6 66b844 6d6c84 8839ba 90f802 aa6c61 d03703 ded29b e795ae
1693fc 3f6613 45cafc 604de4 6a934c 77c52d 80fc75 97748b a1138a d6c2cb
16955c 5d33fd 5dc9df 755a6e 7668b5 968ff9 ade8b5 c02206 c09b15 d5d755
1695f4 4de89a 5353de 78c00b 8f7e04 a70729 b2487f baf241 d6b5df e6779c
169996 1ffdb2 6ac3a9 8027b9 8d6f0d 97a933 a24064 b9de20 d9a5e4 dd54fc
169a7a 40d8f0 858da8 8c418b a50739 b7b97e c5581b c9e5de e946fa f3ce1a
169a7f 19ccad 726a92 7dfc9d 8a20c2 95d511 978ee1 bb0f46 d8c8f6 fa252d
169af9 2650f5 5a7e67 69c30f 7ae5f3 814f8d b5f35a c31423 ce77a4 d3b8a5
169bed 2ddb14 49765a 8b1fc4 9b1371 9f7490 b4efa9 b8610f e1b7de e9909b
169e9e 6ae2b3 6c6c6a 83a96f a9262e b23dc2 d7caf9 e7b90c e93018 f95cf0
16a2d4 6e1aec 70e8a8 89b0aa 9c7400 a12c94 ac133a ea316e ec9c28 fcc4e6
16a4e8 1ddbfe 258f15 6eb800 9909dd a07e9e a3e7c5 be1962 c5d96d e28b87
16a777 527060 7d2bea 8c99ba 8ff102 97237a a269eb d20210 eb7b13 f3bbd2
16a9e5 1ff5f8 4b7262 685285 7e9c3a 9651fe a03f19 a27d99 a7d64b f2979f
16abde 2448fb 5ff15c 96ad0d 99308b aa7e64 cf100c dccff1 e45aa4 e4a79c
16ac95 677155 93f730 a529fe aaa7f7 ad1690 b0040f c1d597 e1b7cd ee7400
16acab 29e8e2 3466f9 8f8636 91229b 95cc22 9993fb bb0256 d5e696 fb2a8c
16ad3f 1adc92 4b753f 90406b 938382 9c2de9 b7e3dc cdbcf9 e754c6 ecc800
16ad75 3160f5 568307 745a71 95d4ca 97169d b266b0 b2ab12 dbdc77 f396f6
16b27a 217095 585d4e 762fe3 91e482 b45cf3 cd3001 eeced6 f487ea fb7701
16b292 3a4ffd 66edad 764796 77788e 985351 c8d9ec c983ff d6c603 fa4a30
16b4c5 4c6f62 6fac07 88f0ca 906ff4 9b15a1 aedc4d ba3d20 cb6791 cda086
16b5e8 466b1a 5d52f7 6da02f 83e80f 8d7569 951591 b0a79c cc459a d2d6da
16b83f 21822a 5e6662 7ff8c9 93229f a57f93 aead98 b6bef3 eb3cdc f2d10b
16b9d7 239259 6cf1f8 73520e 9c8798 a43cd8 a8bbb2 b20676 d38703 d4c770
16ba2f 405ace 4c790d 922678 9a7a69 b2e8f4 b6b6b7 c783fd d15c9c f6c79b
16bb8c 22817a 2afe60 7049d6 93b512 a7143c b56425 bb71d6 ccb4f9 f5bccd
16bd4f 47830e 745570 7b16e0 91829f 95d2ff ae6b6d c2a8b2 dce756 ed22ee
16c03c 29e3fb 4f7ff4 5435f4 596072 898aa2 9ef048 b55556 bcb4b9 d00300
16c1a1 315ff9 486714 79575d 868ce6 8bec85 968b2b cfae00 d9169a f3d1eb
16c1ea 407a23 53fea7 7aaf01 9370b4 9414cc 9e0c73 a5e12d c6b0b7 d15f7a
16c4fe 526404 7579e9 8910e3 90941e 93b0b6 a5ecff b41c76 cbe206 d1b175
16c57c 416bfe 578669 645967 855521 9a8917 9a9ad1 afee4d b810a8 e4c9c9
16c5b1 22fdfa 258c61 782efd 823b9c 827a92 89ac05 9ae71b a55014 d082f3
16c715 3efede 56746c 877235 8e2be1 9a9d76 b9c2ed d574f5 dcd28c f70ba5
16c957 575775 8d8070 9815d9 9c3837 a7f752 bfc1c5 c95fb3 dd3304 faa8fe
16ca6c 4e6953 4ef8d2 6380fe 6f0df7 a3ea21 ab7f92 bb45aa c21411 c7bbe8
16cfec 47614c 5251e5 738872 758efd 87fa36 906d95 a65f03 d3c7a6 f1863e
16d0d0 628f77 8d1ee7 92bb90 9d5a8f a2231a b2ecd0 c5c819 e74af7 ff391d
16d1f0 4aa894 4b755a 6735f6 9a70c4 9d0e7b a8e3db c1db30 d62912 d88c51
16d371 299f62 436c4f 9c2172 b4d7cb c70303 c722f2 d7eb11 f76fd1 fd490b
16d78c 2750fd 369860 6d6d7f 7b6311 950aa1 a781d3 c9cbdf d38609 f7d72c
16d82b 586798 695951 6ea768 8915ea b1ccf8 c69dad cc2a0e d1e09b f44bee
16db2f 5f605c 689075 8719fa 9d0c7d a36e26 abf2ae b8abaf ef3ebd fba0fc
16df2c 327983 826dfa 9302a9 b2cfa2 b31000 b85654 d388c2 ef4105 fdc7f6
16e090 5a5a61 6d839e 8c27fc 91bc02 a98d89 b75d20 c3ef08 ee4df4 faa3fa
16e09c 24a86d 645eff 698182 774983 9f394f a287ef d598ba f2770f f2dc4e
16e18d 64a0ba 845d1b 9f1e73 a2bab7 a3f81c a72bfe dabdfc de346e de9720
16e4a0 23ae89 2f7a60 6836fa 9f8434 ad030c adb91e be38a3 ef4dfd f7bbfb
16e4eb 226a5e 65a3d6 875597 8a46f8 9c8b7e aedfbd af2620 e6e133 e9892e
16e648 395f8a 747778 8fa792 a6373d a88d08 b3deb7 ce21e8 eeb3e8 fe67ff
16e894 186be5 698183 839df3 8fce0b 932d8d 9d9975 b30d53 cc6d15 ffb8d8
16e8c7 207f8d 4aaea9 8112fd 90584e a7ed87 ab68fe c2b2f3 db8f6f f80208
16e9d8 6084b3 684f74 753dd0 89aef0 91545d aca48e bd4b0d e77c0f f4d35b
16ea8f 3db386 4a7d82 6c5901 828813 9919dc c50f5f df4fc8 e2cae3 f8a410
16ebce 1d8d9b 5343df 796108 879e8f a867f5 b9cf1d bd1070 cd99e9 fa3f52
16ece2 246a24 5e7aff 814d67 95b1f1 b0f0af b88fab cc25b1 ebd533 f97655
16edd1 1cad08 4354f3 854a6e a4b7e9 a572af a80c33 b1b090 c25b6c f2dd37
16ee42 1f8161 5a528d 7a9197 8f5a10 979627 a925f2 b4b8ad e56be0 f3caed
16ef11 405fe5 655e08 6a749e 6da7a0 819d0a bcdabf bf2e65 e8cef8 f46ef0
16efaa 2e6f6a 6877f1 766737 7a16ec 809677 ad9128 b7b3db d2509b d2eb0a
16f0d7 277bed 665d59 7faeff a09aa1 aa060d b92da1 eed81c f22f15 f49b76
16f1bf 3e99ff 4150eb 5e6a8d 913c21 a06568 bd98b8 c7ef52 df8354 fbc1fe
16f1fc 2397b8 456d1e 6dd62e 86970c 9a1681 ac1cf5 df2470 e49295 f8d59e
16f3fd 32b74a 41816f 8703ca 9a3f15 a3a0f4 b14ce8 b7dd2c d25fa6 ddaea7
16f421 3db06d 527d75 663ace 715384 9c6afb cfe3cd e40d12 e6a7ff f46db9
16f4a8 48662e 52a519 725964 a219fa a9f14b b59ee3 dc7e8b e02698 e4bdd6
16f4ac 5f42fa 60b753 654a96 8f576e 8f7ae1 b00032 c47ba0 c5ea0b f2aee9
16f4c4 4388b3 7e4869 8637eb 95d525 9aa080 b3453f dcd5fa dd96fb f13b03
16f582 2590f9 417f04 8309fd 906f67 9ea805 b50b88 c7e6d7 eeaff8 f23faa
16f5e4 1f5ddf 7b4d02 80d433 838fe3 a39eb4 a98144 bc1283 cfaa9f dde2a0
16f63d 2bb5a8 41818a 735dc2 7e5657 94896a b9aaf4 c9e7b3 e7cbe3 ef131c
16f7f1 2fb045 3b7c25 6d5f5f 8c3582 9b49ea b2d738 b76797 d78bef fc88a4
16f938 2b850b 54548d 6fb194 7a7589 8a4651 9a09f9 d2e3d0 e74dd6 f7a5dd
16f99a 18bc56 3b8922 6c45e1 8589e6 8e4254 ca3c90 d1dde8 e2cf1a ed82a9
16fc98 2d44fb 46a1ee 598a81 70567a 9f8f51 a3b0b1 a84910 c5e1fe dbaa17
16fe30 45b6f7 5a7dcd 60627e 8701d4 9198aa 9f8278 b24035 bacbaa f6460b
16fea3 1cbbbb 5172bf 7d521d 9494fb ab2876 b37282 bcceff cfc636 e26606
16ffee 2150f3 40a69a 616964 7fd29c a80129 b32696 dd93f3 e6272a ead815
1751f4 2f8e60 9578f4 9c4f96 9f2414 a6d2c2 c4a6e9 d25206 ebe30c fda26d
1753d3 30b6ce 5ef94d 678976 8667a2 91b89c 9c75fc bd1931 c9e3e3 ff432e
1755f0 4ecfa3 618a97 697010 8a3386 95a748 a37cf8 adf44e b8b5f8 bf406c
1756ec 19c2f1 697cc5 726e80 89f95a 8ab1b5 a1a17e b0341d c9d8c7 e0710c
1756f1 1af289 59b98c 8c2499 988cd2 bb5d8e d1dbe3 d22a4c ddb4ff e49f16
1759ea 24de17 6c8c42 8695fb 8e535f a12201 b6dcf6 c0a686 ce6797 dae1b4
175dae 2295f5 4f8966 65f619 686676 8fb278 b01a1e cb6416 cbe5c0 ccb9cc
175dc5 328de5 3dfba1 79c2a7 8a506d 9a8ca1 abd829 cc2b0a ec7362 fab3fb
175dd5 2acfeb 338bff 577387 73c817 a76153 ada985 c9dcd0 d94601 ecde87
1760a4 39acd4 4cec9a 797384 7a70ff 95afa0 ab8b17 c62248 c7dddf ddb82c
1761cb 22d5d0 3d9ccb 7e4b45 7fa07b 96f91c b53a7b ce9c06 d7190c e7cca5
1761f8 37aa97 4ff8b9 665d06 9431a0 a091d7 c2f207 d80863 d99301 dfbff9
176384 3aa1eb 7b7a81 7c37e5 85efea a3534d a5a2b3 a5dd1d d0a587 ea4802
176669 6d91e2 6e4ca9 71e6ec 778a7b a59b24 ad4d2b b1d624 f790b5 f9d2ae
17666f 48c722 626a52 648a9d 9c3bcd ac948a b31012 bfc2c5 e6cd8e ea8ae6
1766f0 1dea95 6b4c83 894854 8a82c5 b6838f ba4425 c5deec cdda23 ea7220
17676d 528e93 5ec74c 62eee0 777760 9da58e b019c5 beef27 e50804 f285f0
1767d2 3aecfc 42ad18 5f7c59 8a7693 8ce624 a18ee8 ad0f0c c5939a f5cfc3
1767f6 29f388 3d8c53 57598a 69ba89 7a707b c37fc5 c4c2cd ea1e04 fa931b
176853 3364fe 4ce28b 569f74 a828a2 aaa5ff b0ec30 bb8a17 f461b5 ffb2d6
176855 2afdc8 56989e 637d00 7e21e0 874697 a89779 d0c3fb e1b965 e340ed
176970 54afac 7b78b8 85ec68 8f24d6 99b789 aa4f40 c68432 d0acfa d5e1da
176a50 4d9296 8baf4d 8d750f 9e1bbb 9fe0a4 c8c5d3 da2774 eb54e1 ecda02
176c03 35fdf8 53918b 6d33e7 82ca9e 8656a2 9a425b bf7fda eec02d f0344b
176c63 7920ff 7a9cfe 87f0e1 898f83 9456c0 9bc399 c098bb de5027 fbb032
176d01 479652 7323f9 8ff87e 93a79a 9a56ca b8b70d ba007b cdd7c6 e485cb
176d19 47f9b1 5348e7 5ea251 676567 925297 9e8fe9 bccaea cfc303 e67ea8
176d2d 1c9a76 44df7b 663df4 805e7d 87941b a7f611 ba74f2 d7c0e6 ee86ad
176d6f 249f00 35c5f8 768168 8ff32c 992ab7 992e20 c1b8c1 d39d69 d854ad
176dcf 1fcbb6 6c8157 8a3670 8db459 90e827 b1638d b70003 d9e4a7 f99afc
176e68 3efa6e 5bc00f 695ca3 755218 9574f8 9a7d50 b7c6fc e8dad8 f087a5
176eed 21ec0d 266c05 7e5158 858051 879cc7 ae298a bbe4ca caa981 dbc3ff
176f0c 59a4be 72e415 924291 9350e8 9f912b c4527a c4c9f8 f2cfc8 fa798c
1770e0 3b9018 5d694c 68b3de 9a288a acb817 c29172 c7f020 de458f efc8cd
177111 1793f8 64f981 8c1bf6 94276b a39c79 ac6a96 b6c4f8 d6cecd e58e2c
177220 28fcb4 3c3ef8 56b020 808269 8c74fd b6e325 bb1f91 c98da7 dabce3
17731f 1df4ea 42c1a4 695259 704af5 a5983f abf1a6 c8ce21 cd0898 e36adf
17734a 1796b3 51cfea 748902 79476a 9133fe a4f913 b48385 e9ceb3 f1975e
17736c 48fe26 9caa6a a405ec ad0636 afcbc9 da49a0 e3dfaa ec1d0a ee84e7
177533 36d02d 5a4efb 7c90f7 991087 a084a8 aeecea bbb3e5 e4b8a9 ea3a67
177742 798b80 912ff4 9f1c6b a8b4af b653ad b9e7e8 d9d69d e999eb fb711f
177921 2467fb 37a612 60e1a3 867f83 931b9e b1aaf2 bca4b5 c8e2ff e9db16
177c62 6b10f7 6bbeb5 7e4887 aea16c afe4ff c5d555 d533e0 e0201d ed85fe
177d59 37cf40 8125ef 98fc02 a3a199 b10501 b53688 e2cfb4 f546e0 fc9be4
178184 28afa7 754d56 89d2ab b01a06 baa012 c20fe9 d25553 eedc10 fd5ffb
178196 72ccf6 7306fd 865753 908c5f c5b09d c5e97b d43401 e229fe e49521
178425 19ba1c 29eb7c 6b6763 96a2ce a0169b a3918d c7d1fe cf38ea e8d7d8
17849e 79df0e 7d8880 8529cd 9099ed ab4341 adb282 cad0f1 ec4605 ffcecb
1784c1 34b1fa 5a3de1 6a6c5b 74a029 a5400d ac8e90 b3d7f8 ecd7d2 f2ab7c
178519 25b272 53625a 85888e 914485 95d5c6 b0bb0a d706dc e77ecd f1d688
178604 8908fb 8cdac1 913a53 94b649 a2786a ce199b d1e723 f2b8f2 f64be8
17866e 65526e 70ac76 88799e a22fbb b00e0e b2d35a ba98e4 c16d0f ebd2cd
178703 1ff0fc 5c6046 5fb10c a32ca7 a4df31 ada2b5 d35acc e7a69a f70e7b
17879e 59feca 6e867d 89be87 a42843 ac1ae4 baeb26 f04df7 fa0b31 fcacee
178918 55ca17 584bed 7c4591 913156 a4f76e ab87cd d3c2e7 dd5286 dfa59c
178b9e 30f1ee 71cc7b 8e83f8 8f33cd 8f8b72 973663 b8de00 c4252d e77106
178c16 42f3be 71b2af 7b0ee7 a47178 a6207d bccd0d c6ddf7 de956f ea1ecc
178ffb 244ffb 5d8c4e 5efbe9 625d00 6ac1c5 af2c85 b5dd99 e0c120 f36897
17926f 19cbb5 3253e4 607119 7a3f89 928afd 937ca9 acde6b cf920e f5cafe
1794f9 2ee8fb 327261 66c625 879872 9706fb a32608 e209ae f1d78c fa96b3
179570 71505e 72f8a5 802cf1 9f77e5 a83593 bccb07 d43228 dd87b0 fcb8f0
1796f5 52b607 727712 73f240 853193 8d0afd bb4b7c d9dbca ed7fa5 edb4e1
179719 5b5b4f 6846ca 6be848 925b81 b29bbb cfd1b9 d065ee f56778 ffbdf8
17989e 52ce8b 6c6b00 843a8f 8b39ee a62c53 b8bfc8 be8e14 febe07 ff64ec
1798e8 41cee1 674afa 697984 6e5094 99b199 b41752 bbeabe bc8b26 fbb25d
179bd8 526d39 6dd1e6 6e23fe 7ab62b 9b028c c0e8df c9a2a8 cddb75 d7338e
179bea 1e6942 5f9131 866d8d 9221b4 9fe5f6 a69cae b7dd4a ef9088 fcd2c7
179dad 56cccd 882eb4 9b661b aa5cf2 afab14 b2d9a7 c3156f ea6077 edde51
179efc 386c1c 4cebd3 5aa125 7f6167 8542fa b2c7ff b9ca64 c045a1 f77498
17a28b 6b5c5f 7ffc91 998506 9bb46a 9d4dfd aa0714 c7dbd4 c908a0 d5b5e9
17a3e6 42624a 4566d4 83718b 87a573 91c6d9 b6f521 b70101 d99109 ebd4a0
17a40b 31dfc3 596539 942379 9b45ca ccc5ff cd7bcd d6457e eedb5e ff8283
17a58f 4b3dfa 7072ca 7cd1d5 a34f06 aa9dfb c7e8c8 d38308 e6ca59 f02563
17a5a8 306e89 52ea55 71ae1c 8609c6 a2745b aeb296 c50a0b cce0de d878fa
17a6fa 3ee599 6a44f9 7fba0d 9c6b59 a00976 ceeb2d d20d00 eabedf ed34b3
17a760 2848f5 397300 83f0c6 8b5a74 8d9aa3 b1b61f c3f11e f3b9ed f757e6
17a9c4 4af6b6 50625e 71a00c 8e38e6 90561d c9d032 dadbff e40e8d e77d8e
17aa67 1d7c2f 30f86c 5632ff 6d5c67 84b517 cb8ffa e5169c f0d0fe fea0ae
17aa6e 2cfb0f 357648 384ff6 8ba507 a30775 b48fff cc54ab d3e3b8 e4ade0
17acb5 709461 85717d 9524b6 95cdb9 9f79fd b1a126 be261b d4b9fb facf37
17adaf 206a83 748e79 74f5da 87be8b 8f3842 a659df cab6fd d6341b faba3f
17ae32 5cf83b 7703ec 824a78 9469c6 a53a4b bec7d7 ca6880 e8ddb7 f182fe
17b003 2f6a5b 5f6917 7e3df5 85e70b ab4292 b0a2ee cadaa0 f16aa3 f9cbe1
17b0a7 404bdc 44ea52 7570b1 b21577 b26768 c78ff7 d6caf8 f70718 fbd0d4
17b122 2252fb 46fdc5 785106 8f798f 93df12 a8aba8 b7335c f355d3 f8bff2
17b171 1d8623 50e1f3 61665d 8036ad 94b114 be80ef c1d6c4 d14f95 fbda16
17b486 2a834d 80fb53 844579 8544cd 9d7cfb a17495 acac02 d81308 e9b2fc
17b555 46f9fe 8c7063 8e6bf6 9315a9 b2e2c7 b9a2fe cd0a1b cdd80f f366b2
17b6aa 6e09fb 736f17 89b424 972c9f a560f4 bfddc3 c0a2fe ec5c7c f6de03
17b6f8 368560 54fb17 655e71 838da2 9f2b13 a31ad0 a6d38a b29e1f f5cfee
17b829 7276f1 750bec 816814 90938f 95f1df ad2d67 c1e012 c890ce feb29a
17bad0 35879d 60f33b 7108fe a04865 a55ef5 bbb2a0 ce1211 cf8841 dadfdf
17baff 3fff77 5b7aff 5f6278 7838ac 94c190 a24a4b cd8ab0 ecc4e0 f15731
17bb37 69faa6 6f15ef 7b987c 7e6a7e 8c4c0c b34bc8 b39be3 b8e526 dda8bb
17bbdc 34716e 88ed68 8e07d4 90929b 92373c bc50fa c2a890 cf532d dae1ca
17bdb7 70f7d8 7529fc 8c3b61 8d66c3 bc906d c42340 d2c4fd ead54f fd4d0e
17bde6 2c9350 34fdf4 74709c 9732e9 ac9796 ae106a bae4b4 efbb3d f21803
17be16 227390 3bf706 6b3bdd 7f7871 94ad91 996213 bfe8a9 cbbcd9 d364ec
17bf86 407919 5a26fd 7f6e81 913193 9fec71 a177ee bfaef9 df9804 e6b8cd
17c0a7 628087 75f857 8425fe 86388e b65ff8 be3136 cfe6bc e37f4d e9b9f9
17c185 764ff6 83f7a4 848a96 924a8f a91352 b67bed c4bbeb ec0920 fdbb00
17c35f 28fec2 4c7622 6a11f9 a2db0b a80a7e ada5f5 b749fd d4c7e0 e04ea5
17c440 2a8613 8110de 877e8f acadab b12a5f bbdaf3 d377dd d3eb27 eec596
17c4fe 438796 6f6923 7bef3b 98a813 9a2160 c42cec d0d7e1 dbaf96 dd5267
17c61d 47f9e7 527e3c 7003fc 8ea3b0 9a416a b58b7e c6abfc de0ac2 fdc48b
17c65d 1d647c 65f2c8 7d59fb 887f83 b02449 b1661c b2f34b cc82ca e3c0ff
17c846 6838fb 727f04 7c86e0 82f10c 8b5392 a21f41 bb95a3 bec3e7 edd4a5
17c90d 208cfa 67625d 7020e7 7bfe46 8f5e1e b9b6a2 c7129a d187b5 f9bbfd
17c99e 4e67f5 8280a4 953367 a4e3f9 c80307 c9ea95 cd85f5 eeb121 fd575b
17cb25 378dda 4440fc 657716 6bff18 996d86 9b328f bbb5d4 d77577 edc4ac
17cd54 5c8bf6 6d3dec 6e9166 903b20 a8648c aef522 c5b1f4 cb94ab fbc7b1
17cdaa 3d6a06 529364 6e6670 8107fc 8c9e19 b12fa9 c3dff0 e3d564 ed68e1
17cedf 29a113 7801f1 7c6bf8 895040 8c8e93 a3efd7 c21da5 cd9979 ead440
17cee3 2263f3 436a71 678ebe 787557 97e668 9e2c04 a79f95 b38705 eed0c5
17d060 1a9916 54ffc4 5d5881 879e87 934af3 a34d5a a4f126 d2b4cb d771da
17d29d 2a9e32 5d642b 7c01e5 8865fe 906a70 a2eb51 bb94fd c8389b efd6e1
17d4bd 3881c9 7307f5 935f5a 9cf4ab a09a7c a4aded ad197b dacb42 df701b
17d5a7 259f9d 707e5b 7f4c69 a3af27 bee704 cf2014 d207d6 f8cfec fb7ae6
17d5fb 2177a1 60696b 7026f6 709774 8ac89d b971ff ce4127 cf990d ddd919
17d6bc 3a9463 41655b 8b4198 8c26fd 97b855 abed9b d079dd d31b05 e0d30f
17d7ab 349d85 3552fb 794c65 7a7ba1 b088fe b0a92a b2f23e c8402f e3beff
17d96d 3c7d56 79577a a1abef a8f729 a91405 bc97ac ca0fe5 d9ced5 f14301
17dbe6 186c29 1d9ace 648d0f 7a43c1 a09ba1 a14976 bce35f cf9d74 f7d1c1
17dffc 267328 729b1f 729ce2 7d5bd2 9ce54f ab6d73 ad2975 b9a0ae f4cac8
17e4a9 767eb2 884b27 941af1 9caaf4 b2a1b3 b6833c bde6f3 c6e43e d10482
17e736 52a0ea 6e49da 8094a4 938715 a15362 a90e01 c2d4f9 d3c3c3 f17c7d
17e7ae 1e9852 3755e0 525f51 845286 948ef5 a783a2 cae359 f33504 fbb2e9
17e978 676a6b 75939e 7e14f2 83378a ab962a b64030 cccecb f74cf0 fcc3ff
17eefe 2fa1db 607184 8611c3 9c7c65 a2da94 bdb6be c50503 e18330 efe217
17ef16 6f27f1 8c72ca 8dafd8 96676e b8251a c59092 ccdce9 ded0ab e95b37
17f0c9 3f3afb 776bf2 953494 967989 9fa5c4 bf0556 d26c1e d4a477 dfe816
17f0d4 565c56 56ad2b 85650c 9543f4 a492f1 a51197 d6e34f dfab89 f9198a
17f2ff 3cc94b 4b588c 786b5c 8c9d81 934eef 9e3710 a0f843 b07bc3 cdc5ba
17f3a8 2591be 803595 8209ee a9b1b8 ab2d61 b9957f d8e22b f7a7fe fa481c
17f3cf 1f7d62 5f35ea 6e82fb 816ca2 89ab96 9ca31a b7192b b7d76f f0a3fb
17f415 33774e 33b3bf 7d05dc 99922a a254c1 a60973 b7dfc0 ed5e9b f5cdfd
17f4b4 2ab180 5e6814 6f9716 7250fa 8d3d54 92de3d d3379e e0d6eb fb72bd
17f4ee 3e5cd7 4fa5ed 757a2e 76859d 9b4b68 ac847c c9b893 c9eb65 fe8814
17f4f3 3ea79a 5b63c6 814f09 8c9605 9ec173 ae086d c182e0 cb5f6b dde638
17f5b7 2574fb 31bcb1 4c6b65 7f3f8c 8b95d9 8d9175 ccdef4 d7c252 e0410f
17f5f5 3cc86d 805443 9837e1 9f0d7d a9e10c b37716 c481ef f12990 f99ebe
17f7ea 19ce27 2a6777 6f7a50 8805f5 91a579 cb4ddf d4d494 e095fa e21405
17f8bf 275cb3 478de7 86c2c2 936a8d a1b554 b83a55 c3ee22 cd7e89 ec0415
17f92c 6f20f9 836e16 8961c6 9cc17c a03c6e a98dfe a99a0b c66f80 c9b1dd
17f9a9 236ffe 2fa445 646f6c 8c46a3 a08bd2 a9242d adcf27 bc9296 f9afe1
17f9e9 18b0d8 5b8d8f 71d313 78575f ac092a ad8445 b5ab9c b720bf c2dd98
17f9f2 237d94 5cafb6 a48d7a a73859 b5c799 b732f7 b88ffe da1415 f58e28
17fa56 186289 4cbd8d 706c0e 894753 9184aa a8bbcd c49034 d704ea e4dcd3
17faa4 4e8480 5ab979 8e34c8 a27c1f a71418 b0a5b0 c1caf3 df5be7 e5b026
17fbe4 1c7a18 2bb21e 81448f 9380d8 9430f2 a4bdef c3dd88 cc5a8d cf9c91
17fc13 54c23b 737b93 806d2b 8d01b8 a82a60 b0a9fc d0e4ab d236e1 d2b0c2
17fdd9 4a805f 5f41e3 6d5064 70b9ac a6440f a97bb7 bfb7f4 f27504 f7bf74
17fdf9 1c8375 55b5aa 6e8137 834bd0 991082 a56fb2 a9ed65 b3acfc b4aa6c
17fdff 3a6d2b 479fbb 81d68e 834eef 8b3864 a0aca9 ba8e2b c85671 c8dd02
17fed3 2792ba 7c3997 817b1d 9238f7 9baa0e 9bbbdd a8284c c1da5b da9698
17fee6 357996 52c63f 688301 8d06e6 94f30e ab0443 bebafb c947f0 f592a4
17ff40 26c312 4e6327 8f7871 981ae6 9b2e82 acdfa3 b9aacb e557f0 eed6e7
17ff9a 1fa5e1 238513 655b61 8ec7bb 9525d5 99a66c d0cafb dccc06 f02ba3
1843ff 53a67c 6364bd 6adaae 7a552b aa2b6c ad8418 d2ddfb ed7ccc ffcc4c
1845fe 51dae4 706db5 8f9ae0 a23461 acb53d ae7990 b1f320 dc343a e4a5a4
1849fe 1d93d1 446c78 68bfe2 829e8e b4eaeb ba3828 c6e610 eb8f4b f5c2ac
184de6 57bd63 774c8a 9876db 9cdde8 a65560 bba6ff bc1100 d17e9f ffd80f
184fed 55dcef 589cbb 6963a6 8b5005 99a58f ae7d20 b80c5a c5dca5 d9b341
1852da 38fa7b 3c88f4 74798f 75c301 7b590a af826c b1255f c6acff efacc7
1853e1 4efc02 588163 69b383 9b558e b61012 bf6ffc bfb1f3 e1c1cc f24215
1856f7 18e84d 678472 6b8af2 823596 94b396 b58bb2 c5132a f55719 f8b8f5
1857e7 66a0da 744e4a 7be2f6 7e7b44 84b611 b8a4ac bd2c80 c6ec60 f7c9b6
1859d7 1ef0c2 50a7f3 8b8fa9 a01c37 ad5b74 b1d520 d0a076 dd3c30 f4c5fd
185af1 256c53 5e711b 6e8ed6 91ab7a 9de0ff b24a8b c09eb1 d3e789 f29625
185efa 427d6e 6bc1c3 7c4379 8ea179 a471be c6e7d2 d6960b e1d95f e20232
1860fc 1fc2ba 98177f 9b98f4 a0eefa a96f72 b20c0f b8af80 e84e11 f3d470
18628c 19d678 3c96ad 79807b 8a613a 98fb22 ab1afe c5781d cac4f3 f3c9ce
1862de 3db941 63ecf8 774688 958373 96e409 a4a8fe ac4e02 eb59ac f3d5a6
1864e1 22bf37 51f9cc 6c7953 724e65 9aaea0 9eeb12 b366a1 c22502 f784f1
186671 29b9cc 2af5da 6c8d87 a003ed a476fb ae1a1c baf324 bbbc8e e74a3f
186769 18e26f 58899e 9baeaa a405de b10e18 c0e4ca cd81e9 e1c8fe e44524
186771 35cefc 4883fe 771cfb 8aada2 a46d60 ab4300 dddabe e1a05d ef01b1
1867aa 1efe65 22abf0 62879f 727912 932e57 9eb321 b37577 bad1f8 f599ad
186853 1e967b 20dd1c 7b17fe 867633 b4e0b5 bc018c bd4ff5 c4a2f8 d797af
186958 51e499 6da172 8925c8 aa498d ba92aa d7dced e2d90b e44125 fc8bfd
186a7d 26ae03 58e307 74756d a3a692 b141f2 b5152d bfed9c e4cee1 f685f6
186b18 559001 7c06f7 865d67 9ff775 c0a3cf c1319b c841fb f26e6d f7b5b3
186b23 1fe04d 5462f8 84aba5 867da6 b8166e c795fb ccd0df d36d6e f7d4b7
186b25 2ecf2d 4ef2fc 6582f4 718a01 8901e6 99a1ca a72b8f bc7d87 cbc5bd
186b58 47ad81 5464f9 5cfe8e 9984b4 a71393 afd1cd bd7202 ceb0f6 f5a221
186c02 19cff5 715c79 798cb7 8afe0f 9516b3 a5a194 d49c12 de2853 e3c89a
186c13 189b1e 1dbaea 7ffaa0 8842bd 92ba83 99376b be759a d2d7d8 dfcf27
