# colors_mcd18_mld2_nc8_cvd100_minj40_maxj90_ns10000
# Python 3.6.6 |Anaconda custom (64-bit)| (default, Jun 28 2018, 17:14:51) [GCC 7.2.0]
# NumPy 1.15.1, Numba 0.40.0, Joblib 0.12.3
a62c23 e37a34 e2de3e 65756e 88e0ce 5783de 0045fe c4b5f7
c2876e c9c21d 2f6f2f 99d6be 4c97af dfd7ff b008f4 69506f
7af114 2f6f35 37b545 7d4ce7 bb88eb 885084 facce3 c77591
e37102 5ff786 2f6f41 5db484 c3d0ed 3653fe 845e94 e278fa
bc8d86 606038 789917 8fe590 2f6f72 5cabf1 9d36e4 c7bbcb
ad3702 ca850d 6f7b5f 92ad96 4efe90 2f73c8 d3a8e7 7a4d71
d9a931 93977f cfe5b6 2f7479 5aeffc 6aaddf b530da c91c37
a57977 e11d05 e6a161 71a4e4 2f74db 5b6078 bcbcc8 9c253d
fa8227 73fa91 2f7545 2f8ff7 6737cd 70517e ccc3c7 b97d8b
d3322d fed10e 3ac473 7f8c87 2f7690 bbc0c9 832ce2 b968f5
d2cd3b 929a04 2f7727 4bc78d d1d2fd 9174ff 7031df c8469e
d9caad 76c502 2f7741 9cecf4 818596 6c5280 c87fe9 b10fe7
b41e0a b98e45 c4e046 2f785e 9bd8c4 8519d1 e2a6ff d143ab
715713 51c463 929a97 5b6a66 c6d5d8 2f7bfc dd99e9 b735a1
ac5420 cc8f66 e3ce56 37d3b3 2f7cd5 c2ddfd 928597 744e56
daa08f ed7021 cddc22 b2cfdf 57636b 2f7ce1 9392b0 c00f23
f7c6c6 9b4333 e04d02 b1cb4a 91dafc 2f7de3 704b74 b47b83
97d049 2f7e5f 7798fa 8d3ccb b770a2 8d3071 edb3d1 d6040e
a39a88 dbded2 88d444 2f8216 7809f0 cb42cc fdb9f6 7f5170
d96926 ffbc26 b6ac91 a2caed 2f82e1 6d0ef5 7c688a ae1116
9f9c07 a8e610 2f8355 6bbef6 665e74 c432cc e9d6e0 fd7c97
d0de90 98aa8d 3eca02 2f861f 606166 8725a7 c656c6 d69ed4
aa7b00 a1a98d aaf15e 2f8a96 963ed9 f490ec e1cdd6 9a3651
c47772 bd1d0c 97a902 60fd86 2f8afb c7c9fa 5144e7 776c8b
c19b94 d2dd8e 8da905 2f8b42 a2cae7 907dfb 7520e5 993b8e
804642 d56e1e eed30b 838d72 b7cfb2 57c9da 2f8b9a 944ae6
7d6966 a7e717 2f8c05 37f4f8 5231fb b00e8c f04abe ee9eac
bb3c0c fe8e50 c9dac8 2f8e7d 9f75fd 6f4a9c c394c5 fdc8ff
ad1716 d1d3cb 799e49 9cf66e 2f909f 8658e1 cf95f4 9b4966
7d4c49 8c9989 2f9122 47c63a b4d3bd 615d7d a865ee f19df3
bb3c09 949b76 44e618 c4d9c3 2f93ae 634bad f8aff1 7d6164
b51202 ecb108 e2dea8 8b9543 afdfe9 2f93b1 7c14e4 955f71
a6210c b48d32 726f5c d4e283 2f9599 a7c7e8 555ca1 b67bfe
87ad0d a7ea00 436600 2f9657 40dab6 8056f6 e582d6 934775
a97426 e3aa0b d2e69a a3ac94 476b64 2f98a9 7fd1f3 963ae6
f3a03f e5dcaa a4a488 457f39 a8e1e4 2f9edf 7046d2 ab5882
e3cfbd 87c904 3b683b 2f9f52 79defc 835acf 894c77 cb759e
ba9c95 4a8328 58db0c 2fa0fe 9127d0 e054ad fcc6e2 943565
e5d912 93a335 65722f 2fa283 58e1c4 ad23ef f165c9 ac1479
cc2b00 f7d5b8 b8a28a 8bd031 2fa6bb 73e7ff 536771 8822c2
ebd6d0 9b6852 9fb819 2fa7a5 8dd9f9 907aef 683cdd 6f5d86
635d06 c0c836 7d9124 2fa7c8 b3e4fd 983dd1 a93161 fa959b
63603a dddeba 4fe93b 2fa94c a5afb7 7654d3 de92ff b94881
f0b019 5f6c3a 9faf7b a0e1d3 2faaf8 486dce 95317a aa738d
e2b018 6c710f a9d297 4f897b 74e8f8 2faafd 9639ef 952082
7d513f b49d49 f5cb0f a6f0be 2fab9a 476b7d c9c0e3 d44ede
b35f47 b0a62e bde974 64e8f9 2fabf2 3548f2 7364a7 ed87a0
bc1b15 a0c900 82f5a1 2fae5b 3a617a 828487 b628e2 d68ed1
955711 f0ce8a 81b109 2fae9c bae8e3 366582 c7aff7 946ede
e8da5c 416d24 2fb01a b2cabf 858b89 4964db c587ca 874f7c
804c21 fbd4ac b3ad2b 2fb09b b3cfe2 5e6077 9103fd bc53ca
ccce10 45754e 2fb16b afdcfb a417ff da6be6 9e899c 993086
cbc32d 2fb171 5df9c7 426073 d2cffd b122ef e967c8 a92e2f
a42e03 f5d43e 2fb39d c0d1e4 9d2cf3 cc90f2 7b446e f6265d
fdae82 69700b 2fb406 3efbf6 5366f0 b49eba 9e3b61 cf6c7e
c72d00 abcf08 2fb46b 7deab4 7367f3 e98ff0 9c7b9b 834659
65720a 6ef638 2fb56b 6666ea b4a0cc 9e6493 9d225c f9babd
bad617 387e1a 60f4ae 2fb583 8f43f4 ec7bd8 ffcaee a43875
ac302e 9d7d7a f06c38 fac3a5 98eff7 2fb7df 6760af 734c5e
a6f423 38710e 2fbd19 6e70f4 bfa8f1 836389 f0a9b1 c96d77
c52d26 cbed43 2fc05e 9ee4ce 32627a 898c8e d3ade2 b933e3
e4ae6a 875d1f bfd1c9 2fc1de 513fec 8676ec b10469 e95486
735452 aa8c89 a75210 f29844 dfdfb1 2fc3c5 6656a6 9a7bec
e7ccb3 92792e 2fcc22 4d7f83 cadefd 811de3 dc75db 9c224d
685853 b5e39e 2fcc26 368e36 b18eea faccf6 ae1c95 ee5f96
bd392b ded8ba 98a96f 93dd3f 3e8c80 2fcce9 6b2cf4 ab63c7
2fd020 489741 bfcfc2 7117f6 948e99 f4befc f06bfb ab268a
ca7c02 f6c306 516349 2fd286 4f73cc d8d2dd b197c3 b41b82
cd9141 e4d006 b6ceb4 2fd4ea 4989f9 6a42b2 8e6c90 cf1b52
9b321b d6761a fec718 616c64 2fd6ac 6741e8 d3bff3 a565a9
9a615f a12700 f2d25a a5a033 9ab9a5 2fd8ea 7080aa 7a1cf4
81bb39 417c2d 2fddaf 4457ee ddcdf7 961d83 eb5bb7 816c74
e2afaf b4f041 74b413 338727 2fdef3 8436ed ad79b3 82475c
a23e13 fb6316 ccde02 85877a 2fdfb1 7a3e97 fda5ff c76dc6
caaf2c 747c1e 2fe2c1 7b90e7 4d46e9 cbc5fe 803a84 b86383
943813 fdd911 36a343 2fe590 bccef2 8743fc a697a2 705c6a
a94435 bc973f ead24d a4c6b9 2fe7f9 3e656a 3b9fb3 8557cd
a91103 e2491f f5aa2b 69af86 2fead4 7155e2 9e86a4 9c4865
bd7e7c d95013 f5d138 2feca9 78a4e4 cddefc 546fc1 6b5d6b
f43c02 809b6c 2fed5e bebec1 8d68bc 7804f1 fa87f3 87506b
c13d07 e78b06 2ff08d 377864 4598e6 cdd0fd 744ab5 c4a5ae
79590b e3e40d 77a001 2ff0c7 bfb2e6 6635dc b162f2 cd4586
a90300 9f774c b9b022 adceb6 2ff1f9 4aa7bd 3761dd 9a3478
f65d0b b19f7b 626f54 2ff260 ccdbdd 7434fc 9f4ea3 fb7bfb
6d6a63 35740c 3cab35 2ff54a c4c9c7 6d20f3 ea9df6 bc4caf
a48928 c6cd00 336e4d 58aa85 2ff6d4 b7adfd 8a7eb0 7023e5
c20a04 b48754 cfc8ac 2ff709 368b87 aca0fb a852fa 8f3b49
2ff711 c0c5e2 871bfb c387fc a05ba9 a12664 f19095 f52024
c46249 efa84d 2ffeb3 a9cccf 6c70c8 bea1f3 6c5e74 a40e3e
c89804 c4d988 2ffee3 34938a 7abcd5 3b4dd5 a076ef cd3149
cd3d12 c4ce24 6b706a 2fffc9 6cb8ba 9223e9 cf67ff 8d3285
ac4813 cfa242 a7b6a7 456f5e 8ceff0 3043f7 b773ff 9956a0
b12f12 f5b391 d3e519 4ab404 6e7e6c bcd0f6 3047f5 cc64bc
ff5113 8af02c 576f59 a3afac 558be4 3048fb e8d1f9 98518d
c42110 7f6e6c 7bcb7c 3898ec 576089 3049f0 d5c1fa b794a4
b0490a e6b301 aedca0 528a65 304ffe 5a5a6b e8d5ef b272b6
c69576 8f501d b7dc5f 73f8ca 6799d2 3057bb f1c2fe 7c6b7c
9a918b 6f5a36 bfdf9c 5ea21b 7eeff9 3057f3 696a8a e079e4
d65f53 af2007 c2db88 62ab98 3bdefa 305afb 9e87be 8e2895
f7c17f c8801c 525f3b c0e1e7 305ce2 b4a6df 8e3b7b 8f787f
dd7b49 f4c45e 5ad1b6 305de5 7587c4 d1bbf7 796f79 a1173f
aa2f0e e7d779 95b107 469b5f 8cf4db 305ea7 6f6670 f974cb
e9754f bdd8a1 58fa10 305ef8 a782b6 f3aafa 88408d c42157
9f7d0f abf71d 5ab292 6f7688 305eff f180dd dcd1da 804647
8b3e2e b5723f e3c82c 68b8a0 50f6df 305faf bba2ec 6f6674
cc9d61 7b7331 b2f421 5aedf4 3060b3 989cac 7585ff 9c205c
ff582e b2eb28 306185 91abcc c13ceb c31135 797172 e79596
c1b45a a5c5b8 6cf4fe 306370 808b91 a230dd ee6ae4 da2e44
895e20 cb8915 d8c57c 8b9776 8df0ee 3f9aab 306376 9757e9
a56d64 f84c06 f5ce46 b1b4aa 4797aa 7bd0f5 30637e 8a1fef
9c3a16 d37930 898879 6bff6c 306463 92affa 7870d6 c2b1b6
be8320 695819 9dea32 a2a59e 687c85 31aaf1 3064dd e2d7f2
9b630b d69b1e fcdc10 b0d39a 59a174 306566 aa99c3 8335cc
82511d 79746d b7f500 75c566 3065d1 b496f6 e3caea c48ea9
f6c998 429d0b 486557 65d0cd 3065f8 c68afd a92896 f86194
c23b32 70bb41 8ef776 30686f c8c7ce f18ffe c549cf a28c9d
d0673a e7c06a 959b8e c0e2d1 54b3ed 3068d9 816a7d aa1839
9a3d1f c97216 9de859 6f8470 306afa 635468 a789ad e9b8ce
ebd3d3 a39604 306b14 46e96b 469e7f a436bb 6a5c69 ff83f5
826245 c4c681 879213 8babab a9e9f5 306c78 7d16de f23fea
e6d8a5 6a5916 808573 56ae2d 306cc8 c2cff5 c783b4 a42172
dda58d 6c7853 3df80e d0dfdc 306d7a 7b8de7 8c34fa a39bac
e94837 a7e491 306e6e 5abeeb 896ada e1d7dd bf94a2 9b2e36
d9c84f 9fe8d2 70a4d7 306ee0 8a4778 af0019 a48d90 f73839
e68b7e ceda2d 50e0c5 306f6d 789caf a768f4 8b22b8 e90c26
e75e0c 874405 857d67 bdd028 84e8b5 306f8d b903fa dc81d1
a04124 f4d066 a5b09b 55ac1b b6e9e5 3070c4 73737e c290c0
d19703 bfef08 62d6a4 307175 7e86f2 6946b0 c3aad0 d91339
9a6e16 bdd845 91eec1 307184 b86df0 e6abf9 9e2745 ff6472
c5c733 307216 83e6bf 93abb5 786f8d c36ce8 8e19ae fa6074
7f8e64 307311 5ec53a 81f1ee 8b53e8 c485ea 7d4878 fc8baf
5ab505 30731a a7dcab ab9af1 9839ea ebd2f6 813f72 b06e91
a90300 ce524c cce0bc 70cc34 949694 307481 cb3afe eda9d4
e48465 eac51b d3e0db 42696c 7fbcf0 3074fa aa8f9d bb192b
307811 36e81f 61a86e d1daed 8500da aaa1af c54ae7 bd248b
ff640e f3c28d 6a5a32 869071 307880 99b1ea d4d3db b139fb
a3251c 6ca64d 3ae115 bcccbc 30796a 7e0cff f7c2f9 ee1abf
fbb3b2 8f483b d9580f 75f92d 30797b c1bcfd 8e83d2 653fbf
8a8d83 a7ef2a 307b26 37d177 772cdb b263c4 a13171 feb0da
c18e07 76683b dfdb8f a3dfdd 307cdb 91a3bc 912681 fa2f83
fdb2a8 7e7f00 78db1c 307d5a 8799a7 eccfff d940e5 991e9c
f2c197 73b42c 307f22 cadfe2 b6a3cc b40be6 6f535c da7288
a83b0d e66105 90d073 307f67 8054f7 69507e cb73bb f5c6d3
e0bf8d 8ea407 30803a bdd3da 60b0eb 625d6f a544e0 d97f9a
d1c5c2 7a7116 7cb147 80f044 566668 3084af 56b2f9 7f0be2
c3c2bf 55c70c adf188 308650 978d9e 655b6c cc3fd5 ec92ee
ceec0c 308731 5b615d 59ebb8 b0bbed 9e5dff 854d98 b390a3
8c5040 e9d33c 948c13 5ffbdd 3087e3 b6c5f7 565b6c e18f97
b69c89 de7625 d4da6c a5edd7 30888e 9caade 8457d0 8e4d4f
f1701f 83f76d 9aba94 63737c 3089f6 704493 eea9d7 a82132
aa4740 fb8628 bcb4a7 90fa88 308a7e 7c4cae d16ee3 ffb0e8
a7840a a2d212 71f8cb 308d89 9a62ef 6e4994 f394d0 ac293f
c68548 706242 50ef89 617b7f 3093e3 3650c9 fec9fa b5acae
cd3611 f7be0b d7d8c9 309465 97c7e1 5f5c86 533cec c962df
c58167 fbc120 625b36 a4e5bb 30959d a08dfd c8bdd9 9f39d2
c0c569 309636 b5e5d3 e109d6 9c0282 f987dc ae8892 825b60
ed7d7a 973516 e9d82b 72fbaa 3097b9 636671 bcc4e3 8b31b7
975d3f e8ac0c abf29d 8cab87 309bff 615767 e72fb0 e6cedd
aa1f18 939e32 83f81b 309cc7 515ead cdc5e8 aa5c6a e8919d
e5aa69 957829 9a9a94 77ddd3 309deb 667489 872de4 a22351
645930 73891d 81d810 309f8f 3f6769 c77bda 9b2eb1 fac0d1
82584f c72902 ce8954 fcd45e afd8df 309fe5 7b7d91 5b51fc
dab146 807220 66ebd9 3d6a65 30a5a3 a9abfa 946df0 6b45a6
b7a59b 854615 da8c39 b4f023 5aece1 30a5d5 3d60d5 665c5e
d6e944 30a64b 446663 8fdae0 a28bb0 a838db f6989d a90104
f1cd22 abbe9c 416c27 30a943 80f5e7 8c42af ba8db7 c14a7b
fdc759 8b7a25 91f0ce 30ac8a 525e70 c2c4e6 5b48fb 8b83c3
605857 c2995a e2e533 397319 bdddc4 30aeb0 51e5f5 a93de3
cb210b dec039 30b077 33edac c7def0 a4a1b3 d936cd 7d4768
9d2a0d 30b130 71fb99 786bf1 60588b d7d1d6 c784b0 81666c
30b409 4e6e4a 83e690 5063fd b0ace8 97187e f1d1e3 c05e8e
aba5a4 c12601 e3ddb9 596d54 30b63f 9cd2e7 c93ef3 8a3a87
d57b23 c1ecab 30b785 65828e a99ff3 742fd9 d2b8cd b13549
b3c744 789948 30b8f2 705ddd 725d7c b58696 f1b9c7 923646
daa874 e0e643 647509 afe4d1 30b9c4 5451ec 8c346f a57482
cf8f6e 946b2d e9ce4a 30b9ee 899ba2 535e65 d8dbde 4871bd
bf1a14 806c65 96fb1b 30ba47 d2d3d5 5e2af8 ea70e9 ba3ca5
b58880 9c4735 ea5818 dbddcf 8eea4c 30bac4 3c69d5 635b71
a73b1f e8df3c 7d9f4e a6e1af 30bbf6 347cd9 8a5d83 af93a8
a17238 a5bf67 98fb1c 747879 30bef1 5c4ed7 6d4b7a e3bac2
f3bb07 759019 d3d8c5 356e4f 30c0ca 8d49f5 a43e87 f05b8c
e7dfa3 33791a 30ca36 b8defd 7124db c659fd 6d566c fb689f
ced6af 687e13 30ca42 ade6fa 42689c 989be0 a3164d a98d95
efdc61 30cda1 7c8b98 c7c9e6 5e31f3 7e529e d27eef db454c
ac3804 9a9549 a3d636 30cfa1 7592a6 42637c a727f6 e3bff3
e03c16 f6db57 94af79 4baba9 30e3f2 8024f7 a26cd6 794e58
a45530 de8955 d8d60d 30e7b6 757979 4a93b5 435d9a b5bef1
ca3b1c e5ab9c 92b710 b9f257 30e8e9 5b9cb0 8458bc 884650
5e5858 a05b28 92a662 bfe7b9 30ec3e 3761bd dec0fc fb6dad
d0c623 849110 5a6143 6bad93 30eea5 c1d9f3 ce4cf2 b4227f
c3bba1 b69000 6a7537 30f137 3182a4 9fa8f1 8200f3 a4356c
a32303 f5832d 61725a 30f496 909af7 7120ff 8e60a3 b6b1b4
a34d36 cc8268 30f740 a5c0b6 566a74 e7d6fc ad92cb 8039c4
c9a09a f94c26 c0e32f 30fbef 88a2c1 756d82 ac37e0 a92f42
8f5046 ecc0b4 aced28 6ca13b 30fcfa 62557e a318ef f154c6
745117 ccc1a5 9a8136 b3ed2d 30fdf7 705df2 ef6fbc b1396e
aca29a e9d304 6d640a 4ca700 30ffd4 bac2f7 5863b1 be3d6b
d88401 789870 476951 70e092 3140f8 be9efd 9051a2 f0cbec
f28e81 675c51 6af206 4f991a 3140fa a66df6 d8bbe2 c04898
da0f0a b28873 fe7c13 f3c991 6b919f 3145ed c5c3e4 655788
98423f d76017 a8d224 57a474 55f3d1 314de3 676a88 c678f4
988a84 f48128 9fcbad 3155d8 6d7292 7f8afd e2b1f5 c31731
ca5825 fda206 9aa981 5a5e55 93b0fc 3155fb 935691 f3cacb
dcb69a bb5d0a f69001 c5dee2 898e90 6898d7 3155fd 6d537d
973322 eed2b5 af9600 a7e237 76bcdd 3156db 8675a8 cb6373
c13837 dd8415 f6c768 4ee2f4 3159af 7a8db7 706473 ada0a1
d29c86 da6b07 775b30 dee189 99befa 315caa 548af0 7b7e92
ffc006 7fd599 315ce4 708ef7 aca8c3 99028b 88687b db2f43
755040 d9d266 98a413 8af5d0 315ce9 737bb1 bdc0e8 bb7d7e
c5a587 8c732d a5e104 585a56 6bf7f3 6699c4 315ee6 e42287
e3d3cd 548146 33e21d 315fd2 b8c6ed 7c92f9 ad739c 744c5e
5d6d1c 88a13d 95da16 489f84 60f2e6 3161fe e786f3 9e0e92
bb563d de9c09 b7ec83 60a996 3162d3 ab96fc d3bddd 876586
b22510 51ad3a 66f156 316374 d7ddec 8a4bfd de8deb 998b8c
8e6b3d e4c671 316467 d0d5d6 91bdec a472df 8721d1 eb7d8e
e6c49a b89023 c5f008 707a58 76ece6 31656b 60b0bf aa27bd
c67731 eec429 4efdac 48b59b 316a75 c7baf6 906edb a8373f
74740b 72ea05 316fa2 7e8dfc e6cafa ac97b6 97275b f98889
cbc7c7 8f3f2b f2720b 9bf175 769184 69b9ec 316fec 80538b
e3c713 71985a d2ddd5 8cceee 3170c6 a898a5 754c59 b10f1e
cd5508 6a7e63 62fa6a 9fb4a1 4facc9 3170d7 e1d9f9 8f417b
b3290a 948c8a c28615 34fb71 3170fc 84a1ea 8d3e6c c9bdbe
e4c80c 31722f 9eebae 31b06a 8463fe e0d8f7 706684 aca4b2
dcc603 8e9716 c4e3b7 31724b 63cdf2 9529f7 bc63c5 8b387e
e2d0c2 f18101 aff45b 317345 41cde9 427ef5 b03894 bc8ba1
cea308 a4bf92 317417 3baefe 725af4 807697 f2cbeb 98265a
c59075 fe5600 6b5d35 eeda53 69eccb 317674 c4b4e5 a63ada
d0dbba 85e73e 799b8e 317687 9e55f3 d7a6d3 e54248 ac0507
c7ab58 8e8e85 536724 b2f51a 5de1be 31778a b621f6 f56ae9
953518 dcc3ae afea41 74a53f 5bc0ef 3177e6 89507f d776a1
836d52 889e0e 95de5c 3178ef c0aafb ae047f de74ac f9ccdd
af7700 5bd969 317a51 dadbff a8a0f9 8d65d9 98217b c8a4b7
fcc2a6 acb928 317b03 b4e3fc 9243df d07aff a52268 ff6eab
e8b7a5 83ab3a 9fe924 317c33 55bac8 9048e6 a20676 f13a8e
d9a89b 8a4906 859238 aecd1c 317c60 9ee8fd 8815f8 aa61cb
8f3a36 d76446 c1d401 949c93 74fcaf 78b4ce 317cd4 576076
d43f3b cddeb5 5cd308 317dad 652be6 f692ff b5a5b4 6a5a68
bc290a a1be2e 5ffdac 31826c 3abc9f a383cd e6caec 9101af
cab117 555e48 31880b 8eb89a 9defe4 ccb1ff 842fc3 b865ae
e6352e f19f26 cbe39f 318b77 86e5df 805eb2 b096d4 a41638
6e5b57 a32206 dda23f c1e4bb 8cac94 318b91 8157f3 cdb1e6
b7b6b5 e9b849 978719 318c84 abd5fe d940ff 7c4288 a7414f
a8220b 9b9a00 b6e292 318dae 7f4af9 e8b2d5 89576f e97685
f8b5b4 9f250b d46a4c 68f351 318eec 4e5c97 beadd1 845663
ecc2c2 9f8779 62574b acec72 318f0a 7b56d7 ab077d ec6eb9
765129 94853d a4ba03 9ad0b8 647e78 3193ee 7a26e8 eccafc
a3c22a 319457 5edb9f 663ed3 a86edf f6c0e4 84546d d27ca4
ebd5bd 85913d 7ece1c 319583 354cfe 6c64a7 f67dd4 a71518
665650 c88605 7e8969 5ddf88 3195fa 7c21ec cec8d5 d51196
784d34 bab07a c0eb2f 319801 8de2f6 ae9cfa 6649cd b0739a
8c4b16 98953b 66f543 319981 3f4fc9 a599ea 745d82 d4c5cd
f0b195 6d5527 a37f27 72f103 36726d 3199f1 b2a6bf 7e03fc
854e49 97833d efc90f 6ff2c1 38778e 99abb8 319afa 6f1de7
c8c5b1 9ae835 319b35 8a948c 3dfcfd 60656c 8d27af bf83c1
aa3f1e c8902b f8d31a 47e397 31a084 9ca1c2 af50fb 7c4375
c11507 cdcd07 31a15e 78f0b5 d6dcf9 4850c2 d187c2 8c4867
c78302 eac419 5a694b abe6a9 31a194 3d59a9 e5d5fb c37df3
a1a199 546140 90e518 31a23b 7643f8 c370d9 874d8e f9cbe5
b7371e c49663 c3ef3c 8aeebd 31a4a4 646aba e7bcf2 7c4961
cdc601 506245 31a659 b9dcef 545de8 9b98a6 f27cfc b00b82
9a4741 fdada1 d57701 71ec16 31a6f3 666e9e d6cfea a58485
775139 a99c7b 4d9402 cde0bc 6be93d 31a7dd 8d48d7 bb4a81
7a514b ad3601 ef7534 cbd8cb 77fd79 31ab9b 725cc8 f6acf9
74521b 899215 88d862 31abd8 5a6ab9 a41d71 f8cce3 b46877
fbaca5 d3d71c 31ac4b c7e0f7 375bcd 9fa0bb 865a7a a11f42
d63501 a7bc11 91d3ad 31acc1 5269b7 efd1ff 8f4560 ba7a80
a46927 f4b708 56fda4 31ad82 4b6c80 bfccea 8354d9 a88fd5
db998f 7a9d10 a2e91a 31b0c3 8070f7 734696 e0d7db c92d5c
8ca104 5c7643 8ee383 31b490 4253b5 d8d2d9 f760f2 9a6b92
ab4c33 b7d228 31b680 7fe7c9 6945d9 b471d6 665269 eda1e9
7c584a e07130 bbea4c 8b8d8d 31b7f1 bb27eb 9a147d f4b7c8
bfe588 41822f 31b98d 8371ff 67529a a284ad f7b2fa 7e5765
cac60e 678909 99eea1 31b98f 5f62ea bf81bb 834e7f a02641
e6cb89 686c4f 31bc14 bbc7db 9c3afc da79fe a02d78 df638a
fd821c 6d5641 62fc8d 31be84 9294a6 8c0aef be64e4 f9c1d5
a55d57 fc3a05 d1ca49 31c092 b0e9e2 64818e aa92e5 8e44d2
c74a33 ff7d02 edce9f a39b8b 31c6d1 d749f0 9916aa 725f74
f7d327 578830 31ca9b afbfdb 6737ce 938799 6f5772 e84ae7
e00f05 c0bd7f abf20d 31ccd3 4b4ed2 a082fe 82648b c26a6c
a05d0f 99a392 31cd1d 486e74 d8dbe2 7403ee 9d55d1 e397ff
8b5214 8db542 a6f668 34655a 31cefd 538fe5 d48294 e2d2d3
a92103 8a785c 78b105 a8ef41 31d58f 3870fa 606278 ce8db2
945701 a69803 bce075 339a6a 31d5f2 556095 987be9 f894ab
369e33 31da68 96a2a1 565d5d c8e2f8 ae20fa d98cfa c2439f
8a4914 d5a518 b6e396 72917d 31dfd9 4296f5 5c4bdf 7c5f93
5a5e2c 688f21 31e15b c4e1f6 546df7 ab9ee8 965a74 e79eb3
a51e01 4e9f50 31e767 9b9b9c 7637e9 806782 d263d9 f0b9df
919653 31eb1c 3e7255 83a4aa d7cbf1 69577b d986fc ca04f5
8e4b3f f47f18 31eb91 68a89b cae3e2 366371 875bca ceaeef
31ed75 c9d8d9 923efd 8a5394 ec89e8 a09097 a21745 f03a5a
d3d2d1 845417 a5a100 31f079 839ca5 7358a2 fb9cf6 e93e73
ba603a 31f249 a7c3b7 449899 4d5f69 a826df d87ffc eec8fd
a33d34 6b9e01 31f331 d4d0fc 942af7 ed4ec5 754c69 c4abb4
526102 b0f272 31f3f6 4e56b7 ad84d3 96426a f2a7b5 e63d59
a69b04 c0da14 547321 31f6cd 8baae1 7e5ee7 8d4476 d17076
835448 da430a 6fa071 31f86a 3b57fc 5d597f aa83e9 ec96be
da2013 d7d311 3d8f6b 31f8c5 8fb1b5 d1ddfe db64f3 972598
bb4107 625c4e b59c43 dad739 66a790 31f8db 5b60cc b3a9e8
a6372e dc9c67 e7e440 697570 31fabd a6a1ca 7122f4 985dac
c7523a a3ba89 31fe0d 3e69de 6a5f71 fa91f1 a18a98 e7d6df
daa53c 55823d 31feb2 9dbafd 5c26fa 8d62e0 ada5ae 845e81
cbddb4 71d635 323fff 675b89 9b7cef ffc9f7 bba0a7 b52d3e
f52f2a bad508 65f7b8 83a89d 4c676a 3246f6 8e75b6 e3a4f3
d55a2b 8f9b8b 79e17b 5e6962 52a5fa 324cf5 90689d fbcee3
8d4f1e b98d11 c6dd8d 509d81 7edcd3 324de8 6f6185 bd95eb
ff6f1a a4ed8d 324ff1 5c5382 a47af7 d8b9fc b47793 a83651
f89038 974b02 70f1bc 6aa6a7 3257b8 bc81fc f4b5fb ec3562
895e59 91a808 74f16c 3258e9 768df7 565884 dfd6fe fe81ab
a95108 ddb877 5f6a59 54fed1 92bcc0 4f89fa 325abe a36e99
f00e07 ffa02a 988a77 cdd4a0 677995 325df3 a0a7e0 913944
90492e d06d16 cbd622 6b9177 38f8a8 a9c6cc 325e9b af85f6
cd1606 eaa395 8e7c67 c0ce29 86ede1 8badc7 697b90 325ee1
c14b48 bc9600 b1b2a6 5eed70 6f9ab9 3260be fbc6f4 7a4665
8e970c 58652e 9ad54a 74eded 326275 b597ff a747d3 d97ca5
b13f2a ffc6b8 ab8a7d 72e837 326277 dcdafd ab26de f661f0
c42d13 d19d62 d3da07 c3dfea 50a1eb 3262df 7c8192 75515a
867636 e8c506 54d8b4 409a86 326566 d3cff5 9a03fd c64ab4
ca6c54 f9ba11 99e5a1 4f5d60 60a2b6 3268c4 dad5e6 b20409
b67319 fea81b 919892 326a47 a0e7f3 7d5cf1 786588 d689f7
eec9a6 7b993e 7dd80e 326a68 cbc2fd a752b1 fd79b6 a8091e
775954 a22201 d06916 fad837 44bb9a 326af2 696291 b6a4e6
f7ccc7 a57b3f a7be0d 326b62 b7d4fd 7998e3 aa00f9 f72f9c
804641 758633 7ef468 a2b5ac 326b7f 882eef b46dd0 f0a5f2
ffbdb1 8ad735 739595 326bf5 d9d4f5 c592e1 7b458e cd394f
e4601a 685842 bdda6b 6eb4a0 54fcdf 326bf8 6a6798 d29ff4
e3a516 615d14 cacfa2 828b5b 8bc5ce 326ce1 af95fc a61970
7ca134 4ce515 326d2f dbc5ea 9f29e7 c37dea ea3696 fe8c9d
d0c39f 8a917b 8feb25 326f12 3db410 a355cd 60565f fe98ce
d2b2aa acd54b 789c53 327013 8cf3ed 62b2fa 8d47f0 9a4b87
f0a99c 645839 a6b800 718a33 87e5e6 3270e2 899bda bf4282
ce9350 556123 b7e50d 8af1c7 65a296 32716e 8a45f2 bfa6df
fcb8ab d98051 5a5d21 4dff0d 749393 3271b6 b4aadc 8a4365
8a412e d64b02 7efc25 84b691 42676e 3271f6 c8baed a780af
bec478 869413 327241 63f4d8 9fb3d7 a150cb 903073 d46d93
ca8115 aaa08f 84e81c 32724e 70a4be 845be8 dcd2e2 951e7e
8a4b17 c8b509 7b9069 63b3ae b3e8f1 3272bc 515b6a b79efb
a88e52 f7d91d 5a6428 83ceb7 32736c 9574e1 ccb8f8 7f359c
b7604b ff6609 ccd796 75a294 7cf1ef 32737c 8854e2 d882d0
aa9493 a72105 f29434 dacab4 3274ac c5dafc 89a6fc 80525f
605957 8b5307 9a9230 badc53 3ccc97 32768f 979ed2 a436f8
cae6b6 327811 7e9873 67d047 4387f6 d1aff3 8213dc 937691
