# colors_mcd18_mld2_nc8_cvd100_minj40_maxj90_ns10000
# Python 3.6.6 |Anaconda custom (64-bit)| (default, Jun 28 2018, 17:14:51) [GCC 7.2.0]
# NumPy 1.15.1, Numba 0.40.0, Joblib 0.12.3
# Python 3.6.6 |Anaconda custom (64-bit)| (default, Jun 28 2018, 17:14:51) [GCC 7.2.0]
# NumPy 1.15.1, Colorspacious 1.1.2
88e0ce 5783de 0045fe c4b5f7 a62c23 e37a34 e2de3e 65756e
aae5dc 9b30e7 c77eeb ec3289 f89285 794f3e cad004 2c9c05
2c9dbf 3254e5 d1d7f9 ad3a64 cc8317 f6c21a 6d560c 74dbb5
2c9ed2 9c1ade fccaf1 a40067 d77f85 959d11 b1d94b 3e6d34
2ca19e 81d2d9 9886f3 8d1fb4 b34f14 a6a831 d8df7f 676f60
655ed7 69557d df7bbb 9d4834 9a9e06 dbe535 74e1a4 2ca67b
5b697b ac9fc7 a456d5 c48b05 fad362 6e5c24 2ca77d 9ad5c1
2ca792 5c59a2 a16cff d79fe8 8f3852 df222e f58900 9ce089
2ca79d c5d3f4 3144fa be77e8 825072 b5bd50 5a8620 3aebb4
2ca8a7 92cdf9 655ae0 7f4273 a33919 7e7568 cda141 d4ddd2
2ca8b0 59595d e0cdf7 995ed6 7c5c0a c5a037 768f73 a0d4a2
2ca99b 9219ea e1c0f0 b765d1 c85b1f 8cc931 59ffb8 3c6b5f
3be8fa 2ca9be 3e67a4 913755 d83c24 c9ad1f bfeb97 8da582
2cabe4 54607b dad1ee 9a43f6 e29caa a87174 ca0226 8bdb5e
4d758d a93afb c89be7 636a4d bee858 87b30a 8af7c1 2cae93
366a79 c337d6 fe6ef6 f6bbe6 7d730b 99c455 a1f2bf 2caf8d
7e52ec a587c7 e9bbfb 9f457b 536509 71982a 98db58 2cb38e
2cb3df 6515ff ead6ea a535a0 908484 f88116 566a11 a8df91
642ff8 916bda e1c8eb b34f77 d09894 746028 b4f44f 2cb40f
2cb8fc 8447fc d9ccde 715775 ad4614 ddab33 b0eaae 418f69
60727a 5c25fb 9863e0 f19efb bc2626 69fb12 2cc13c a9c1af
2cc1f9 9d60ff 80407d ce67a0 dda99e 66703a cbeb4c 7ea82b
8a9199 5c6068 c1cdff a42feb d76af4 ebd7d8 bd3619 2cc54c
cedee3 2cc6f7 9d9aa6 ca20c9 735e6e fea284 31700b 3da808
95939b 8648dd e0b6e1 f068fe b00d6e f14b1e a5e403 2cca83
5a9ba8 2cd1fe 7750d1 8e345c d95560 e4a444 6c5f16 d2d1bf
6721fc 9863f5 ed9ed9 a23e8a a49085 dfdaab 5a7c26 2cd319
bcb9de 943cf9 97438c efc93e aa9226 5a601b 7e8882 2cd3a8
5c9a93 794fe9 f3d1fc ce8be8 a32c84 ed1131 b2ec4a 2cdfa6
2ce3f1 5389ef 6621f3 91397b bf7c82 7e7915 acaf43 c5e1b8
5d5f64 6b1af4 d5a1fb a46ccd 8c5a13 2ce44c 3fa66a bacec4
2ce4fc 3a43ed 764c8e dd59e6 b3a4a1 9d5d03 98d671 486f65
9fb8c5 3a72a1 33a0f4 5b5b5d 9f5d36 ea8217 e2e71a 2ce992
d7dddc 6a10f9 9c5be7 dc9cee d40a83 9a5942 95b072 2ced2d
44a2fe 5c6da4 e7d2e7 c294b1 de686d 9a442d 8cc517 2ced9f
2cefd7 a4ade4 a269f9 972193 f35198 a1792e bfc22e 387866
617dc7 bcbff7 7511e8 8b7f87 a02f46 c69c1c f6d82e 2cf3c1
6c1ff8 f378ea c53297 d5d40d 9aa20e 447d30 5eb390 2cf6c9
a5b7be 74757e 5b2ff9 e977f7 ab2f43 dfdbbb 33b017 2cf942
36b4a3 2cf9e8 aeacef 7541db 6c5366 d26e03 fbc12a 638560
4367de 7a7e97 cca3de 9b225a bd726c 765a09 a2d841 2cfbd4
6c71cc 5b5575 eea7e5 7e5241 c17210 a5e307 939f97 2cfdbf
2cfdfb 9597a6 d849e4 9c2e14 9f8641 cebb39 abd4b3 4a776b
c2d1eb 533af2 9087f4 8b7887 a84327 dcb9a3 2cff18 31bd29
7d9eb0 2d4dee bfc9f6 686371 9b691e e8de5c acaa1b 5bf0bf
aeddfb 2d53ce 706587 b27af5 b57477 a54029 68b829 cbcec3
2d53fc 9168a6 f0b6f3 a12433 e44f39 c4e878 45a483 82d7b7
2d54d1 ae83db f0bff9 994b58 cf1307 ed7909 c8ed47 8aaea3
2d56d7 ae7be2 edd1fb 995788 e7858b 626749 9be13c 3ca30e
92a9a3 617171 9be6f9 3e95c9 2d59c3 b23528 d17c50 e0cf81
2d59f7 e07abd f7c6e0 985f75 ad241e abda47 73a110 5dc995
b3d3f5 6f98d3 2d59ff 9c999e 7b4888 aa7220 d1dd82 535c55
d1d4da 2d5aac 706e77 e673ef 856201 9e9a0c 4be68b 79a990
b8c7ca 41a2ef 7d8a99 2d5af7 635866 e12d04 ada071 e5d81e
2d5afc 8c7cc6 beb5c3 c83565 fec9ab 9f8d1e 526204 74e10c
a0e4ff 52b1f6 2d5cd3 a77699 972e4f f0d7cd a4d416 5b923c
d9dde1 9cc5fb 2d5dab 698ed7 825c71 be5709 ef9d48 9da096
71a7a2 2d617d b2d6f2 8501eb de4ee2 fad1ba afb415 748543
43dbf7 6e9cb2 2d619f a56dff 8e4f5d ff9f99 c8dd11 687f1f
429db2 2d6279 7d5cd9 a03707 8b7369 d8752f 98ef4b cfceca
3bfcfb 2d6284 ab2ef0 f269db 9c4700 f8cf16 addd9b 5d9864
2d62cc c5a0fa 695566 b17ca7 fdc4d7 5e814c 41e957 90b08e
4d6469 2d62e1 aeb0fe 8b84aa dcd4e2 cd9267 975e15 69f332
8aa6bd 2d62f3 ebd4ff 7d448c fa3e7a 9b422e b1b111 61dfbb
2d64e2 7394df 6f6f85 fdb7e8 a1204c 956f1f 9abb30 77fba9
2d655b 73a098 55ede9 a721ed ea6ded ebdaab 9e8f2e a8da09
2d6667 3be6f2 afa9ad 962eb5 cd73d6 c2362b f8c983 72b714
2d66b8 a2a5fe 887c84 d7bdd0 a62034 abe10b 31ac5f 5efda6
b3d4ca 2d676a 4ed2fd 9598a4 708eeb 8532e3 ad5f1d c7ae52
2d676a 8343fc cebbfd 9b78bd a06234 dba321 81a688 8ee3c3
2d678d 8e57fb c38df5 b52635 d37978 f9bdb0 fd2a08 78fe0a
2d67c4 899fde a61d6c f4547e 785102 a08101 bdbe4a a3efd7
2d686d b332cd f96fe2 a1999c edda80 687649 44ae2c afe0d1
2d686f 7838de 9b6fc1 f5a1e6 c5291e c7de39 5ea272 81f9bb
6df0ff 8849fb 735b77 c879cc d45d02 fca907 bbd89f 2d6945
b3d9df 821af3 ff67f3 e01ba0 975400 d6eb25 60a35b 2d6a50
86c4dd 3094dd 763af4 796286 d17d7a d9d399 91b805 2d6b03
58abe4 dbd8ff 845cf7 98446e c8b333 2d6b10 7d9b6e 8be8b7
46ad9b 83e2d6 2d6b79 b58ce9 a640dd ad3522 d5af0e cae994
2d6d63 70b0c8 9838c7 c78d8c 54620d 7d9125 46f84b d1deca
2d6edd 9b9dad e0cdff 8a5082 f2b8ad d1440d 5c6554 55d310
2d7063 53affe 814cd8 de67b1 ffbf1b 755802 9c9134 b2ccbc
2d71c9 cdd1f5 989cf5 d97aa1 7a5057 f3d2c9 658f2d 42db59
f0c5ed b12db4 d879b3 65555c 889a67 cde4ba 59e10c 2d7318
dddaf8 8541fc b179a3 804274 fac72c 8d9e50 2d731f 8ddd9c
b9bfc0 8dceff 8f1cba c464da 9d1660 e0486d f4c25d 2d7517
c9e5e1 81c2f6 2d76e1 6d5f66 bd8497 914108 d2d467 829544
b3bffb 8c8bac 974dc7 944d10 ffd27c bca12a 39ad82 2d7765
2d7775 8755cd e993cf a61242 b6681f ace34d 929e88 60fad1
43f9e6 80a4b2 2d77f9 84415a ffa597 d5070c 9f7f69 d6d307
75e5ce 2d77f9 a8a5f3 a97f9f 8e3f49 d54c34 eaa282 c2e52f
8ac0b2 54f8f8 2d7892 8215e0 e962f2 9f6c60 d0c909 8c9a14
761eec d3a8ef a373c3 8e4776 ee82a3 a2f249 50b640 2d7a48
7e9bbc 2d7ae8 595f7c f2c5e2 9a2d2c 958273 de8d41 76fe84
2d7c6f 53cdea 684c85 a850f2 a53b20 c98b03 fcd71a c4c3b5
2d7d8e 9a51f2 ec8fe5 ba1559 a09624 cacb6d 4ff9d1 73b09e
89a2a7 81cffa 7c06fc bb52c5 764b61 c3a576 c5e33e 2d7f37
73b0c1 c9e1fd 2d7fe7 a12e8b d5a731 7d8f69 575f4d 2df3b8
66a6cf 5336fb dbd0e0 825093 cc9f24 2d8239 a7efa6 91938f
a3c7d5 5795f7 817596 931aad c2a670 cae03e 2d8248 41fcc3
80a3b2 2d83ef 666988 825452 aa1803 ff401d e3d4b1 9ce634
bcd4da 869acd 9153fc 921b90 7c606f f77d84 dfba2b 2d842e
3dd7f9 2d87a2 643cdf 9a4258 c9130e d28554 f6d270 b2d3c7
d9dcf0 913bf4 7d4785 e376dd ad342e f9cba6 83ab37 2d8a75
2d8a7c c9bfe9 800bfb 9f68d0 feb6b8 b83516 a8f554 7bbb3e
2d8a99 dfd9fd a20ece dc76fa a52133 f16f07 fccd2a 50eaab
a6a9ac 5fbdfc 2d8bc8 495c7b b01b04 a98250 eab519 d5e1d6
95dde9 a49da4 615564 b955c3 ac260d fb5c00 e8b880 2d8c63
831bf7 d484ee facaf8 a63e9c a41820 829b1a 8fc993 2d8e6b
2d8eb0 841ad0 e1abfb b0115b c38d43 7e6305 badb09 86ccb9
cfd9e5 78b0f4 7457d5 aa0c7c e7bca0 775025 97a018 2d8f6f
65d7d3 2d8ffa 405fa2 6d676f 7b4c2d ed921a c6ce97 879784
5d42fc 8e2890 d16da9 f8b52e 9b9c7a 2d900c 6b6e69 96ddc8
2d9189 bec5d8 683af5 774387 c764e1 b63a51 fd8f40 6befab
2d92dc dccdfb 943570 8c7e7d c32f14 fd661a dba689 a6f459
99dedc 7e38f5 c1a7fb 9874c1 714e69 f77e9b e3e034 2d9355
88c6e1 2d93ee 3161a5 858087 ed805d a15c1d e8d1ad bcf13e
9bdafa 2d95ee 8f17b7 d48eaa 7c6e6f ad441f f0d7c5 9abc39
a99dfc 6e6979 c111ca ceafc7 ae2a06 c6e4b6 61cb54 2d965d
46f8e0 a9befc 844fb4 c27191 8c4252 feab95 d7d615 2d982b
2d999e 733fec cfc8e8 dd78ff 6a5e16 f0da21 989031 2de0a7
a6d2f3 7330ed c681f3 aa4ea3 a4143d e1d7ad 2d9a10 8d978f
3e6c99 2d9af6 cdd4ea 7e7174 f2a8a6 8b490a 81a541 5aee33
ccd8e8 8b01f3 dd4dc9 87667a ae9da5 f2c62d 3c6704 2d9b4f
e629e3 8e3188 f0a7dd a3959a 66655c 9dc76f 2d9c23 74facc
386364 2d9cb8 d3d8fd 8b47e3 c7b4b6 be0c01 6e905f 6be366
366566 32e8f4 8929e6 b47be0 c85b13 f29c13 bbcab6 2d9f7b
5d54ce 9f81df 6c5578 e0a9cb c22f1b e37a05 70ed6d 2da275
73f4f3 2da2db 3959a9 746575 d43023 f7ac11 b4db9d 86a478
c8e4de 9765f9 c0ade6 8d4e95 f88b8e 4a6502 41fb34 2da32e
9adaeb 2da4cf 7640d6 63555b a08683 a34928 e08a4c dfd8a5
455f7f c237ed ff79f1 b79ea4 994742 c0dd1e 2daa43 a1edc1
85e5ff 2daedc 325be4 922c69 f9cec6 ab7860 6d5e06 a4bc1b
c91edf ee84d5 7e4566 a29a85 2f7a12 2daf0b 53ec38 d5dfd1
7947dc a12c7c fb75bc f1d4db 8b807c 49660f afd47f 2daf16
9997da e0c5eb b615ef d63883 fa849f 2daf22 3e6c37 64ff93
2db0a0 5d67bf f38afe a70468 7c5f3b cad823 809818 b8e5d5
9767f7 edd4ed d48bc4 923884 9bb68a 2db404 67eb4c 3d7453
b21ce6 ef7ce3 9e0a75 ced71c 8aa30d 3d7753 80eec4 2db59c
2db6a3 5a61cd c1a6ee 7c4a74 b35f10 fbd60b 717669 99d88d
2db6db 5d5c5c 5a52f5 92388e c2838a d25716 bedb2d 8deeca
728085 4a64f4 ad99f3 6b4b82 dbc5ca 934400 a6f678 2db86a
5464c8 7b788b ba9ed0 864352 b88624 e8d80b d3e2d3 2db88c
2db9f8 396eba 8d8ca4 754d5c a43128 f49215 c4bbb4 b3f188
aeb6c2 611aff 8f59c9 df84f8 aa3d0a 2dbb01 92f5c7 516359
9122e1 e381de b1458c b9af9f 5d5f4e b8f266 3c8003 2dbb34
afe6f5 2dbfff 758392 b92fe4 da7e62 e0d220 5d601d adb7b1
3f5e90 c3c6d8 938af8 807b82 bd7139 dcb61d 6af9ba 2dc08f
2dc1e6 4e6e8c af23f1 9c3307 fab618 ab974a 716f60 b7d5c3
d0c3ea 874179 ef47d2 af3000 81af1b a7e990 498060 2dc2a4
2dc3af 7d5ae5 c49efc ffc9f4 a46495 f66979 bb3c1b 9ecf00
819091 b989f3 9c48d6 f0b5e8 8d3761 c2ed46 526b0d 2dc464
496571 4a6dfb ffb5ff c880c0 806842 88fe2b 2dc724 bcc1bd
2dc7dc 686b7f d83af8 982f3c dd3f04 f2d1b2 8fd61b 9fa296
c8e0f8 83868b f15be0 ae259c ffbc36 9d791f 575e38 2dc993
bbd1e7 4557f3 90689c f76fff 9f1c5e 4d9746 2ddf6f 9ea19c
6e70fe e4b8e4 991883 cd72af 876f70 699c16 2de220 bde4bd
2de2f5 325dff 5f4e95 9f8ac7 fd6100 8b6b4f fcd536 7cb579
a859f4 d3aeec 874888 c43a00 e08a1d aff30c 2de78b 768077
2debf7 7d29ea b64ea5 d79ab2 5f5c06 d1e86f 93ac13 368768
2deded 8d19f8 d257f7 875e82 ae0426 dc6023 fab027 a5ba8f
2deef9 632ff9 815f8c fa48e8 b32742 fe2927 f6bf33 6abf88
7688f1 bfbef4 7c3dad ebd3d1 ab9c9a c85305 2df42f 427566
2dfafa 526b80 919cbd a120fe a51512 bc6d4b baba15 a9e79d
aac2fc 9679b9 8b2eb9 ff5f84 9a2937 af6908 cad924 2dfcbd
3d6c77 a2c2e0 97969a c62aea 67583e ead26c 4da557 2dfcd5
d0dfe5 7453d5 b2a3d9 754776 b36c88 e1a57d 707a39 2dfd06
a8bfe1 bc4ffe b72392 e28024 d3cfb6 9a9988 2dfd4f 4f6b54
b9d9e2 9c2ef6 cf6ef1 a8397d f0365f d0c23e 5b5f1b 2dfeaf
31dace 2e3ffe 7062ac bd82f5 74555b d85107 fccd8e 649b6e
2e44f2 8978e7 b49fc2 78697b b72925 e37432 e9df09 bbddbd
739894 2e48f0 816da6 d594fe dd8c50 72fe6a 33713e b1c7b3
515f5b 97dafb 6996b1 2e56f6 de797d fccdca 997a08 a7bb1f
70f3da 2e5bd1 a5b5dd 678df6 726b82 d45a5a 943912 eac879
37d2d4 2e5dee 9785d6 962a89 7d696a c5a278 b0ed64 3f8708
bcd0e5 2e60ad 758eee 8e6b81 e94a45 feb140 9ca296 52f4b6
8bd9fc 2e627b 738ead a057fa 964a32 b0937f f9d5ae accb0f
2e62e8 cdb4f6 9f5087 d98a04 fbd06a 7b7f51 92f4d8 58b9a2
c4dedf 2e63a7 bc86de a94322 7c7671 c7810f c9d00f 52c783
2e6468 cbd2ea 8c88ec 7d1dea ed954d f8d2b4 7f623a a39d92
2e6469 b1cee7 ab1cf4 d850b6 a48d84 f1c7ac 73601d 5cb334
62f4e0 2e64f9 9382b2 9c058d b9071a dc7d2c ccd927 6ab98d
2e655a c81df9 fd72f8 efc4e2 f01093 867331 aaa66e 9cd91b
2e675e 50f8f3 888f93 74a2e3 75589d d34101 c2b08d ade224
3bfafe 737272 2e68a3 7e80fe b190ba 884a29 d0763e eccc9c
6acfde a38ffd 8b47d7 b3487c f2999a c3d441 2e6917 56974a
579e97 97ccd6 ad8fff 9c3be7 a71785 fd9e6d ab7e0f 2e6953
2e697a c3c4e7 a088d9 9607e6 b87d74 f91819 d5bb32 7fe6b1
2e6a6b 469da1 d1c9ea 963fe3 af3a0b e0bd10 8a9d6f 6df49f
7f9595 2e6b6e 7531c1 9e71c3 eca3db cc4501 39cd21 b9d2b6
2e6bf5 a57dab f4cff1 7d4e58 b3e10a 45770b 6ba653 5ce29d
8e9293 7b4fe4 d48be7 a9226d f42359 e7da2c 2e6c06 aacbbf
61a9c3 2e6edb 7d576d b58d0e b2dc18 466b2a 819075 43fec0
ab22e8 68526a e561df dfd1d8 9d878b 2e7215 2eaf25 61ed89
58a9fa 795bf5 6f518b a0838b b5d35c 79a212 2e7441 71f4cb
2e746f 81b2b0 c1a8fb d217cf 97361b efd8c1 97982a 5afb28
6cf3e3 9576e3 c8a9f8 ac809e 922d63 a8d917 2e7511 54b267
d29af0 cb3fa6 a51a17 a48404 d4e549 93e6b6 2e755b 82a197
2e7568 ccc3e3 8101ff f31cc8 a81b2e d1a09a 8f8802 49e330
b2eae2 2e7585 95adba a754e7 9d204e e66f77 e8b34d 6c7f18
2e7769 bcc3f5 6e02fc 886bca cdb59b 7d5d1b 65f823 36b42c
48faf5 2e787b cb7fff a832d0 fd93b0 ed6207 c4e468 56643c
bdddf4 2e78d8 5e6578 a29bb2 d6ad97 735129 d5eb1d 61a71c
2e7aec bb9fcb 7b5680 9b3536 f24a04 f9c94c 61ac7a b4e7c1
3b6c6a 9bbcf0 2e7bfb 7f89aa ce1912 b28b77 fcb824 d2d5c4
2e7c71 cdbbf7 907ac1 951be0 f2bdb3 865114 af8246 6cd418
b2cecd 2e7d93 9d7cff 7a33d3 c00b10 c0951f 877f6e dcda8f
2e82ff 506891 aca0bc 7f6361 aa1e01 ce8b2d eecb11 a9eba1
75a8c7 c10ff7 a4038a 998b71 f9c628 2e8301 5a5a58 d4d7d2
2e8384 c3b3f6 7426d9 be63da f9cddc b91d1b f67a5c 9cec05
4ef5f6 2e848e 87afff 7b55dd 7b4854 dfb5a8 917e45 a6c31b
7d52d3 784f7a da8cbc da2301 dbe13b 61b76a 2e855c afdfc1
83b8ab 2e86ba 7131ce e6c0f6 945e64 ac2019 ed5014 60ff16
a090fd cfc5db a907f0 db47a6 aa0121 ad9725 62d696 2e8867
6dc1f5 2e88da 646382 d4808b ae0d40 f92e23 f8c52b d5d9ba
aee3eb 80a1de 8c46d5 99316a 988f90 d6bb0d d9e3b8 2e891c
6ce5e2 998eff 8120be bf4d9b f59b9c 9aac04 b0ee11 2e8c3b
cad7de 8db7fc 9d90a3 c441ef 93099f 6b5b65 f9ae4d 2e8c46
55bee9 7a26fc 9f61c0 96306a f7aba5 8c9c0b b6de15 2e8c56
386887 2e8cea 9796a8 dcc5fb f8b2aa 824940 d36b53 8df84a
2e8ded 6133e2 d6c5eb c4449a 7b5b5e af8a8a 448901 6bde06
5cd8e1 4f5e6d 8548d8 b882fe 9c6307 e6dd0e 92b462 2e9179
bcd3d7 8836fe 6d646b 8a2e92 ca5cbe ffc690 2e9344 9ca199
2e9599 91e9f2 6542e8 bd70fb 695460 c35246 f09d17 bdc79a
2e96d4 adbed7 345fb2 795d61 a51917 e77956 fac715 67fbc3
2e9aa2 aedfe4 5f62b1 bca5ff a80763 a9735b ee7211 f9b789
7628e2 ed59f8 a42782 f6bfd5 916c6f aea789 a2da34 2e9e0f
cedbd7 2e9e90 495f65 8dd7ff 7b08fb d952e4 7c5d2a d3c743
49eefe 2e9ebf 404fc6 a05324 c18b12 f9be0c a1c7b8 648177
2e9f96 9d62f1 ce93e5 774d84 bf5605 d8e1c4 78d025 5c6e58
648896 2ea4fb bccbde 7d34c7 972f30 d09464 dbd44a 7af8c1
4746dc be78da 885682 fad13a 476e2c 2ea502 9caa94 8df7c1
2ea5a4 436b7b aea7fb 9f1fcf a31f1d ce9871 dcda03 72f8c4
2ea6f8 5867bf d6d3f2 a30262 fb4c34 e3ce3b 61fdb9 85918b
5bfae7 8e02ec cea9f8 c14fc2 f39091 b5eb31 2ea824 386851
3d685f a4a4c0 be71fe 9638a5 dd5916 f3aa1c e6dda3 2ea883
2ea896 56656c 9b8bea 743dae e5bada dd4d3b fb982b adefb0
2eaa96 45f1f6 7162ee ab98f6 7e4784 ae3040 c2c66f 879515
b2d0d6 746cbf d194f2 744e46 b34b0a e68d32 dedfa5 2eae95
467985 dbd9ec a252f9 e39cfb dd0c33 f68213 47f3a4 2eb191
6c6e8d a444fc d2b3e8 9d504e d62500 d39e02 53fd80 2eb393
8129e4 d08ff7 93739b 8d422b c86614 99cb35 2eb481 37fdc0
2eb4ff 5766a0 af94ab 886367 a73005 d17a3b dcd62b a7ecb8
8df0f5 2eb5bf a02efd 8f4788 d16885 a42047 d9b363 5d8c02
52f9e6 3d737c 944fd6 ed7edb 8f3e03 a77946 ded653 2eb695
6d5be2 d488b7 82445e b23303 888476 93f840 d1d6c8 2ebb49
3bf7e0 3f777d 8c64dc d09aea 784f1e bb7c1b a9d15f 2ebb9c
596f73 7f32a2 b165bc f4c3e3 dd182d acb202 a3f09e 2ebc8d
bdd8d5 2ec5ed 495d71 b53dda b39b96 6e6649 fdda31 7da21e
2ec7ef b735c6 754f67 f4d4da d39595 bde482 6ba624 4e6e33
5e75ec 734e86 dcb4df b479a4 a5443e 92a900 b5ee2e 2ecc98
5482b7 919196 8a00fc dfabe3 983758 dd0307 aef21d 2ece64
c9defd 869cc6 6b6984 bc0fdc 7d4937 a58b49 cace56 2ed2aa
d3d7d6 9878e6 8535b7 e8aaf3 9d1a59 e07d8e 5d9032 2ed847
2ed8fa 545c62 708db1 384df4 fccfcc b39f8a 816330 84cb06
cbd8d3 649c90 8774b2 910ddc caa2d5 982f51 aa7b3d 2ed971
9198ac 5442fb edbfef bb9c10 56611e c2f109 369369 2edb9c
2ee1f7 40a3b5 505dcf 922973 a57624 675d4b ded225 93c997
3b839a 6f37c4 e0c3fb da7afc f2546a b70227 2ee235 c0e1cf
697071 7e01f0 ae53d3 f086cb eacacc b92100 a09c80 2ee75d
2ef1ea 376597 ed61f4 b13400 f1c09d 817d63 acf717 75b000
601fff a695df 9e47b0 f0cde6 a53226 fe571d 2ef78f 51816f
468192 a9adc1 9214df cf6dfb 9a3255 db5047 e5dbd5 2ef840
2ef9eb 3f7271 bca0e5 bf49eb 9b321a f17124 acdd82 56bba0
508b88 a02cf6 eabaef d075e2 8f8a04 5b601e a8c42c 2efbc9
c2c2e3 9392a3 9e4de2 a33479 f6232a f5d5cb 2efe26 5cb480
2f43f9 757bfd 705098 ff8ace 9f6c68 af3200 dfd69d 83a42c
72b0a3 2f46fb c3c6eb b365cc c01b04 c3b543 5e645e 52efbc
97d2f3 3595fa 2f48e9 926a9a d08797 f3c9b9 98b851 536c3d
69bee7 2f49f9 8277c0 bb8090 f67c4d ecc5b1 6c6245 98f734
2f4df6 7f82e2 cfcdf4 b91284 ec7096 a17518 cfb347 49f9b8
71c4b9 2f4ef4 e76bfc 89347a 9a746f b73119 c9d94d 81a805
6283a8 2f50d0 a4adfd cdbdcb c12271 d29c55 917307 99f708
2f55f7 656978 d8b6fc a87ec8 dd986d 7b4f19 bdf13a 7fe9cd
84d3e5 2f57bf 6a7fff 827da5 ad0666 f56868 885829 f2d398
65877f 80b7ec 2f57fa 6a538a a12112 efa484 a68333 e0e220
a5d5d3 2f5ab6 686875 b787f4 934a38 c08a1f d9e67c 349f7a
7ce5f2 2f5add 8a84bb d30a7b eabca0 7b5212 a69852 b8ec35
d2e1e8 7ec7fe 2f5bfb 718bd4 e21892 e39d9e a5b816 42651b
44dcec 6c99ec 2f5cb3 90909f f72666 aa3719 f0952d e9d6af
c2d3de 2f5de3 a585bd 844080 fab84f 6d6960 49860e 51b99c
2f5ed5 9ea0fe dbd0f1 99758e d69eaa aa504a e87719 6ced74
575c5a 89d8ea 2f5ef7 a493eb ea0c8b bd8556 7f5c06 e2e453
67a9a1 a8e5e1 2f60c7 dd84f1 bb126e 735122 898300 adc15e
95e2ea 2f6187 5c9adc 999ba4 8f5d53 cc3d03 ce9a5b e1e360
2f61e2 b19dfc 7a5078 debcd7 a12028 a99138 90f3b7 42b893
7ee5ef 49a7f8 2f61f5 932976 866662 cb4618 f5a837 a5b0a9
2f6378 8426ee aa7de4 e3c8e7 fcac57 896509 9cf3bd 5cac91
95f2df 33b9c0 2f63fd 5d5c83 876f6d fa9a86 d35806 d8d402
6793a8 9dcafb 506187 2f64f9 814650 d53b09 bd8b77 cae270
446961 2f65fb c7aaf4 b06aa8 b0371a 9ed354 799887 31f3c2
38eefa 2f666d 88a7fc 8658e3 a38f96 ae3330 f17235 d8e50c
6c9aca 2f67dd c6cae3 5d6285 9c2847 d39875 f4d870 857108
9ceeef 2f68e0 c89bfc a82716 b4910c cee100 667d69 89b19d
8651d1 c795f3 ab2c65 fdaebe c97583 5f9a05 2f6902 9af46d
65d3c1 8168f9 ae9cef 9b4b6f e26f81 a69405 cace61 2f691c
2f695f 879c9a d0deed 8b2fcc c665d5 d5cd1c 737b2a 40f3a7
b1d0f5 7a9af2 ac0ff0 c84b92 d1a675 837d02 dde61e 2f6a41
2f6a6e 449fab 8062c8 f78dfd dbcfd2 a0441f 90b062 b0f45b
2f6ad4 e8d4f4 ca7fb8 8d3764 fac30f 6a6606 789d77 aee4b8
51626c 2f6adf 828ca3 e5bbed 913735 ff4022 c4ef2a 35d891
73f0f8 8e17de bd5ce4 eb9db8 d80c71 979d07 a8de4a 2f6d0d
2f6d77 b4ccd3 9685c5 9831ea 963423 bfa12d e5d78a 51ac88
2f6dee a298f5 e3c6d7 922f6f e05186 6a633e 709406 9fdc10
5d687f 89a0d1 2f6dfa 999395 d75c53 943e17 d3e3af 77f60b
2f6e80 80afc9 791fdc cb4cf6 aa4f17 bfcb5a 7f8470 76f2d2
4c97af dfd7ff b008f4 69506f c2876e c9c21d 2f6f2f 99d6be
7d4ce7 bb88eb 885084 facce3 c77591 7af114 37b545 2f6f35
c3d0ed 3653fe 845e94 e278fa e37102 5ff786 2f6f41 5db484
2f6f72 5cabf1 9d36e4 c7bbcb bc8d86 606038 789917 8fe590
2f73c8 d3a8e7 7a4d71 ad3702 ca850d 6f7b5f 4efe90 92ad96
2f7479 5aeffc 6aaddf b530da c91c37 d9a931 93977f cfe5b6
71a4e4 2f74db 5b6078 bcbcc8 9c253d a57977 e11d05 e6a161
2f8ff7 6737cd 70517e ccc3c7 b97d8b fa8227 73fa91 2f7545
2f7690 bbc0c9 832ce2 b968f5 d3322d fed10e 3ac473 7f8c87
d1d2fd 9174ff 7031df c8469e d2cd3b 929a04 2f7727 4bc78d
9cecf4 818596 6c5280 c87fe9 b10fe7 d9caad 76c502 2f7741
8519d1 e2a6ff d143ab b41e0a b98e45 c4e046 2f785e 9bd8c4
929a97 5b6a66 c6d5d8 2f7bfc dd99e9 b735a1 715713 51c463
c2ddfd 2f7cd5 928597 744e56 ac5420 cc8f66 e3ce56 37d3b3
b2cfdf 57636b 2f7ce1 9392b0 c00f23 daa08f ed7021 cddc22
91dafc 2f7de3 704b74 b47b83 f7c6c6 9b4333 e04d02 b1cb4a
7798fa 8d3ccb b770a2 8d3071 edb3d1 d6040e 97d049 2f7e5f
7809f0 fdb9f6 cb42cc 7f5170 a39a88 88d444 dbded2 2f8216
a2caed 2f82e1 6d0ef5 7c688a ae1116 d96926 ffbc26 b6ac91
6bbef6 665e74 c432cc e9d6e0 fd7c97 9f9c07 a8e610 2f8355
606166 8725a7 d69ed4 c656c6 d0de90 3eca02 98aa8d 2f861f
2f8a96 963ed9 f490ec e1cdd6 9a3651 aa7b00 a1a98d aaf15e
2f8afb 5144e7 c7c9fa 776c8b c47772 bd1d0c 97a902 60fd86
a2cae7 907dfb 7520e5 993b8e c19b94 d2dd8e 8da905 2f8b42
