# colors_mcd16_mld2_nc10_cvd100_minj40_maxj90_ns10000
# Python 3.6.6 |Anaconda custom (64-bit)| (default, Jun 28 2018, 17:14:51) [GCC 7.2.0]
# NumPy 1.15.1, Numba 0.40.0, Joblib 0.12.3
ccd197 67fe05 0dcc0a 128836 81998e 0292ee 0048f9 656365 b75ba0 f19dd1
e82606 ebc214 979769 66e9bd 8facae 47abeb cbe0f5 256aca 6a6f86 804d54
d36e06 705410 d9d209 96bc71 256c62 c5e2fa 9035e1 ef8cfd b563c0 9d9298
fe7f21 9c541b 61fe70 4c9785 256d64 b9b7bf 9c3bfe 754098 c078ca f9a1ff
f69c4f 6f850e 256e3c 5dfda6 bfcdfc 888ee0 9833ea a33b8b a67e97 c3babb
f6c1aa ac9a90 d47434 765710 53e40f 627764 256e88 a8bac7 5b8fdf 8b30e6
836565 9b2b24 db460a b99270 f59117 bfea7f 73ebca 256e9c 7784f6 bdb0cf
fdcfcf a34210 76725e bce600 98ac95 29be41 4f5f70 256fbf cbacf0 bb81aa
695832 a5dd57 3b900d 68fbce 256ff9 6d9eff 847ca9 e0cef2 b29ba7 933f69
fdd2c5 db8733 c8e63f 9eaa97 257016 3b99ab 87ddf5 b42cdc 991082 775b65
867503 e9e302 97a916 94e385 257045 32b27c 383cfe 7f6fde c9bcef b42e8c
a06d14 e3bc57 b2bcaf 7a9479 25704d 5ab0c1 9ee4f5 2c46f5 676187 9a6cd5
9c4b4a db2906 fd9823 ddd89b 8cad7c 5ba0e8 a7d0fb 2572c3 6a546c 998c96
f7b890 b78b25 b7f013 738665 2572fe 8c9ffe c0b8c3 b61e9c 5f5a5b be001d
d5c936 777c0e a8e5b3 50b374 257450 8a959b 7b1ddb a558ea da84ed 8c537b
b04417 c48d19 d4bf80 35746a 84a9b6 27b7fb 2574fc d7d7f9 8275a8 81339d
febcba c4928e 70ad25 80e336 257723 3b7ef1 988ead dfd1f1 923292 77676a
f7946f d55806 cfe846 257758 42bde4 2e7ffa 935990 958c94 d6b3b7 b00714
8a6712 e7d429 3cb143 a2b7a7 257867 b8e6e5 5a577c d688e4 978799 c233d0
bdd916 257b14 42f6c3 c2e3f9 7b50ff 903a89 f371e0 64565c bb999e f14e5b
d5b6b2 f48655 cceb08 258203 9bddec 881ffe d663ff 7d458f 9a7f93 91334c
d83617 f1b63e 9ea974 8ae0b9 25825f 839ceb cfd1f5 7145db a0799f 932182
54be0f 4dfb9e 258569 bcc7fb 9187f5 7754d4 9484a0 9f0185 caaab6 b80026
bc0c0b bfd427 88a132 258861 2fd19b b2e9ea 9f6cfe 8a3686 d68dd1 996f94
f4b340 a0791b 8ca177 c0d7af 5cf1fa 2589a6 859eff 6144be c1a7b6 b44165
daaaa0 c8d86c 7bac04 258a5d 88ecde 40bcd0 8721ea b359e2 6e4e6f ca0a0b
fca14e b67d03 51fcad 258a5f 36a5f7 cbd0fc 8c2ef3 854586 b8adb6 a8060b
93820b 8abf03 9bf70c 36d79e 258a7a 8343fd d9b2e3 ce63c2 992080 b8013e
a84d30 e1de8d 82a164 5dcf12 b9cfc8 258d87 8600fa b051f4 7a468a e89ff8
df751e 975501 e1d8a8 9be021 258d88 83f5f0 5e4fbc 9f73f2 dc91d0 eb1261
f3742c 6d6259 ffc84b aeae8f 2b6a08 258e8a 9ab8eb 742dea ddd9e2 a468cc
d58551 8f661b d4c316 7efab2 7cc0a6 436365 258fa9 c7d9e7 c2aaef 9248fb
bead41 777f30 caeb31 4d614d 95dcd8 2590d1 584beb a14580 d95f83 fe98a0
e1b9ae 6c5a50 f28c0b 978657 d1e84b 76c1d3 2591ad b416f1 89366e b90b12
af2706 ffcebb 87a71d 8ae13d 25925c d3d0e4 cc8af4 a43fc5 736573 e775a8
c1b171 6a8521 42f60c 336b57 2592e7 97a1b4 cddbf8 822bfd 8f1d98 8d668b
f61002 6a5b5a c7ca3d 25934c 99e5ff 9893b1 621afe ce50fb a931a7 f29ea7
fdd933 bdc68c 7cac22 3d7337 2593c4 b4d2e7 7750fe 857885 8e2f79 cd9cad
7d645e d15e05 fed839 b6c377 82eadd 8ab2c9 67849a 2593f4 3362c1 a9061e
d2863d e0cd05 576504 83b095 a9e1d3 259498 c9bafa a979e9 9833ce b63e6d
c24818 92b347 cde3b1 74f53a 259a68 5c3cd7 c857e3 a48ca7 885e77 ddb5c6
806f6e f23f05 ced163 70d7b8 259afc c7d4f0 365df7 9996b3 8f2c9e b90f20
fd6d0e b1b57a b7ef1c 4e6636 259c92 44ddf8 9716f4 c55aff 8d4390 f4c5c9
b28b88 6a593c 95b400 518f21 35fe09 259cda a9c4f0 892bf9 b34d83 d9c0c3
9abe8e 43f314 259d37 4a63ad d9d9df 8e79fa f39afd ac84ae 7f4d68 a7042c
785350 ee6d47 b03e19 97df27 2cf0a5 259ea1 54658e eec5fb c612f7 e779fa
884d4a a80b02 d1d321 25a148 3ee08f cadbf2 af85ff 8451dc ca3589 d68eb6
993316 b8a585 f1be02 616354 bfe79b 25a200 67e6d6 8e8be8 6355d1 b3528f
804e0e ddc13e 63635b 97a396 25a245 57e8a8 cbd1f1 8962ff e27cdb d204ab
ceb248 665901 808533 bde9a4 92aa9a 3e7154 52e1d5 25a2e9 844de8 bb4c8d
dfa793 6b5743 788510 a2d70e a1e4f8 25a2ef 7b91a3 2c52f9 a63399 e93379
a74f4c c28a78 f04401 cdeb42 85dec4 25a5d0 7a818b 5b3ceb 73578b f3c3ff
9b432d f5cfb1 82bb01 25a659 5e6b67 6acfec 947ea6 b938fa 7d438f de96a6
c7ab58 bee401 536724 5de1be 25a69a 6813fb f7cbfd bb3dc2 f56ae9 f61472
73543c f4cfb0 7c940a 3de430 268a77 25a6ff c3cffa 8238cc b05fab b3b0b2
e4e35b 697018 90a131 57f1b4 25a883 7583a2 962ab2 ed59f8 fdace7 a80853
ddd707 2c6f02 25aa0a 2bed93 bddffb acafb8 784ff8 c285f4 894d9a dc6d7e
f5aa73 e8e206 aae5c4 7e8b88 27e5ed 25acd7 685e70 aa10e4 aa023d e9202c
9c2921 cf5126 c29986 f99828 dbdab4 25acf5 b3d5ed 8891ab 6169dc 6b617a
af7321 dfba32 62ffa8 85c2aa 49685c 25acf8 5a6cf6 d5ccfa 9d7da6 833980
8f6056 c96616 cebb2d 25b17e 8fe0ca 71838e 2c50fc a8adc9 6a4f90 e963fe
806021 e6d010 89f69b 25b23f 647e76 bac3d7 821dec d88cff ba51c7 9b1579
a3a30f 6c6e25 79f206 c0d0bd 25b272 4a54d6 8f7ef6 e99edb bb5b88 834654
a94540 e43c01 d1ab1e 25b373 73e3b1 798d8f 67627d c5b9d0 8e17b8 d54cd9
e3dabc 6a6654 a8d646 5b8b1b 25b394 7ee7fe 6b21f0 bc96c7 d040db 894577
d8af15 c8ec83 5a8621 25b475 6ceed6 d1b5f9 8f01fe 7b467a 8a7e88 e244c6
e5e405 87c757 417c2d 44e9cc 25b4a4 c2aff6 69578d a750ea 7f4959 d06a75
f5ba52 b28c3a 396c1e 52f9d3 25b598 cdd0fe 664ceb 796e8f b697e1 ae1664
a05725 9ddc12 25b637 65f2b2 536ef4 9e99ff 6f5f8b f4cffe e599be a57e85
a0bd06 c0e1cf 25b7a6 3b839a 8539ff e0c3fb da7afc 8e3962 b70227 f2546a
a02814 e36031 af9888 feca65 5c6e65 25b7d4 c6c6c7 4e43fb 8372fa 9059a0
d8ce68 99a031 386f0a 7ef7c1 25ba90 738ba0 4634ff 7157b5 f390ea b6446e
94420a 6b7660 2dfa0a beccbe 25bc2d ad77fa 8b22ee daa7fe 6b5063 d64aa4
dcc92b 25bd6a 2b826d 6bf7da c3bbe9 665d7e 6e1cfb 9d6bc6 c77f9e da0237
f66b52 b95311 9fe449 4ffeb2 25be95 6c8e9d 574de1 b5a1f8 fdbde6 824546
d8c2ba b1ec82 70ad4c 41832d 25bee1 6d81f7 3851f2 9e0194 ad6a9b 736467
dd755b f6bd54 745411 25c5a0 bde6e3 626768 bab0db 7c46f5 b365bd a00b9d
974201 dbc39b 988d49 bfe828 5e6860 819d8e a1eee7 25c7da 2c8e9c 9448d3
687000 c0d9ab 7dff4f 25cd41 329560 37644f 848b96 ad41da a11f7c fe95d4
645d5b bf5003 968d79 92f940 25d160 aebdbf 3660dd 7c81ad deb3ff 8e2e79
a2251c 989359 c7d4c0 25e028 97a5b5 7025ff 834db0 d660f7 fac5f5 a0516e
ab281a e35139 e5d5b2 25e324 599f93 556b68 bad2dc 9f5efe 713db8 d983d2
da7962 f0baa4 7a7909 25e422 cbd6f6 8b8ea4 c39af9 7a22cc a857c5 9c3b4b
c72f18 a5b104 afe181 779065 2d6864 25e4fc 3da8d5 8b3ba4 dd599f daa3a7
e3c19d 979389 25e612 42778f 88a0ba d3cbec a83def 895257 ab0204 f52a2c
a97564 d3df26 879d11 25ea9c c3e5e1 636e7a 335ac8 8c9ce0 c2a2af a2153e
b25429 908681 d4b17a a9f43e 25ede5 83a3be 447eff 65646e 6c07ff 83419c
e8a7a4 b27d3c cce647 516200 25efe5 8db0e7 7278b7 4e53f9 9e8c9d 953b5d
a46224 d38b08 e5dc40 25f2bf 9ba9a9 5d8daa 6c1eff 985df3 d29df4 79636e
9b3e29 dc6b13 d4c1a7 b1de37 7f8f6c 25f4ea 7bb0ec 9160d9 6a5068 b588a7
d92902 9b7b5c 9bde28 5fbaa4 25f6c6 26779a 8718fe d0a6ef dc49f6 993567
bb581e 776c5c d19409 bbf06a 50c386 25f6ca 2984fc 2c5dab 8e89b5 d6b6e4
a6582b c39927 fecb1b 9cc994 5c9f82 25fee1 4942fc 8371cf b79ad5 765f72
b41a00 db933f 95a192 a2d59b 4f7e53 25ff3f d7c4f4 9307fe 615564 c83cbb
d6aa22 dedea8 94b089 b4dddb 2ab2cd 2642fa 8e76fb 8f419b 89758c e9343d
be2100 929d16 91d91d 5b6352 4dfdb1 6077cf 2645f7 d3c0e5 b13c87 ce979f
b87758 fd781c 636604 63fb82 c8d4cc 64aab3 2647f3 8171b5 f5adfe c61b73
916c27 c1e8a3 69d736 3ba47e 2648f2 9f9bb3 7264a7 d17ff9 e4c7e3 a91b62
d87777 6c7d2a bcd966 83f8c4 74acae 264cf9 cc87fd 9965b6 f7c5f2 984365
f1c997 916e2c 948f81 baf11a 71ba0b 86d9f0 5482b1 2652d8 b598ff aa2057
e9935b 9f7908 eae042 65f2ac 3196dc 2658c7 b3b7d4 848595 685a81 b44a59
985349 d51f00 dbe325 77b437 91e9b5 265cda 5b87f4 724886 f0a2f5 a8899b
a25450 e27668 e82c07 edbd60 d0d8c4 adeaf9 265dd9 7e81cc b29cb5 896c85
b80c04 dfaf91 a28a57 ace01b 65f5d8 265ea4 7774fb 7f7a9a a9a4bd ae4464
b5941f ecd379 406e10 7a9870 c2ccc1 55f9ff 7cb4d2 2663de 8e2d7f 77686e
d8b4ac 8e7a14 c2e708 88b623 5e674d adeaf0 266479 6888be c2a7ff 8943ea
e99189 9d2913 5ff43b 289d23 c8e7cd 2666f6 8b8bc7 c1b9c9 7a459b a45b80
7a6504 bdad63 81fe23 7f907c bfccbf 26676a 51adb6 7523fd a666d7 ffb6ff
afeb44 266a0d 31970f 4fd386 98a3a1 475bfe d3acf0 9b19a2 d15db9 8d687a
d0ec1e 6eb82d 266b13 37f8a4 b1d4db 3568f6 8285a6 834296 e381f9 c73f6e
ee944d aea399 fad428 c7d6a7 266c03 37e5e1 47afc1 5a64ec 796192 d7255b
c02c29 db8e38 f7dc42 859678 cad2c6 266c68 92c8f4 97009c d72bcf ac8ca7
e36f1e d5c952 266e4e 98f1d6 7f8d89 d0d1fa 6721f3 9559f1 dc80e6 b92f92
a61303 e58e33 c4b29f bbec57 55e7e5 56aaf3 266ed0 7f487c a27694 dc354a
c2a060 828508 d6e693 266f3e a3cdb7 3ea499 50edf2 9f8afa 7961be 873c65
99820c accc8c 62e80b 266f45 619a7a 696c79 542efa 8b45a7 ea6fda edc0dd
937863 f8c21a b4ad76 6e9706 c0eb9e 267009 89e5fb 3568ee 67516c d57fbd
e23804 c4a555 92918d d8e10f 6ae0b1 267056 58a4c2 bfd0e4 9647f8 8b347a
f18912 d9e35c 267205 b4dfc2 29a777 9918ff d45ef5 b835a6 f7ade9 7a4664
943626 e93c09 e6995f d3e331 b0d8ce 267260 59cbeb 8e8c99 9b48fb 9a4e96
ea7008 e8c390 baf004 2673cd 8fb9fc 808ea9 7c4476 afacad c20a19 ae696d
8c4212 aa7214 b1b798 c3ec8e 68c830 267455 725fce 84718d c287d3 eebafb
dcbc5a 959449 5e7300 9ae0b8 5f8b8e 2674f7 ab9ddf e1ceff 7a5090 a0254e
9c746d b6a985 9bc70e 267904 9aecc4 6fa4a6 a13afb 8c3194 de6ce8 faafff
cc9e35 e1e267 26791a 6e997e b9cdc5 78e3fd 40a4fe 997aab af13e3 a2276e
fd2d15 96e710 68b682 47fecf 2679f2 4f5a8d d6abf4 c07ead 7f6a74 b12c35
9ab75d 2ff901 267d2b c0e2ed 5549fb 8f81fb cdacff a5146c f098b4 ab7980
e7c338 b79612 cae1b0 267f2f 87cbcc 834bfc 9c86bd 97278d fb748c 6b6162
c0b0aa 7d513f 91856e f5cb0f 7ca50a cbe39e 26828b 73c8f0 a00df5 d44ede
e7801b 536205 c6dd8d 779a7a 396f6f 49f9fe 45b9df 2684dd 6f24fd dcb5bc
bd1600 e4d042 76b36b b4ebc7 26865f 4b5e61 42c6e6 6338fd dc2cb2 b38a99
cbb509 7e8b22 d4e3c2 3e673d 4bb88c 26869e 96e6fd a5a9be 8c43e9 c177f4
b73834 afa492 9bda05 5cb02f 78f5b8 2687d5 838799 d5caef 6728f2 6c5b6a
d8de0f 2e8218 4fb642 c7e4d1 5ed8f5 2688ff 7b26f2 a957a7 6e5467 fd699e
784f49 e6de9e b3ad78 9fd217 268921 838c8a 69e3e6 bd00ff ec56dc a62077
876202 e6be11 a79938 268a61 cfdcd7 35bb97 898aa6 a24feb fc6ef4 a31482
893f36 e0513c fe9315 7fa184 74f38d 268fbc 3fb9ff 673cdf 6d6279 daaec5
ce886f f9dc40 5e6b53 26900c 7ae8b5 9fa7f7 a531db c6b4c9 9b1a76 978590
e6dbd3 de8f34 998973 ffc830 6e6320 3c6564 2690a3 9ac5fb 9e89fe a535dc
de9b03 e9e161 30713d a9dcc0 5fc6fe 2690fa 6d18f4 ad9db0 946293 f65b7c
c3490b a1ac14 696b5f acc5b5 58ff95 7d99a1 2691d9 634bd7 eeb7ee 7b4879
b65b0e cfb28a dfddda 99e226 26926c 36c4e4 7056f2 897daf 941195 675a66
d8bc6e 26953e 466553 b9e9d4 87b7a5 7a8689 5d50f5 d2c7ee b76fc4 9b3585
a83e31 a9951b c3cc45 51ffb7 57c6a4 269578 c7dae7 9e98c0 82369b da34f0
dfb0af b1302c f79104 9e9c63 cbe876 2697a8 80c3e3 475c87 9d4bfc 656063
97462a fdd754 c2a126 65cd96 269879 3d3ffc 8070c1 a799bb d3cadb 755f79
80641e 90ad24 ade896 64c7ad 269a7f 3b53eb 76709a f48fe8 f9cdec 963162
84a118 d2dbcd 7adc71 269ba2 6e5bed 82378f ee72f1 e9b8e6 bd1217 bd6264
ed8801 fbd94a 9dbc83 287304 ace0f5 269cf7 5e45ff 5d5191 9084a9 915968
928282 dbb991 9bb801 c2ec29 578e17 8bb9cc 269de9 6a56f8 a21da0 6e5060
908585 7e4e48 e9b504 d8d5b2 60a03f a7b2b7 88d5f9 336e95 269efa a706fc
78524f 617f19 83ad29 c1c6bf 44f70b 26a171 9019ff fec1f8 c638aa eb77d3
d2bba6 625936 438808 5bca06 26a1fc c9e1f6 9fa4af 4162fc b70090 9d6d76
ea3402 c9dba2 90a374 7cdb2c 26a29e 2967aa c79eed f8cfe1 a75469 a81418
9a3c04 dcc526 26a309 78f5d6 93b4b0 d7c8fe 6e6477 aa7bb2 c21ad9 fe667f
aba94e 8adea8 29765a 26a396 b0abfa 9a70e8 7101f8 7b4797 e2c9e3 cb0304
fc2e02 ddd8b7 9bd254 307f5c 7ce0f7 26a4e0 572ef9 8d648b d693a6 b6111a
eedd35 64602a 26a532 78e6a1 cabaf4 804dd6 ac82e0 af1682 e97ca5 a26170
6c582a 998127 b3f530 759379 4fde82 26a5ad 60617c 9b30df d75cfd f9c0ea
735416 749f13 44de37 26a6e6 cddbf6 6a55ef 6d5494 a47799 f9879b c25567
f6887f 6a583c 96970f 96d612 26aecd 5bdffe 9458db 9a2c8a cf4671 f7cacf
dca79a 7f5616 53e207 668661 26af29 a4a9bc d1d8f3 4a63ee 585967 967bb6
93706f bbb594 a1e511 6da13f 26afff 4b637c 9302ef dc6fb3 fdc3e3 983031
fbd62a 676c19 26b029 97d7bd 979a99 2f6555 8551d9 d0b5e0 ad72b2 a30885
ff9a80 a99c02 92f423 828b8d 26b1f8 7047e9 655385 d6c8de 825359 cb141b
bfafaa 865310 f8d01d c8e8a0 26b63d 31e7e4 304ed9 8683f1 726c94 b90d5d
d4dd20 a3c294 338535 26b834 696e6e 9beeef 701cef c159fd 963a9d f769b3
9f9090 d2d3b9 9ff763 438520 26bb51 3a43f8 917ddd 9e2397 db9fcc 7b646f
b34a04 f0e124 a59e34 646563 7bf098 26bb9a 3b81b3 9fa2f7 c7bfd9 8016e3
facfcf 70602b a4950e 63f608 26be78 818cbd 606685 cfc5eb a92cf0 a0115d
c9b681 6a5712 7e8709 a9e22b 3b815f 52faf3 26bee9 6f45d4 a15c99 db85a6
844a40 e43106 e4cbaf 9b9779 8be013 2cfdfd 26befe 7963cc 6e5c74 df79b8
a76628 dfcb52 516558 4cfab9 26c19a 5676ff cdd0f4 6d2cd9 845a93 b888be
8b4c06 26c509 60f48a 8d9c97 27818e cfc3ee 8b4bcd d971e7 a5004d d55156
787777 bc5c38 f98140 dde388 b9ddd1 6fa7ad 26d0fc 5561f4 804691 9e203f
75592e a47d06 cec348 37a071 58716c 26d1af ade3ff 9794b5 9344df 9a1382
af7753 f28e29 805502 99f963 26d28a 8c8fd9 5c55d7 a696a7 6d6b6d dfd2dc
e2aba8 a23e2e c97867 dce58f 26d32b 657fcf becbfc 8b8a9f 6d2eee 87606b
d0e2b0 9bb27d 26db12 298f32 626e6d 6933fa ad5ccf 76428a e5b4f7 e579ad
cfa630 746421 ecdd12 26dca0 b2d0f1 781bfd 9d93a4 ea52fb b031a6 f11866
d61808 725b55 a38574 dbcfa9 a0f32b 79b745 26dceb 28739f 7d11e4 e548fc
ac3401 c0bfbb ade999 26dd05 42694c 886aff a289c9 6f31ce f5b8f1 ee407d
7e7e4b 26e023 b1e2b2 8da890 4c605b 2866e2 6b96fa cdb7f0 8e3991 cc69a9
ce5800 fd8a18 426342 26e083 29ab7b b4e8d6 aba0bd eac3fe b63fd1 7e6879
e7d062 c5e3ca 26e4fa 3596eb 425bce 7a809c abaaac 953456 ff6575 db2932
d1a057 965f09 d8e751 ace3d0 378877 26e9fe 7da4c4 5a45d3 695b87 aa70fb
5e5a3d ede14f 96b34b 6c863b 26ecc4 5251f0 988cf3 d0b9fe b37b9a 88456a
8b9815 26f190 c2e0dd 2b51d8 6f6ba6 a184f9 cdb4fd db849d 975365 b9090e
9c2922 8c6b65 d15e1a d3ae36 c5d1b2 8ba779 26f1f7 34a3af 5862e1 635c81
9b3e37 e43601 b08864 abee63 26f2c6 32bca8 6f717a ac7dfc d3adf0 9241c2
915a39 b98f08 26f36b a0afa6 408c8b d6d9f0 5d5685 9209e7 ed99ff e637d5
78560f 7f8165 a8dc3d 5ba620 26f5b6 56647f bdaafd 9c2de0 ecd4f0 de76ac
9a4404 625947 c7a303 849254 26f674 79a49e 288694 29b0f1 ab1ae6 fac6d7
b4750b 77633e 8a8d7c 9bbc73 26f829 497985 7babf3 9f57df 7b01e6 d8becb
a77e7d 73574e ee8457 fcd3b8 26fb04 a9bdc1 6f8cf9 5156e4 c14292 aa0002
9d5452 cb3403 f38156 26fb26 91a1a5 35657c cab6ee 872cea 9d72c2 f9cbd5
b5b0af c27806 765312 e8b428 26feaf 819dce 2c6ff1 b7cbfc a91d79 e22362
b5a925 c0e281 59852c 26fedf 2a9ae6 95c7ee 2842fc e6279a f785a6 975063
92786e 94560d cbb67d 88a505 3ef707 5b7ea0 cdd8e6 8eabe9 2740ff a265fd
fa7813 fccd1f bfca98 40a48e 80e0dd 2742fc 6464aa 9692d7 9c4265 e8073e
767272 8e6205 ae993f e4c626 bcdad9 61c8f0 516697 2747fa 8786f3 e27dae
b63803 a1b64f 77805d b4f444 76cea3 2f96ff 274cea e8cee3 805772 f837b5
958978 8a5a05 525e47 48bc06 82ed84 a4b8b3 274ff3 dbbdfa df5ee7 bb2c8d
ab5926 df9f24 d9d8d4 4a6063 86e0fd 29b4ed 2752f8 8a509e a589a7 fb5e77
bca1a0 db7c53 9f4b20 facab1 a1dc21 78c9f4 2753f2 6771af 897d8a 625659
9a5511 b9f41c 6ec24b 67746c 2755f0 7785ff b5a8e6 8d65a6 e8cfdd cc8ea3
d12803 bb9c03 e0d84c 98b687 497d4f 2debcb 33adb0 2757f4 fd98f8 a31c6f
b06c69 d9bb71 cded08 489f05 a0dfd5 2759f8 b7b0ec a679da 685a68 a11a38
fbafad 607e06 b9f040 8ab353 48968b 275adf dbc4f1 c17fd2 7f3c84 ab3258
fd9b97 af5115 87dd2b 275df2 696896 9684fe aa98bd e1c8d8 66545d ab797b
896b0f aca80f cee535 859e83 41e59f 486067 275df8 9d13a3 c35caf ec99d6
ea2813 ad7965 ee9a3a 96d6af 2bb1a8 2760fd 908ad7 8f3ea1 f8cbf3 aa0a39
f94b4a b6a295 8dd61a 4ac7f6 276189 8c87ab a337eb 6f585b ebced1 b41f23
ad3900 e69858 6a5e48 b2ebb7 538d7f 27627f beaeff 9488b5 a944d2 d8b6cc
675e5a 9e6414 d1b85a 90f4d1 276285 63ace4 7f8599 d5d1f3 9e53da dc7274
f0d1a7 c97d0a 845d07 acdf1d 608f72 276569 3cccd6 765cc2 aa88f7 9f7da0
e6c8aa d49534 5b7910 bbee42 42a076 74dadd 2766b8 9d88ff a985ae 9e1c5a
d04528 f08014 dfd807 4ecd93 2c9c7e 276976 bfcde3 a86bfc 9c03cb c382bd
8a6c60 c18347 d0d55a 276a12 a6bfa9 759194 45b9d8 a4e7fe 4151f5 ad2695
b16401 ac9f5c cad642 bfe9c3 758b7c 276a4a 76ced1 386cff aa9aed 8a588c
f4d6cc 845e37 c1a98c c0e575 40aa2b 276b6a 41e3f2 9b99ba 6f439d c434fc
e2cd33 82f8c1 9fc0c4 276b8c 878fa9 bf9dfd 9445fa a40d4f c15e6f fb092e
87835c 39cb10 276d15 beddc1 5dfe77 625ddc a98bf5 e4b3e8 bf77a2 8d4f69
834c2a 9f7e5e a8ae46 c3e68f 56b4a3 276d7d 8c0efd d549d5 ff82f9 ebc5db
d2d4cc 82ab51 32e727 276f2d 6e97ed 4059f2 833099 ffc3ff cc8dac b24176
c72b0f 7b995f 40d657 276f5e cee0f2 b38af6 9e3ef4 7d3e91 bf669f f99cb7
e16518 fbab1e a1d693 75a77c 276fd2 c499e1 8d7f93 80447d ded6dd b6204b
e6c703 8b8b85 b5b6b4 56a629 277027 b9dff8 77b8fa 742dca a956f0 a5407f
5e5855 cf8f00 fbd24b c1c1a7 769058 277115 92d4f1 6460e9 cb83fc 946394
9b3517 e3cc2b 8ea024 92f3ad 41be8c 277166 cdd3df ce8efb 9f40dc c564ab
bf1c11 655552 f26005 fcc325 a5b877 5cb8d9 2771d5 93347c b47a86 e4d2d3
8c442d eccc97 86806f b0b0ac 62a030 39d805 b4e6e5 27737e 9143f8 dc6bc9
b24e48 f69c79 fa6108 d8e536 a7dccc 6e9089 277481 ab9dcc 6d02fd 9854ef
c29c83 655741 dcd45c 90aa03 618109 69f6ce 277578 729dab bdb9f4 ad4bc7
aa645a f06828 705904 b7ad84 acef36 7a999c 5fccdd 277586 6f3ee7 9c6cda
917f41 5d5a46 cadb4d 97ad06 68f6ed 6b8f97 2775ff 90b3f7 615d9e e6abb0
fa7f7c af8714 d4dfc4 7eea27 27763f 5472f3 8d92cd 7d6a81 911d91 deb5d5
f68571 c35e03 e3e013 556641 47f2bc 27777a bfbfe9 643ec4 ae65c7 a19ba2
ab803e 755604 c8b609 d0dfa7 7dab90 a2dfe0 27787a 37bcf2 b618e5 a92857
fd412c bc1a07 d4cc0d cbddd1 92dffb 2778cf 596074 99a1cd df728c 884043
96441a cc6e13 a69c85 f6bb13 b7eabe 27795e 27f3f3 5db7c0 7c7692 b312e2
ac623e d6911b e8d82d 4cffbe 32c6a1 a9d1dc 5f7282 277acb a794bd 9f2052
944e1a d56d0f c8be6b c9ef18 277b5e 4aaa8f 77dcca 827295 882cb5 d778ef
804a39 f3d446 b6ab4e 748512 5bab91 c0d6d0 277c74 7cd9ff 894ff1 c96aba
e51010 fd806c 80554d fed1a8 4ff208 277f8d b1b6ec 8120cd c14ce4 c1adb2
974306 b18a05 58e109 bddaad 78926b 505d55 278587 932dd0 c6b1d2 f640fc
f39d9c c42011 d6e952 65be0b 278656 7d7fff c2c2fc 9a90be 7734e1 8f2f88
9ee96c 57c015 278717 535e5d a9a5f4 8006fe e2d3e9 b044be 918192 d7a5a8
a7b633 9ff0a7 278760 55bc96 4c5d63 847ba1 8c42bd f54ef4 e39fcf df1b1d
696055 c1af41 bbf103 27880d 82eec1 579ada 8a8990 7756d4 d0c0ee 932b83
a90501 e7be03 40b96f 278853 80f3b7 c3c6fa 673edc 71667d aca4ad bf78c5
ad4e14 9ca647 aef295 779e92 5e6769 2789cc bcadfb 6e34e8 734686 f4b1cb
d8b03e 278c22 70e9b9 7fb2b0 335bf9 cac0fa af86d5 7c3f8b bd517c fe617e
d40c00 a5928f 6fba15 4c604c 40f572 d3dbdd 278feb 8014fa ddaff9 be4d96
b45604 c49b4a b0ef03 3aee9b 279072 8faed9 b2b2b3 625c6e aa5ecf 8627ab
a33321 d15e31 eda10c b1c899 7a9b7d 279095 525e60 923dd1 d069f2 f8c9ec
ff8566 cdb9b1 51fd18 2790dd acb6e1 6443f6 695367 a57e97 ae1638 ed001c
8ab106 bddc72 27943a 63eff6 82aed9 755ae7 706489 b27e8c 864149 e3b6ba
f4bba8 a0bc22 b4f51e 27943a 91ccfa 8f19e8 c255de c9078e f676b2 884256
d32902 f4ad0b 279457 45e7c1 c5d9ff aaa0ef 6d6974 890efb 9850ae a28ca6
e44300 dfa71d 88f2a8 279555 8db8a4 615d71 c8aee7 a901c6 db4fe4 a280a1
c40601 dfc9b0 95fb1f 78955c 61c91f 279792 7e0efa ab4dcc fb90e1 972f48
ac9692 c74c28 54ca31 a7ee9b 2797f8 7d89a4 abb2dd 6c45b5 d6cdd2 8d5b66
c5c5c5 b71912 f7cd19 7e9d07 95f5a6 4b6558 279864 354fcd 955f8c e77ad0
a02401 d4bc4f 279c11 8f948f bad8c6 64dbf2 6e6680 ca05cf c879bf 8a4a4f
b83b0d c49820 efdb73 8fb17f b9e0be 279c93 4dd2e5 526569 6913ff 8a62cf
d3c899 7a730f 97a939 b3ee00 65cbc7 279ca3 2b5afb 803794 e282fa ce416e
a24c14 db8014 ddc26e 648767 81c7bb 41f7fd 279ca6 8150e6 ba94fa 704a8b
8c4e49 f2d4cc c34818 c3916b 2aec10 279df1 506076 c4d0ed 6559f6 8c8085
ecc4bb d98b2d 5e753d 86f869 27a084 5b56c8 bfb7f6 9680fe 9c75a8 7c4b65
b93201 bfd311 81a43e 396449 aedfca 27a19b 7d24f8 a365cd 824387 fb8de2
a72d0c 6c534a edb814 82cb95 27a553 d9dede b6acbe af0ff1 898389 e04ec7
c52b00 c18f45 726653 feb631 88f5b9 27aa95 c9d5e0 98a6d7 a662e5 903682
